datetime,IF2009,IF2006,spread
2020/3/17 9:30,3694.2,3739.4,-45.2
2020/3/17 9:31,3683.4,3722.6,-39.2
2020/3/17 9:32,3687.6,3726.6,-39
2020/3/17 9:33,3677.8,3718,-40.2
2020/3/17 9:34,3661.6,3703.4,-41.8
2020/3/17 9:35,3659,3702.6,-43.6
2020/3/17 9:36,3648.6,3691,-42.4
2020/3/17 9:37,3650.2,3693,-42.8
2020/3/17 9:38,3639,3676.4,-37.4
2020/3/17 9:39,3625.4,3671,-45.6
2020/3/17 9:40,3641.8,3686.4,-44.6
2020/3/17 9:41,3641.2,3684.2,-43
2020/3/17 9:42,3648.8,3692.8,-44
2020/3/17 9:43,3659.6,3700.4,-40.8
2020/3/17 9:44,3652.8,3697.8,-45
2020/3/17 9:45,3650.6,3694,-43.4
2020/3/17 9:46,3642.2,3684.6,-42.4
2020/3/17 9:47,3648,3689.4,-41.4
2020/3/17 9:48,3640.2,3682.4,-42.2
2020/3/17 9:49,3639,3681,-42
2020/3/17 9:50,3633.4,3674.6,-41.2
2020/3/17 9:51,3626.4,3669.6,-43.2
2020/3/17 9:52,3630,3671,-41
2020/3/17 9:53,3638,3679.8,-41.8
2020/3/17 9:54,3627.6,3672.4,-44.8
2020/3/17 9:55,3638.4,3678.6,-40.2
2020/3/17 9:56,3632.8,3675,-42.2
2020/3/17 9:57,3634.2,3672,-37.8
2020/3/17 9:58,3623.2,3664.2,-41
2020/3/17 9:59,3620,3660.6,-40.6
2020/3/17 10:00,3628,3668,-40
2020/3/17 10:01,3627,3666.6,-39.6
2020/3/17 10:02,3638.2,3676.4,-38.2
2020/3/17 10:03,3632.2,3673.2,-41
2020/3/17 10:04,3622.6,3662.6,-40
2020/3/17 10:05,3614.4,3653.8,-39.4
2020/3/17 10:06,3612.2,3655,-42.8
2020/3/17 10:07,3611.6,3651,-39.4
2020/3/17 10:08,3594.8,3635,-40.2
2020/3/17 10:09,3595.2,3635.6,-40.4
2020/3/17 10:10,3592,3631.8,-39.8
2020/3/17 10:11,3593.6,3632.2,-38.6
2020/3/17 10:12,3601.6,3641.2,-39.6
2020/3/17 10:13,3588,3631,-43
2020/3/17 10:14,3577.6,3619.2,-41.6
2020/3/17 10:15,3570.4,3612.4,-42
2020/3/17 10:16,3561.6,3601,-39.4
2020/3/17 10:17,3553,3594.8,-41.8
2020/3/17 10:18,3532.2,3575.6,-43.4
2020/3/17 10:19,3555.6,3596.8,-41.2
2020/3/17 10:20,3570.4,3611.8,-41.4
2020/3/17 10:21,3574.2,3612,-37.8
2020/3/17 10:22,3577,3619.8,-42.8
2020/3/17 10:23,3582.8,3628.6,-45.8
2020/3/17 10:24,3586.2,3629.8,-43.6
2020/3/17 10:25,3583.2,3629,-45.8
2020/3/17 10:26,3573.4,3616.4,-43
2020/3/17 10:27,3583.2,3624.6,-41.4
2020/3/17 10:28,3579.8,3620,-40.2
2020/3/17 10:29,3598,3637.6,-39.6
2020/3/17 10:30,3607.8,3647.4,-39.6
2020/3/17 10:31,3603,3641.8,-38.8
2020/3/17 10:32,3600.6,3641.8,-41.2
2020/3/17 10:33,3606,3649.4,-43.4
2020/3/17 10:34,3597,3635,-38
2020/3/17 10:35,3591,3628.8,-37.8
2020/3/17 10:36,3591.6,3634.2,-42.6
2020/3/17 10:37,3592.2,3633,-40.8
2020/3/17 10:38,3596.4,3642.6,-46.2
2020/3/17 10:39,3606.8,3650.6,-43.8
2020/3/17 10:40,3615,3656.8,-41.8
2020/3/17 10:41,3612.6,3653.8,-41.2
2020/3/17 10:42,3615,3658,-43
2020/3/17 10:43,3614.2,3655.6,-41.4
2020/3/17 10:44,3621,3662.8,-41.8
2020/3/17 10:45,3635,3677,-42
2020/3/17 10:46,3635.4,3677.4,-42
2020/3/17 10:47,3634.2,3677.2,-43
2020/3/17 10:48,3628.4,3668.8,-40.4
2020/3/17 10:49,3633.6,3677.6,-44
2020/3/17 10:50,3619.4,3661.4,-42
2020/3/17 10:51,3620,3660.8,-40.8
2020/3/17 10:52,3622.8,3662.4,-39.6
2020/3/17 10:53,3625,3667.4,-42.4
2020/3/17 10:54,3623.8,3665.2,-41.4
2020/3/17 10:55,3629.2,3668,-38.8
2020/3/17 10:56,3629.2,3674.4,-45.2
2020/3/17 10:57,3627.2,3667.4,-40.2
2020/3/17 10:58,3617.8,3656.8,-39
2020/3/17 10:59,3609.8,3645.6,-35.8
2020/3/17 11:00,3606.4,3647.2,-40.8
2020/3/17 11:01,3617.4,3658.2,-40.8
2020/3/17 11:02,3610,3652.2,-42.2
2020/3/17 11:03,3622,3664,-42
2020/3/17 11:04,3630,3673.6,-43.6
2020/3/17 11:05,3638,3681,-43
2020/3/17 11:06,3634.8,3677.2,-42.4
2020/3/17 11:07,3640,3684.2,-44.2
2020/3/17 11:08,3634.6,3681.8,-47.2
2020/3/17 11:09,3630,3675.2,-45.2
2020/3/17 11:10,3626,3667.4,-41.4
2020/3/17 11:11,3623.8,3664.2,-40.4
2020/3/17 11:12,3612.4,3655,-42.6
2020/3/17 11:13,3618.4,3658.2,-39.8
2020/3/17 11:14,3603,3644.2,-41.2
2020/3/17 11:15,3609,3654.2,-45.2
2020/3/17 11:16,3603.4,3642.4,-39
2020/3/17 11:17,3606.4,3645.8,-39.4
2020/3/17 11:18,3620,3662,-42
2020/3/17 11:19,3618.4,3663,-44.6
2020/3/17 11:20,3630,3675.4,-45.4
2020/3/17 11:21,3630,3663,-33
2020/3/17 11:22,3612.2,3656.6,-44.4
2020/3/17 11:23,3618.2,3664.6,-46.4
2020/3/17 11:24,3626,3669.4,-43.4
2020/3/17 11:25,3621.8,3668.4,-46.6
2020/3/17 11:26,3634,3672.2,-38.2
2020/3/17 11:27,3636.6,3677.8,-41.2
2020/3/17 11:28,3644,3687.4,-43.4
2020/3/17 11:29,3640.4,3685.8,-45.4
2020/3/17 13:00,3643.4,3683,-39.6
2020/3/17 13:01,3651.4,3690,-38.6
2020/3/17 13:02,3652.6,3695.4,-42.8
2020/3/17 13:03,3648.4,3694,-45.6
2020/3/17 13:04,3646.4,3688,-41.6
2020/3/17 13:05,3643.6,3683.2,-39.6
2020/3/17 13:06,3642,3683.2,-41.2
2020/3/17 13:07,3643.8,3686,-42.2
2020/3/17 13:08,3645,3684.8,-39.8
2020/3/17 13:09,3641,3680.8,-39.8
2020/3/17 13:10,3630.6,3669.6,-39
2020/3/17 13:11,3632.4,3673,-40.6
2020/3/17 13:12,3630.6,3670,-39.4
2020/3/17 13:13,3634.8,3671,-36.2
2020/3/17 13:14,3630.2,3667.8,-37.6
2020/3/17 13:15,3634.8,3671.6,-36.8
2020/3/17 13:16,3632.6,3671.2,-38.6
2020/3/17 13:17,3624.2,3661.2,-37
2020/3/17 13:18,3621.6,3659.4,-37.8
2020/3/17 13:19,3611.2,3655,-43.8
2020/3/17 13:20,3625,3661.8,-36.8
2020/3/17 13:21,3623.8,3661.4,-37.6
2020/3/17 13:22,3621.8,3660.4,-38.6
2020/3/17 13:23,3630.2,3667.8,-37.6
2020/3/17 13:24,3629.2,3666.6,-37.4
2020/3/17 13:25,3615,3655.6,-40.6
2020/3/17 13:26,3617.6,3653.2,-35.6
2020/3/17 13:27,3612.6,3650.4,-37.8
2020/3/17 13:28,3611.2,3649,-37.8
2020/3/17 13:29,3609.4,3646.2,-36.8
2020/3/17 13:30,3601.6,3639.4,-37.8
2020/3/17 13:31,3607.8,3642.4,-34.6
2020/3/17 13:32,3613.6,3649.6,-36
2020/3/17 13:33,3609,3645.2,-36.2
2020/3/17 13:34,3603.8,3640.6,-36.8
2020/3/17 13:35,3592,3632.8,-40.8
2020/3/17 13:36,3601.2,3637.6,-36.4
2020/3/17 13:37,3600.8,3638.4,-37.6
2020/3/17 13:38,3595.6,3633,-37.4
2020/3/17 13:39,3605.4,3643.8,-38.4
