datetime,IF1606,IF1603,spread
2015-12-15 09:30:00,3410.2,3510.0,-99.8
2015-12-15 09:31:00,3414.8,3515.0,-100.2
2015-12-15 09:32:00,3414.8,3513.0,-98.2
2015-12-15 09:33:00,3414.8,3511.0,-96.2
2015-12-15 09:34:00,3414.8,3511.0,-96.2
2015-12-15 09:35:00,3414.8,3509.8,-95.0
2015-12-15 09:36:00,3414.8,3509.8,-95.0
2015-12-15 09:37:00,3405.4,3506.8,-101.4
2015-12-15 09:38:00,3405.4,3509.6,-104.2
2015-12-15 09:39:00,3405.4,3515.2,-109.8
2015-12-15 09:40:00,3412.8,3516.0,-103.2
2015-12-15 09:41:00,3418.0,3524.4,-106.4
2015-12-15 09:42:00,3418.0,3525.0,-107.0
2015-12-15 09:43:00,3418.0,3519.0,-101.0
2015-12-15 09:44:00,3418.0,3517.4,-99.4
2015-12-15 09:45:00,3418.0,3515.0,-97.0
2015-12-15 09:46:00,3418.0,3514.4,-96.4
2015-12-15 09:47:00,3418.0,3515.0,-97.0
2015-12-15 09:48:00,3418.0,3512.0,-94.0
2015-12-15 09:49:00,3418.0,3511.0,-93.0
2015-12-15 09:50:00,3418.0,3511.2,-93.2
2015-12-15 09:51:00,3418.0,3512.0,-94.0
2015-12-15 09:52:00,3418.0,3514.4,-96.4
2015-12-15 09:53:00,3413.8,3513.0,-99.2
2015-12-15 09:54:00,3413.8,3513.2,-99.4
2015-12-15 09:55:00,3413.8,3514.4,-100.6
2015-12-15 09:56:00,3414.0,3519.0,-105.0
2015-12-15 09:57:00,3412.0,3513.2,-101.2
2015-12-15 09:58:00,3415.0,3511.2,-96.2
2015-12-15 09:59:00,3415.0,3519.0,-104.0
2015-12-15 10:00:00,3413.8,3516.8,-103.0
2015-12-15 10:01:00,3415.8,3519.0,-103.2
2015-12-15 10:02:00,3417.6,3515.0,-97.4
2015-12-15 10:03:00,3411.8,3510.0,-98.2
2015-12-15 10:04:00,3411.8,3514.2,-102.4
2015-12-15 10:05:00,3407.0,3510.0,-103.0
2015-12-15 10:06:00,3407.0,3511.8,-104.8
2015-12-15 10:07:00,3408.0,3511.8,-103.8
2015-12-15 10:08:00,3405.2,3511.8,-106.6
2015-12-15 10:09:00,3407.6,3508.2,-100.6
2015-12-15 10:10:00,3400.0,3505.2,-105.2
2015-12-15 10:11:00,3400.0,3507.6,-107.6
2015-12-15 10:12:00,3401.2,3505.2,-104.0
2015-12-15 10:13:00,3401.2,3503.6,-102.4
2015-12-15 10:14:00,3401.0,3507.2,-106.2
2015-12-15 10:15:00,3406.4,3507.6,-101.2
2015-12-15 10:16:00,3406.4,3507.6,-101.2
2015-12-15 10:17:00,3406.4,3510.4,-104.0
2015-12-15 10:18:00,3406.4,3513.0,-106.6
2015-12-15 10:19:00,3406.4,3510.0,-103.6
2015-12-15 10:20:00,3406.4,3508.0,-101.6
2015-12-15 10:21:00,3406.4,3504.0,-97.6
2015-12-15 10:22:00,3400.0,3507.0,-107.0
2015-12-15 10:23:00,3399.6,3507.4,-107.8
2015-12-15 10:24:00,3399.4,3508.2,-108.8
2015-12-15 10:25:00,3399.4,3511.6,-112.2
2015-12-15 10:26:00,3399.4,3511.6,-112.2
2015-12-15 10:27:00,3399.4,3510.2,-110.8
2015-12-15 10:28:00,3399.4,3508.0,-108.6
2015-12-15 10:29:00,3399.4,3512.4,-113.0
2015-12-15 10:30:00,3406.6,3513.4,-106.8
2015-12-15 10:31:00,3406.6,3514.2,-107.6
2015-12-15 10:32:00,3408.0,3518.8,-110.8
2015-12-15 10:33:00,3408.4,3520.0,-111.6
2015-12-15 10:34:00,3408.4,3522.0,-113.6
2015-12-15 10:35:00,3408.4,3522.0,-113.6
2015-12-15 10:36:00,3408.4,3522.0,-113.6
2015-12-15 10:37:00,3408.4,3522.0,-113.6
2015-12-15 10:38:00,0.0,3516.4,-3516.4
2015-12-15 10:39:00,3408.4,3516.4,-108.0
2015-12-15 10:40:00,3414.0,3516.4,-102.4
2015-12-15 10:41:00,3414.0,3516.0,-102.0
2015-12-15 10:42:00,3411.0,3516.0,-105.0
2015-12-15 10:43:00,3411.0,3516.0,-105.0
2015-12-15 10:44:00,0.0,3522.4,-3522.4
2015-12-15 10:45:00,3422.6,3521.8,-99.2
2015-12-15 10:46:00,3422.6,3519.2,-96.6
2015-12-15 10:47:00,3422.6,3520.0,-97.4
2015-12-15 10:48:00,3422.6,3517.6,-95.0
2015-12-15 10:49:00,0.0,3517.6,-3517.6
2015-12-15 10:50:00,3422.6,3517.6,-95.0
2015-12-15 10:51:00,3417.6,3520.8,-103.2
2015-12-15 10:52:00,3417.6,3517.2,-99.6
2015-12-15 10:53:00,3417.6,3517.2,-99.6
2015-12-15 10:54:00,3417.6,3516.8,-99.2
2015-12-15 10:55:00,3410.0,3516.4,-106.4
2015-12-15 10:56:00,3410.0,3516.4,-106.4
2015-12-15 10:57:00,3405.0,3514.0,-109.0
2015-12-15 10:58:00,3405.0,3514.0,-109.0
2015-12-15 10:59:00,3405.0,3513.2,-108.2
2015-12-15 11:00:00,3405.0,3513.2,-108.2
2015-12-15 11:01:00,3400.0,3513.2,-113.2
2015-12-15 11:02:00,3400.0,3507.0,-107.0
2015-12-15 11:03:00,3400.0,3507.0,-107.0
2015-12-15 11:04:00,3400.0,3508.4,-108.4
2015-12-15 11:05:00,3400.0,3508.0,-108.0
2015-12-15 11:06:00,3400.0,3508.0,-108.0
2015-12-15 11:07:00,3400.0,3508.0,-108.0
2015-12-15 11:08:00,3403.8,3512.6,-108.8
2015-12-15 11:09:00,3403.8,3512.6,-108.8
2015-12-15 11:10:00,3403.2,3513.0,-109.8
2015-12-15 11:11:00,3402.4,3513.0,-110.6
2015-12-15 11:12:00,3402.2,3513.0,-110.8
2015-12-15 11:13:00,3402.2,3513.0,-110.8
2015-12-15 11:14:00,3406.0,3513.0,-107.0
2015-12-15 11:15:00,3403.0,3510.0,-107.0
2015-12-15 11:16:00,3401.0,3510.8,-109.8
2015-12-15 11:17:00,3401.0,3510.8,-109.8
