datetime,IF1512,IF1509,spread
2015-06-16 09:30:00,5161.4,5141.6,19.8
2015-06-16 09:31:00,5159.6,5143.0,16.6
2015-06-16 09:32:00,5165.4,5148.0,17.4
2015-06-16 09:33:00,5174.8,5157.2,17.6
2015-06-16 09:34:00,5175.2,5156.8,18.4
2015-06-16 09:35:00,5180.8,5165.4,15.4
2015-06-16 09:36:00,5184.2,5170.0,14.2
2015-06-16 09:37:00,5184.4,5167.6,16.8
2015-06-16 09:38:00,5184.0,5165.8,18.2
2015-06-16 09:39:00,5160.0,5143.2,16.8
2015-06-16 09:40:00,5170.4,5147.4,23.0
2015-06-16 09:41:00,5187.0,5170.0,17.0
2015-06-16 09:42:00,5197.0,5176.4,20.6
2015-06-16 09:43:00,5198.0,5180.8,17.2
2015-06-16 09:44:00,5204.0,5185.2,18.8
2015-06-16 09:45:00,5208.2,5187.2,21.0
2015-06-16 09:46:00,5200.2,5181.0,19.2
2015-06-16 09:47:00,5202.0,5185.4,16.6
2015-06-16 09:48:00,5205.4,5188.8,16.6
2015-06-16 09:49:00,5212.0,5194.8,17.2
2015-06-16 09:50:00,5211.8,5193.4,18.4
2015-06-16 09:51:00,5202.8,5184.6,18.2
2015-06-16 09:52:00,5205.8,5187.6,18.2
2015-06-16 09:53:00,5203.6,5182.2,21.4
2015-06-16 09:54:00,5213.6,5194.2,19.4
2015-06-16 09:55:00,5210.0,5192.2,17.8
2015-06-16 09:56:00,5203.4,5185.2,18.2
2015-06-16 09:57:00,5200.0,5182.4,17.6
2015-06-16 09:58:00,5196.8,5180.0,16.8
2015-06-16 09:59:00,5201.8,5182.0,19.8
2015-06-16 10:00:00,5208.2,5191.4,16.8
2015-06-16 10:01:00,5196.8,5179.2,17.6
2015-06-16 10:02:00,5199.0,5179.4,19.6
2015-06-16 10:03:00,5186.8,5164.4,22.4
2015-06-16 10:04:00,5182.2,5162.0,20.2
2015-06-16 10:05:00,5173.6,5153.6,20.0
2015-06-16 10:06:00,5165.0,5148.2,16.8
2015-06-16 10:07:00,5168.6,5151.8,16.8
2015-06-16 10:08:00,5161.6,5139.2,22.4
2015-06-16 10:09:00,5142.4,5123.0,19.4
2015-06-16 10:10:00,5138.2,5115.8,22.4
2015-06-16 10:11:00,5151.4,5132.2,19.2
2015-06-16 10:12:00,5158.4,5139.8,18.6
2015-06-16 10:13:00,5156.6,5134.0,22.6
2015-06-16 10:14:00,5140.2,5113.6,26.6
2015-06-16 10:15:00,5152.0,5134.2,17.8
2015-06-16 10:16:00,5135.0,5111.4,23.6
2015-06-16 10:17:00,5122.4,5105.2,17.2
2015-06-16 10:18:00,5101.6,5084.4,17.2
2015-06-16 10:19:00,5109.0,5086.2,22.8
2015-06-16 10:20:00,5118.2,5093.6,24.6
2015-06-16 10:21:00,5101.2,5079.8,21.4
2015-06-16 10:22:00,5105.4,5082.2,23.2
2015-06-16 10:23:00,5099.6,5082.2,17.4
2015-06-16 10:24:00,5117.0,5097.4,19.6
2015-06-16 10:25:00,5095.4,5079.6,15.8
2015-06-16 10:26:00,5105.4,5089.4,16.0
2015-06-16 10:27:00,5111.8,5091.4,20.4
2015-06-16 10:28:00,5116.6,5099.0,17.6
2015-06-16 10:29:00,5108.0,5085.0,23.0
2015-06-16 10:30:00,5108.0,5083.0,25.0
2015-06-16 10:31:00,5108.2,5085.0,23.2
2015-06-16 10:32:00,5118.6,5099.8,18.8
2015-06-16 10:33:00,5107.2,5090.6,16.6
2015-06-16 10:34:00,5115.2,5093.6,21.6
