datetime,IF2003,IF1912,spread
2019/9/10 9:30,3960,3959.2,0.8
2019/9/10 9:31,3956.8,3957,-0.2
2019/9/10 9:32,3951,3950.4,0.6
2019/9/10 9:33,3951.4,3952.6,-1.2
2019/9/10 9:34,3950.6,3951.2,-0.6
2019/9/10 9:35,3951.8,3950.4,1.4
2019/9/10 9:36,3947.6,3950,-2.4
2019/9/10 9:37,3948,3947,1
2019/9/10 9:38,3946.6,3945,1.6
2019/9/10 9:39,3946,3946.2,-0.2
2019/9/10 9:40,3944.4,3942.4,2
2019/9/10 9:41,3943.8,3945.8,-2
2019/9/10 9:42,3947,3946.6,0.4
2019/9/10 9:43,3948.2,3948,0.2
2019/9/10 9:44,3946.6,3947.2,-0.6
2019/9/10 9:45,3946.6,3944.6,2
2019/9/10 9:46,3947,3946.2,0.8
2019/9/10 9:47,3943.8,3944.8,-1
2019/9/10 9:48,3949.8,3947,2.8
2019/9/10 9:49,3946.8,3945.2,1.6
2019/9/10 9:50,3947,3944,3
2019/9/10 9:51,3942.2,3941.6,0.6
2019/9/10 9:52,3943.2,3942.6,0.6
2019/9/10 9:53,3942.2,3941.8,0.4
2019/9/10 9:54,3941,3941,0
2019/9/10 9:55,3939,3938.2,0.8
2019/9/10 9:56,3940,3941.2,-1.2
2019/9/10 9:57,3940,3943,-3
2019/9/10 9:58,3944.8,3942.8,2
2019/9/10 9:59,3941,3939.8,1.2
2019/9/10 10:00,3937.6,3938.6,-1
2019/9/10 10:01,3939.2,3938.2,1
2019/9/10 10:02,3937.2,3936,1.2
2019/9/10 10:03,3940,3939,1
2019/9/10 10:04,3938.8,3937.8,1
2019/9/10 10:05,3941,3940,1
2019/9/10 10:06,3943.2,3941.8,1.4
2019/9/10 10:07,3941.6,3939,2.6
2019/9/10 10:08,3940,3938,2
2019/9/10 10:09,3940,3939.6,0.4
2019/9/10 10:10,3940,3940,0
2019/9/10 10:11,3940.2,3938.4,1.8
2019/9/10 10:12,3941,3941.8,-0.8
2019/9/10 10:13,3942,3940.8,1.2
2019/9/10 10:14,3942,3943.2,-1.2
2019/9/10 10:15,3944,3941.6,2.4
2019/9/10 10:16,3944,3941.6,2.4
2019/9/10 10:17,3943,3941.2,1.8
2019/9/10 10:18,3943.6,3940.6,3
2019/9/10 10:19,3944.2,3941,3.2
2019/9/10 10:20,3945.4,3942.2,3.2
2019/9/10 10:21,3946,3941.8,4.2
2019/9/10 10:22,3946,3942,4
2019/9/10 10:23,3943,3940,3
2019/9/10 10:24,3942,3939.4,2.6
2019/9/10 10:25,3942,3939.6,2.4
2019/9/10 10:26,3939,3938.4,0.6
2019/9/10 10:27,3938.6,3938,0.6
2019/9/10 10:28,3939.2,3938.8,0.4
2019/9/10 10:29,3940.2,3938.6,1.6
2019/9/10 10:30,3940.2,3939,1.2
2019/9/10 10:31,3939.4,3937.6,1.8
2019/9/10 10:32,3938.8,3939,-0.2
2019/9/10 10:33,3936.4,3934.2,2.2
2019/9/10 10:34,3935,3934.8,0.2
2019/9/10 10:35,3938,3936.8,1.2
2019/9/10 10:36,3939.2,3937,2.2
2019/9/10 10:37,3937,3936,1
2019/9/10 10:38,3940,3938.6,1.4
2019/9/10 10:39,3940,3939.8,0.2
2019/9/10 10:40,3940.6,3940.4,0.2
2019/9/10 10:41,3942,3939.6,2.4
2019/9/10 10:42,3942,3941.4,0.6
2019/9/10 10:43,3942.6,3942.4,0.2
2019/9/10 10:44,3942.6,3941,1.6
2019/9/10 10:45,3942.6,3942.4,0.2
2019/9/10 10:46,3942.6,3941.4,1.2
2019/9/10 10:47,3943,3943,0
2019/9/10 10:48,3943,3940.6,2.4
2019/9/10 10:49,3943,3940,3
2019/9/10 10:50,3940.4,3939.6,0.8
2019/9/10 10:51,3939.4,3938.8,0.6
2019/9/10 10:52,3939.8,3938.4,1.4
2019/9/10 10:53,3939.8,3939.2,0.6
2019/9/10 10:54,3938.8,3938.6,0.2
2019/9/10 10:55,3938.8,3937.8,1
2019/9/10 10:56,3936.4,3936.4,0
2019/9/10 10:57,3936.4,3934.4,2
2019/9/10 10:58,3937.4,3936.2,1.2
2019/9/10 10:59,3937,3936.2,0.8
