datetime,IF1812,IF1809,spread,open,high,low,close,index_volatility,volatility_a
2018/6/13 9:30,3724.2,3744.8,-20.6,3825.57,3814.62,3806.24,3807.4,17.52972334,0.004337522
2018/6/13 9:31,3726,3748.2,-22.2,3807.25,3809.97,3806.66,3809.97,17.48496676,-0.04475658
2018/6/13 9:32,3726,3750.8,-24.8,3810.1,3813.13,3810.1,3813.13,17.45056658,-0.034400183
2018/6/13 9:33,3723.8,3745.6,-21.8,3813.57,3813.88,3810.32,3810.32,17.44018353,-0.010383046
2018/6/13 9:34,3726.4,3746.6,-20.2,3810.15,3810.15,3807.46,3807.46,17.42439055,-0.015792982
2018/6/13 9:35,3726.4,3752,-25.6,3807.34,3811.85,3806.96,3811.85,17.39565566,-0.028734887
2018/6/13 9:36,3727.4,3748.4,-21,3812.63,3817.05,3812.63,3817.02,17.37458159,-0.021074072
2018/6/13 9:37,3729,3749.6,-20.6,3817.03,3817.45,3816.77,3816.92,17.36455313,-0.010028463
2018/6/13 9:38,3728.4,3747.8,-19.4,3816.92,3817.44,3816.78,3816.79,17.35453535,-0.010017775
2018/6/13 9:39,3724.6,3744.4,-19.8,3816.56,3816.56,3811.72,3811.72,17.33838037,-0.016154982
2018/6/13 9:40,3724.6,3741.8,-17.2,3811.44,3811.45,3809.99,3810.07,17.29424233,-0.044138043
2018/6/13 9:41,3723.8,3743,-19.2,3809.62,3810.11,3809.44,3809.81,17.23758339,-0.05665894
2018/6/13 9:42,3724,3744.8,-20.8,3809.8,3811.96,3809.8,3811.88,17.17878096,-0.058802434
2018/6/13 9:43,3719.4,3740.2,-20.8,3812.27,3812.72,3811.46,3811.46,17.11670631,-0.062074646
2018/6/13 9:44,3719,3743,-24,3811.23,3811.23,3809.88,3809.88,17.03380146,-0.08290485
2018/6/13 9:45,3719,3740.6,-21.6,3809.79,3809.79,3806.14,3806.17,16.94192742,-0.091874037
2018/6/13 9:46,3719,3740.2,-21.2,3805.89,3806.75,3805.44,3806.75,16.87666399,-0.065263427
2018/6/13 9:47,3719.2,3742.2,-23,3807.38,3809.09,3807.38,3809.09,16.82200515,-0.054658844
2018/6/13 9:48,3720,3742.6,-22.6,3808.86,3810.73,3808.86,3810.69,16.76612744,-0.055877708
2018/6/13 9:49,3721.4,3741.8,-20.4,3810.59,3811.41,3810.3,3810.3,16.71023861,-0.055888836
2018/6/13 9:50,3724,3744.8,-20.8,3810.92,3812.04,3810.65,3812.04,16.65647803,-0.053760573
2018/6/13 9:51,3723.8,3744,-20.2,3812.49,3813.5,3812.49,3813.35,16.60875037,-0.047727668
2018/6/13 9:52,3723.8,3745.4,-21.6,3813.8,3814.35,3813.8,3813.92,16.57389638,-0.034853989
2018/6/13 9:53,3720,3742,-22,3814.68,3814.68,3811.45,3811.45,16.54929668,-0.024599693
2018/6/13 9:54,3719,3742,-23,3811.55,3811.55,3809.81,3809.81,16.53108301,-0.018213671
2018/6/13 9:55,3721.8,3744.4,-22.6,3809.94,3810.8,3809.94,3810.73,16.50988886,-0.021194154
2018/6/13 9:56,3721.6,3744.6,-23,3811.48,3813.21,3811.14,3812.66,16.48327962,-0.026609236
2018/6/13 9:57,3720,3742.2,-22.2,3812.97,3813.21,3812.21,3812.21,16.45536459,-0.027915037
2018/6/13 9:58,3720,3741.6,-21.6,3812.63,3812.63,3811.24,3811.24,16.42929985,-0.026064733
2018/6/13 9:59,3720,3742.2,-22.2,3811.77,3811.8,3810.64,3810.64,16.40152343,-0.02777642
2018/6/13 10:00,3718,3740,-22,3811.09,3811.09,3809.53,3809.53,16.36175817,-0.039765261
2018/6/13 10:01,3716.2,3738.4,-22.2,3809.55,3809.55,3807.09,3807.09,16.30609475,-0.05566342
2018/6/13 10:02,3712,3736,-24,3807.02,3807.02,3803.75,3803.75,16.24307574,-0.063019015
2018/6/13 10:03,3713,3737,-24,3803.99,3803.99,3801.74,3801.74,16.18434949,-0.058726251
2018/6/13 10:04,3713,3736,-23,3802.02,3802.18,3801.62,3802.1,16.12455896,-0.059790522
2018/6/13 10:05,3713.8,3739,-25.2,3802.06,3804.39,3802.06,3804.39,16.05385042,-0.070708539
2018/6/13 10:06,3716.6,3741,-24.4,3805.04,3807.88,3805.04,3807.58,15.97024123,-0.083609194
2018/6/13 10:07,3716,3739.6,-23.6,3808.67,3808.67,3807.67,3807.74,15.87527065,-0.094970584
2018/6/13 10:08,3717,3740,-23,3808.15,3808.46,3807.53,3807.53,15.76734126,-0.107929388
2018/6/13 10:09,3716,3740.4,-24.4,3807.5,3807.81,3806.39,3806.39,15.64810943,-0.119231831
2018/6/13 10:10,3716,3740.4,-24.4,3806.77,3806.84,3806.17,3806.53,15.50990159,-0.138207839
2018/6/13 10:11,3716,3740,-24,3806.3,3807.72,3806.3,3807.22,15.36586752,-0.144034068
2018/6/13 10:12,3715.4,3740.8,-25.4,3806.84,3808.47,3806.84,3807.9,15.22696326,-0.138904261
2018/6/13 10:13,3715.4,3741,-25.6,3808.07,3809.82,3808.07,3809.68,15.08646709,-0.140496173
2018/6/13 10:14,3715.4,3743,-27.6,3809.19,3810.88,3809.19,3810.88,14.9214644,-0.165002682
2018/6/13 10:15,3717.6,3740.8,-23.2,3810.52,3811.51,3810.52,3810.65,14.68493311,-0.236531292
2018/6/13 10:16,3717.6,3740.8,-23.2,3811.03,3811.69,3810.83,3811.42,14.41027794,-0.274655174
2018/6/13 10:17,3717.6,3743.8,-26.2,3811.02,3812.44,3811.02,3812.44,14.17050461,-0.239773326
2018/6/13 10:18,3717.6,3742.6,-25,3812.39,3812.96,3812.39,3812.73,13.96003805,-0.210466562
2018/6/13 10:19,3719,3740.8,-21.8,3812.48,3813.06,3812.35,3812.54,13.77205571,-0.187982335
2018/6/13 10:20,3719,3738.8,-19.8,3811.99,3811.99,3809.77,3810.09,13.59185919,-0.180196523
2018/6/13 10:21,3716,3739,-23,3809.79,3809.83,3809.14,3809.18,13.40909157,-0.182767621
2018/6/13 10:22,3716,3740.6,-24.6,3809.44,3810.02,3809.16,3809.45,13.21406871,-0.195022855
2018/6/13 10:23,3716.6,3740.6,-24,3809.61,3810.55,3809.61,3810.51,13.00368884,-0.210379873
2018/6/13 10:24,3716.4,3738.2,-21.8,3810.31,3810.91,3809.82,3810.12,12.78096498,-0.22272386
2018/6/13 10:25,3716.4,3738.4,-22,3809.81,3810.07,3808.73,3809.03,12.54490768,-0.236057302
2018/6/13 10:26,3716.4,3739,-22.6,3809,3809,3808.29,3808.31,12.35853507,-0.18637261
2018/6/13 10:27,3716.4,3740,-23.6,3808.37,3808.68,3808.25,3808.27,12.2114869,-0.147048166
2018/6/13 10:28,3716.4,3740.2,-23.8,3808.3,3809.39,3808.3,3809.15,12.06201755,-0.149469352
2018/6/13 10:29,3716.2,3739.8,-23.6,3809.3,3810.33,3809.3,3810.12,11.91125177,-0.150765783
2018/6/13 10:30,3716.2,3740.2,-24,3809.57,3810.57,3809.57,3809.87,11.75108297,-0.1601688
2018/6/13 10:31,3722,3745,-23,3810.44,3813.02,3810.44,3813.02,11.57830867,-0.172774297
2018/6/13 10:32,3722.2,3743.4,-21.2,3812.91,3814.52,3812.91,3814.52,11.3912918,-0.187016873
2018/6/13 10:33,3722.2,3746.6,-24.4,3814.26,3815.05,3814.26,3814.65,11.20812542,-0.183166373
2018/6/13 10:34,3724.6,3745.6,-21,3815.14,3815.76,3815.09,3815.19,11.02769462,-0.180430809
2018/6/13 10:35,3723,3747,-24,3815.86,3816.73,3815.74,3816.08,10.9236685,-0.104026112
2018/6/13 10:36,3723,3745.8,-22.8,3816.61,3816.92,3815.82,3815.82,10.83765069,-0.086017814
2018/6/13 10:37,3719.6,3745,-25.4,3815.94,3816.2,3814.32,3814.32,10.74417004,-0.093480649
2018/6/13 10:38,3718,3743.6,-25.6,3814.18,3814.18,3812.63,3812.63,10.64306303,-0.101107015
2018/6/13 10:39,3718,3743,-25,3813.03,3813.06,3812.31,3812.31,10.54102833,-0.102034691
2018/6/13 10:40,3718,3742.8,-24.8,3812.54,3812.79,3811.87,3812.23,10.44228708,-0.098741254
2018/6/13 10:41,3718,3741,-23,3812.56,3813.01,3810.9,3810.9,10.37040494,-0.071882144
2018/6/13 10:42,3717,3741,-24,3811.52,3811.74,3810.87,3811.21,10.30559335,-0.064811588
2018/6/13 10:43,3717,3741,-24,3811.5,3812.09,3811.5,3811.57,10.24609509,-0.059498256
2018/6/13 10:44,3716.6,3738.6,-22,3811.98,3812.31,3810.83,3810.83,10.1857606,-0.060334488
2018/6/13 10:45,3716.6,3737.6,-21,3811.22,3811.51,3810.31,3810.31,10.11220673,-0.073553876
2018/6/13 10:46,3716.6,3738,-21.4,3810.45,3810.84,3809.77,3809.77,10.03094408,-0.081262653
2018/6/13 10:47,3715.8,3737.6,-21.8,3809.97,3810.8,3809.97,3809.98,9.947457933,-0.083486142
2018/6/13 10:48,3715.6,3738.4,-22.8,3809.87,3810.78,3809.87,3809.99,9.862053536,-0.085404397
2018/6/13 10:49,3715.6,3737.4,-21.8,3810.7,3810.94,3810.59,3810.6,9.760719054,-0.101334482
2018/6/13 10:50,3715.8,3736,-20.2,3809.83,3810.52,3808.33,3808.33,9.645656209,-0.115062846
