datetime,IF2009,IF2006,spread,open,high,low,close,index_volatility,volatility_a
2020/3/18 9:32,3642.0,3676.6,-34.6,3726.61,3733.68,3726.61,3733.45,24.376243093954457,-0.41762341665374336
2020/3/18 9:33,3634.6,3672.8,-38.2,3733.45,3733.45,3725.75,3725.75,23.82960254066181,-0.5466405532926473
2020/3/18 9:34,3643.2,3682.8,-39.6,3725.75,3730.84,3725.75,3730.84,23.258972239072556,-0.5706303015892544
2020/3/18 9:35,3651.8,3690.8,-39.0,3730.84,3739.21,3730.84,3739.21,22.81699957320411,-0.44197266586844464
2020/3/18 9:36,3647.4,3689.4,-42.0,3739.21,3741.75,3739.21,3741.75,22.48192833495449,-0.3350712382496219
2020/3/18 9:37,3651.0,3691.8,-40.8,3741.75,3741.75,3741.47,3741.47,22.10288959413053,-0.37903874082395816
2020/3/18 9:38,3654.6,3694.4,-39.8,3741.47,3744.63,3741.47,3744.63,22.016804836419208,-0.08608475771132262
2020/3/18 9:39,3655.4,3691.6,-36.2,3744.63,3745.38,3744.63,3745.38,22.043451252253668,0.026646415834459702
2020/3/18 9:40,3643.8,3684.6,-40.8,3745.38,3745.38,3739.37,3739.37,22.13655667642578,0.0931054241721121
2020/3/18 9:41,3650.0,3690.0,-40.0,3739.37,3741.9,3738.39,3741.9,22.198909763703735,0.06235308727795541
2020/3/18 9:42,3657.0,3696.6,-39.6,3741.9,3749.19,3741.9,3749.19,22.31294660131867,0.1140368376149361
2020/3/18 9:43,3658.8,3698.6,-39.8,3749.19,3750.58,3749.19,3750.58,22.528827051551694,0.2158804502330227
2020/3/18 9:44,3657.0,3694.8,-37.8,3750.58,3753.36,3750.58,3752.34,22.718962042926055,0.19013499137436085
2020/3/18 9:45,3668.6,3707.8,-39.2,3752.34,3756.76,3751.78,3756.76,22.915150900582653,0.19618885765659755
2020/3/18 9:46,3674.8,3714.0,-39.2,3756.76,3759.16,3756.76,3759.16,23.095093429579297,0.1799425289966443
2020/3/18 9:47,3674.6,3713.2,-38.6,3759.16,3767.17,3759.16,3767.12,23.273671727626823,0.17857829804752612
2020/3/18 9:48,3678.6,3717.6,-39.0,3767.12,3767.12,3767.12,3767.12,23.606462426219327,0.332790698592504
2020/3/18 9:49,3677.4,3716.0,-38.6,3767.12,3770.71,3767.12,3770.71,23.89419591302287,0.2877334868035426
2020/3/18 9:50,3676.4,3712.8,-36.4,3770.71,3771.06,3770.2,3770.2,24.250958078341938,0.35676216531906846
2020/3/18 9:51,3677.8,3715.4,-37.6,3770.2,3770.2,3768.35,3769.51,24.62019438923202,0.3692363108900807
2020/3/18 9:52,3680.8,3719.8,-39.0,3769.51,3771.66,3769.2,3771.66,24.996370807945155,0.37617641871313623
2020/3/18 9:53,3681.4,3717.6,-36.2,3771.66,3773.39,3771.66,3773.39,25.3938578866515,0.3974870787063445
2020/3/18 9:54,3673.8,3712.0,-38.2,3773.39,3773.39,3772.02,3772.02,25.806473199708023,0.41261531305652355
2020/3/18 9:55,3668.0,3705.8,-37.8,3772.02,3772.02,3772.02,3772.02,26.18614518846312,0.37967198875509567
2020/3/18 9:56,3670.0,3709.8,-39.8,3772.02,3772.02,3765.39,3765.43,26.563769768625047,0.37762458016192824
2020/3/18 9:57,3677.4,3718.2,-40.8,3765.43,3765.85,3764.86,3765.85,26.864926701857303,0.30115693323225656
2020/3/18 9:58,3673.0,3715.4,-42.4,3765.85,3773.36,3765.85,3773.36,27.16886216736275,0.3039354655054467
2020/3/18 9:59,3673.4,3716.4,-43.0,3773.36,3773.36,3773.36,3773.36,27.545060933787067,0.3761987664243165
2020/3/18 10:00,3667.2,3709.8,-42.6,3773.36,3773.36,3766.97,3766.97,27.912045425405367,0.36698449161830027
2020/3/18 10:01,3675.0,3713.8,-38.8,3766.97,3766.97,3766.97,3766.97,28.20409730509075,0.2920518796853848
2020/3/18 10:02,3670.0,3709.6,-39.6,3766.97,3766.97,3766.68,3766.91,28.492920925183853,0.28882362009310114
2020/3/18 10:03,3666.4,3706.0,-39.6,3766.91,3766.91,3766.86,3766.86,28.776010669930052,0.2830897447461993
2020/3/18 10:04,3664.0,3701.0,-37.0,3766.86,3766.86,3759.31,3759.31,29.056575760417573,0.28056509048752076
2020/3/18 10:05,3662.6,3699.4,-36.8,3759.31,3759.31,3755.79,3755.85,29.269525964975166,0.21295020455759328
2020/3/18 10:06,3666.6,3704.6,-38.0,3755.85,3755.85,3755.79,3755.79,29.451786442422424,0.18226047744725804
2020/3/18 10:07,3663.6,3702.6,-39.0,3755.79,3755.79,3755.79,3755.79,29.62513963413456,0.1733531917121347
2020/3/18 10:08,3664.6,3702.6,-38.0,3755.79,3755.87,3755.79,3755.87,29.78816613795194,0.16302650381738104
2020/3/18 10:09,3663.2,3700.6,-37.4,3756.1,3756.72,3756.1,3756.72,29.943054666993902,0.15488852904196193
2020/3/18 10:10,3654.0,3693.2,-39.2,3756.72,3756.95,3755.38,3755.57,30.076552517008075,0.13349785001417303
2020/3/18 10:11,3647.8,3684.4,-36.6,3755.57,3755.57,3751.94,3751.94,30.168584756959348,0.09203223995127274
2020/3/18 10:12,3650.2,3689.6,-39.4,3751.94,3751.94,3745.08,3745.08,30.19559893319985,0.027014176240502508
2020/3/18 10:13,3655.6,3691.8,-36.2,3745.08,3745.35,3745.08,3745.35,30.144645936810576,-0.050952996389273864
2020/3/18 10:14,3655.0,3693.0,-38.0,3745.35,3745.35,3745.35,3745.35,30.120469832240243,-0.02417610457033348
2020/3/18 10:15,3648.0,3688.2,-40.2,3745.35,3749.87,3745.35,3745.41,30.083949488812795,-0.0365203434274477
2020/3/18 10:16,3648.0,3685.2,-37.2,3745.41,3745.41,3744.39,3744.44,30.018951814813967,-0.06499767399882828
2020/3/18 10:17,3648.0,3685.4,-37.4,3744.44,3744.44,3742.58,3742.58,29.902268611803276,-0.11668320301069102
2020/3/18 10:18,3641.6,3680.2,-38.6,3742.58,3742.58,3740.13,3740.78,29.705496780997805,-0.19677183080547067
2020/3/18 10:19,3648.0,3687.0,-39.0,3740.78,3740.78,3739.65,3739.74,29.383434611044066,-0.32206216995373893
2020/3/18 10:20,3659.0,3694.6,-35.6,3739.74,3744.06,3739.74,3744.06,28.92132878322062,-0.46210582782344645
2020/3/18 10:21,3657.0,3693.8,-36.8,3744.06,3751.56,3744.06,3751.29,28.417180515453275,-0.504148267767345
2020/3/18 10:22,3652.0,3688.2,-36.2,3751.29,3751.86,3749.52,3749.52,28.01836302093368,-0.39881749451959436
2020/3/18 10:23,3642.6,3683.4,-40.8,3749.52,3749.52,3746.43,3746.65,27.776803746162948,-0.2415592747707329
2020/3/18 10:24,3642.6,3681.2,-38.6,3746.65,3746.65,3740.42,3740.87,27.565629196034347,-0.2111745501286002
2020/3/18 10:25,3638.0,3675.8,-37.8,3740.87,3741.44,3738.53,3738.74,27.405911664642915,-0.15971753139143274
2020/3/18 10:26,3639.2,3677.2,-38.0,3738.74,3738.74,3735.3,3735.3,27.254618931191928,-0.15129273345098682
2020/3/18 10:27,3644.8,3682.4,-37.6,3735.3,3735.8,3735.3,3735.8,27.106330333529296,-0.14828859766263136
2020/3/18 10:28,3643.8,3681.6,-37.8,3735.8,3739.26,3735.8,3739.26,26.90464498152556,-0.20168535200373583
