datetime,open,high,low,close
2018/1/2 9:30,4045.21,4054.72,4045.21,4054.58
2018/1/2 9:31,4054.64,4055.38,4052.21,4052.21
2018/1/2 9:32,4052.36,4052.83,4051.39,4052.83
2018/1/2 9:33,4052.53,4054.39,4052.53,4054.28
2018/1/2 9:34,4054.5,4059.6,4054.5,4059.6
2018/1/2 9:35,4059.93,4064.04,4059.93,4064
2018/1/2 9:36,4064.32,4064.45,4063.55,4063.65
2018/1/2 9:37,4063.61,4063.61,4062.6,4062.8
2018/1/2 9:38,4062.73,4062.99,4061.4,4061.79
2018/1/2 9:39,4061.63,4061.69,4060.69,4061.45
2018/1/2 9:40,4061.24,4062.07,4060.94,4061.98
2018/1/2 9:41,4061.89,4062.05,4061.1,4061.18
2018/1/2 9:42,4061.63,4061.76,4058.76,4058.76
2018/1/2 9:43,4058.51,4058.51,4056.11,4056.11
2018/1/2 9:44,4055.74,4055.92,4055.17,4055.17
2018/1/2 9:45,4055.97,4057.19,4055.97,4057.19
2018/1/2 9:46,4057.42,4058.59,4057.16,4058.47
2018/1/2 9:47,4058.86,4060.4,4058.59,4060.4
2018/1/2 9:48,4060.66,4063.83,4060.66,4063.83
2018/1/2 9:49,4063.71,4066.81,4063.71,4066.51
2018/1/2 9:50,4066.44,4070.04,4066.44,4070.04
2018/1/2 9:51,4069.69,4071.29,4069.69,4071.27
2018/1/2 9:52,4071.12,4071.67,4070.04,4070.04
2018/1/2 9:53,4070.44,4070.79,4069.68,4069.93
2018/1/2 9:54,4070.19,4070.28,4069.87,4070.12
2018/1/2 9:55,4070.38,4072.04,4070.38,4071.96
2018/1/2 9:56,4071.96,4074.11,4071.75,4074.05
2018/1/2 9:57,4074.04,4075.38,4074.04,4075.15
2018/1/2 9:58,4075.02,4075.53,4073.58,4073.58
2018/1/2 9:59,4073.31,4073.31,4071.32,4071.32
2018/1/2 10:00,4071.26,4071.26,4068.54,4068.54
2018/1/2 10:01,4068.22,4068.25,4066.63,4066.77
2018/1/2 10:02,4066.17,4066.55,4065.75,4066.55
2018/1/2 10:03,4066.05,4066.05,4064,4064
2018/1/2 10:04,4063.59,4063.94,4062.79,4062.85
2018/1/2 10:05,4062.47,4062.72,4061.34,4061.56
2018/1/2 10:06,4060.94,4061.32,4060.76,4060.76
2018/1/2 10:07,4060.53,4060.65,4059.98,4060.48
2018/1/2 10:08,4060.19,4061.5,4060.19,4061.41
2018/1/2 10:09,4061.71,4062.71,4061.6,4062.28
2018/1/2 10:10,4062.6,4062.6,4061.2,4061.2
2018/1/2 10:11,4060.71,4061.01,4060.27,4060.36
2018/1/2 10:12,4060,4060.52,4059.49,4060
2018/1/2 10:13,4059.64,4060.28,4058.58,4060.28
2018/1/2 10:14,4060.61,4061.93,4060.61,4061.93
2018/1/2 10:15,4061.88,4063.52,4061.78,4063.52
2018/1/2 10:16,4063.55,4064.64,4063.24,4064.64
2018/1/2 10:17,4064.49,4065.91,4064.3,4065.82
2018/1/2 10:18,4066.32,4067.26,4066.32,4067.26
2018/1/2 10:19,4066.76,4067.28,4065.54,4066.77
2018/1/2 10:20,4067.24,4068.05,4067.15,4068.05
2018/1/2 10:21,4067.87,4068.89,4067.87,4068.5
2018/1/2 10:22,4069.05,4070.01,4068.53,4069.96
2018/1/2 10:23,4069.63,4070.77,4069.2,4070.61
2018/1/2 10:24,4071.01,4072.68,4071.01,4072.68
2018/1/2 10:25,4073.2,4074.81,4073.2,4074.81
2018/1/2 10:26,4074.48,4074.96,4074.36,4074.65
2018/1/2 10:27,4074.89,4075.83,4074.69,4075.83
2018/1/2 10:28,4075.38,4076.79,4075.38,4076.55
2018/1/2 10:29,4076.05,4077.28,4076.05,4076.64
2018/1/2 10:30,4076.86,4077.39,4076.1,4076.1
2018/1/2 10:31,4077.46,4077.86,4076.99,4077.35
2018/1/2 10:32,4077.76,4078.69,4077.54,4077.85
2018/1/2 10:33,4077.03,4077.03,4074.69,4074.69
2018/1/2 10:34,4074.43,4074.43,4072.79,4073.17
2018/1/2 10:35,4072.99,4075.3,4072.71,4075.3
2018/1/2 10:36,4074.41,4075.2,4074.41,4075.08
2018/1/2 10:37,4074.25,4074.76,4074.11,4074.46
2018/1/2 10:38,4074.79,4075.83,4073.84,4075.49
2018/1/2 10:39,4075.94,4076.06,4074.98,4075.49
2018/1/2 10:40,4076.27,4076.27,4075.04,4075.71
2018/1/2 10:41,4075.61,4076.75,4075.61,4076.75
2018/1/2 10:42,4076.95,4077.41,4076.66,4077.41
