datetime,open,high,low,close
2020/1/1 9:30,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:31,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:32,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:33,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:34,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:35,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:36,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:37,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:38,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:39,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:40,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:41,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:42,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:43,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:44,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:45,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:46,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:47,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:48,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:49,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:50,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:51,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:52,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:53,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:54,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:55,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:56,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:57,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:58,4096.58,4096.58,4096.58,4096.58
2020/1/1 9:59,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:00,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:01,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:02,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:03,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:04,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:05,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:06,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:07,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:08,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:09,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:10,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:11,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:12,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:13,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:14,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:15,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:16,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:17,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:18,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:19,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:20,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:21,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:22,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:23,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:24,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:25,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:26,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:27,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:28,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:29,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:30,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:31,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:32,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:33,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:34,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:35,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:36,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:37,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:38,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:39,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:40,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:41,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:42,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:43,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:44,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:45,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:46,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:47,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:48,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:49,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:50,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:51,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:52,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:53,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:54,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:55,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:56,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:57,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:58,4096.58,4096.58,4096.58,4096.58
2020/1/1 10:59,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:00,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:01,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:02,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:03,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:04,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:05,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:06,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:07,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:08,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:09,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:10,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:11,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:12,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:13,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:14,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:15,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:16,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:17,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:18,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:19,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:20,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:21,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:22,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:23,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:24,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:25,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:26,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:27,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:28,4096.58,4096.58,4096.58,4096.58
2020/1/1 11:29,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:00,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:01,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:02,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:03,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:04,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:05,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:06,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:07,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:08,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:09,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:10,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:11,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:12,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:13,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:14,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:15,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:16,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:17,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:18,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:19,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:20,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:21,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:22,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:23,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:24,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:25,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:26,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:27,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:28,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:29,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:30,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:31,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:32,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:33,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:34,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:35,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:36,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:37,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:38,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:39,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:40,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:41,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:42,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:43,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:44,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:45,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:46,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:47,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:48,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:49,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:50,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:51,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:52,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:53,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:54,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:55,4096.58,4096.58,4096.58,4096.58
2020/1/1 13:56,4096.58,4096.58,4096.58,4096.58
