datetime,IC1709,IC1706,spread
2017-03-14 09:30:00,6049.6,6243.8,-194.2
2017-03-14 09:31:00,6048.0,6244.2,-196.2
2017-03-14 09:32:00,6048.0,6243.0,-195.0
2017-03-14 09:33:00,6048.0,6242.4,-194.4
2017-03-14 09:34:00,6048.0,6248.4,-200.4
2017-03-14 09:35:00,6049.4,6248.2,-198.8
2017-03-14 09:36:00,6051.2,6249.0,-197.8
2017-03-14 09:37:00,6050.8,6246.8,-196.0
2017-03-14 09:38:00,6050.6,6248.0,-197.4
2017-03-14 09:39:00,6053.0,6246.0,-193.0
2017-03-14 09:40:00,6052.0,6247.0,-195.0
2017-03-14 09:41:00,6048.6,6246.0,-197.4
2017-03-14 09:42:00,6047.2,6245.0,-197.8
2017-03-14 09:43:00,6045.2,6247.0,-201.8
2017-03-14 09:44:00,6050.0,6245.6,-195.6
2017-03-14 09:45:00,6052.0,6253.4,-201.4
2017-03-14 09:46:00,6049.8,6248.2,-198.4
2017-03-14 09:47:00,6049.8,6247.0,-197.2
2017-03-14 09:48:00,6048.6,6249.2,-200.6
2017-03-14 09:49:00,6049.0,6248.0,-199.0
2017-03-14 09:50:00,6048.2,6246.4,-198.2
2017-03-14 09:51:00,6047.0,6247.2,-200.2
2017-03-14 09:52:00,6044.0,6247.0,-203.0
2017-03-14 09:53:00,6044.0,6246.2,-202.2
2017-03-14 09:54:00,6043.4,6248.8,-205.4
2017-03-14 09:55:00,6045.0,6248.4,-203.4
2017-03-14 09:56:00,6047.0,6251.0,-204.0
2017-03-14 09:57:00,6052.6,6253.6,-201.0
2017-03-14 09:58:00,6053.0,6255.8,-202.8
2017-03-14 09:59:00,6058.0,6255.2,-197.2
2017-03-14 10:00:00,6057.8,6258.0,-200.2
2017-03-14 10:01:00,6059.0,6258.0,-199.0
2017-03-14 10:02:00,6058.0,6256.2,-198.2
2017-03-14 10:03:00,6058.0,6256.0,-198.0
2017-03-14 10:04:00,6054.4,6257.2,-202.8
2017-03-14 10:05:00,6054.2,6254.0,-199.8
2017-03-14 10:06:00,6047.4,6251.6,-204.2
2017-03-14 10:07:00,6047.4,6252.0,-204.6
