datetime,IC1806,IC1803,spread
2017-12-12 09:30:00,6068.8,6165.4,-96.6
2017-12-12 09:31:00,6082.2,6167.6,-85.4
2017-12-12 09:32:00,6082.2,6158.0,-75.8
2017-12-12 09:33:00,6082.2,6153.4,-71.2
2017-12-12 09:34:00,6082.2,6156.8,-74.6
2017-12-12 09:35:00,6082.2,6162.2,-80.0
2017-12-12 09:36:00,6082.2,6161.2,-79.0
2017-12-12 09:37:00,6060.2,6143.8,-83.6
2017-12-12 09:38:00,6060.2,6153.0,-92.8
2017-12-12 09:39:00,6060.2,6152.0,-91.8
2017-12-12 09:40:00,6060.2,6155.6,-95.4
2017-12-12 09:41:00,6060.2,6151.6,-91.4
2017-12-12 09:42:00,6068.6,6156.2,-87.6
2017-12-12 09:43:00,6071.6,6160.8,-89.2
2017-12-12 09:44:00,6072.2,6159.8,-87.6
2017-12-12 09:45:00,6065.6,6157.0,-91.4
2017-12-12 09:46:00,6065.6,6160.0,-94.4
2017-12-12 09:47:00,6065.6,6160.0,-94.4
2017-12-12 09:48:00,6065.6,6160.4,-94.8
2017-12-12 09:49:00,6065.6,6162.2,-96.6
2017-12-12 09:50:00,6071.6,6165.4,-93.8
2017-12-12 09:51:00,6071.8,6165.4,-93.6
2017-12-12 09:52:00,6066.8,6163.2,-96.4
2017-12-12 09:53:00,6066.8,6162.0,-95.2
2017-12-12 09:54:00,6066.8,6162.0,-95.2
2017-12-12 09:55:00,6066.8,6162.0,-95.2
2017-12-12 09:56:00,6066.8,6160.0,-93.2
2017-12-12 09:57:00,6070.2,6163.8,-93.6
2017-12-12 09:58:00,6070.2,6163.8,-93.6
2017-12-12 09:59:00,6066.6,6162.2,-95.6
2017-12-12 10:00:00,6063.6,6162.2,-98.6
2017-12-12 10:01:00,6062.4,6156.0,-93.6
2017-12-12 10:02:00,6062.4,6159.2,-96.8
2017-12-12 10:03:00,6065.0,6156.2,-91.2
2017-12-12 10:04:00,6066.6,6156.2,-89.6
2017-12-12 10:05:00,6066.0,6165.6,-99.6
2017-12-12 10:06:00,6066.6,6156.0,-89.4
2017-12-12 10:07:00,6065.2,6157.4,-92.2
2017-12-12 10:08:00,6072.0,6166.4,-94.4
2017-12-12 10:09:00,6070.2,6168.2,-98.0
2017-12-12 10:10:00,6070.2,6168.2,-98.0
2017-12-12 10:11:00,6070.2,6168.4,-98.2
2017-12-12 10:12:00,6070.2,6168.4,-98.2
2017-12-12 10:13:00,6070.2,6174.4,-104.2
2017-12-12 10:14:00,6080.6,6173.6,-93.0
