datetime,IC1509,IC1506,spread
2015-04-16 09:30:00,7551.0,7507.8,43.2
2015-04-16 09:31:00,7530.4,7505.6,24.8
2015-04-16 09:32:00,7533.6,7510.4,23.2
2015-04-16 09:33:00,7533.2,7508.8,24.4
2015-04-16 09:34:00,7586.4,7510.8,75.6
2015-04-16 09:35:00,7556.8,7509.0,47.8
2015-04-16 09:36:00,7546.0,7511.4,34.6
2015-04-16 09:37:00,7573.0,7552.8,20.2
2015-04-16 09:38:00,7557.4,7553.8,3.6
2015-04-16 09:39:00,7579.8,7536.4,43.4
2015-04-16 09:40:00,7579.4,7550.6,28.8
2015-04-16 09:41:00,7594.8,7563.0,31.8
2015-04-16 09:42:00,7588.4,7571.8,16.6
2015-04-16 09:43:00,7598.4,7561.8,36.6
2015-04-16 09:44:00,7596.4,7570.0,26.4
2015-04-16 09:45:00,7612.8,7577.8,35.0
2015-04-16 09:46:00,7645.2,7595.4,49.8
2015-04-16 09:47:00,7602.4,7584.2,18.2
2015-04-16 09:48:00,7604.6,7591.4,13.2
2015-04-16 09:49:00,7600.8,7579.2,21.6
2015-04-16 09:50:00,7600.0,7570.6,29.4
2015-04-16 09:51:00,7592.2,7568.6,23.6
2015-04-16 09:52:00,7601.8,7572.6,29.2
2015-04-16 09:53:00,7524.0,7564.8,-40.8
2015-04-16 09:54:00,7583.6,7567.8,15.8
2015-04-16 09:55:00,7590.0,7568.2,21.8
2015-04-16 09:56:00,7599.0,7584.0,15.0
2015-04-16 09:57:00,7599.0,7574.2,24.8
2015-04-16 09:58:00,7595.0,7580.0,15.0
2015-04-16 09:59:00,7607.4,7585.2,22.2
2015-04-16 10:00:00,7599.6,7578.2,21.4
2015-04-16 10:01:00,7599.6,7578.0,21.6
2015-04-16 10:02:00,7600.0,7584.0,16.0
2015-04-16 10:03:00,7603.6,7594.0,9.6
2015-04-16 10:04:00,7616.2,7583.6,32.6
2015-04-16 10:05:00,7616.2,7605.0,11.2
2015-04-16 10:06:00,7649.0,7630.0,19.0
2015-04-16 10:07:00,7645.8,7630.0,15.8
2015-04-16 10:08:00,7673.6,7642.2,31.4
2015-04-16 10:09:00,7684.4,7683.2,1.2
2015-04-16 10:10:00,7688.6,7668.0,20.6
2015-04-16 10:11:00,7669.4,7654.4,15.0
2015-04-16 10:12:00,7679.4,7651.6,27.8
