datetime,IC2006,IC2003,spread
2019-12-10 09:30:00,4842.2,4921.8,-79.6
2019-12-10 09:31:00,4847.4,4926.0,-78.6
2019-12-10 09:32:00,4846.6,4926.0,-79.4
2019-12-10 09:33:00,4847.8,4925.0,-77.2
2019-12-10 09:34:00,4848.8,4927.4,-78.6
2019-12-10 09:35:00,4844.8,4924.0,-79.2
2019-12-10 09:36:00,4845.2,4923.4,-78.2
2019-12-10 09:37:00,4846.4,4926.2,-79.8
2019-12-10 09:38:00,4846.4,4925.8,-79.4
2019-12-10 09:39:00,4846.8,4925.4,-78.6
2019-12-10 09:40:00,4842.0,4922.8,-80.8
2019-12-10 09:41:00,4846.8,4927.6,-80.8
2019-12-10 09:42:00,4849.0,4929.4,-80.4
2019-12-10 09:43:00,4850.0,4929.6,-79.6
2019-12-10 09:44:00,4849.8,4930.0,-80.2
2019-12-10 09:45:00,4851.8,4933.0,-81.2
2019-12-10 09:46:00,4851.6,4932.6,-81.0
2019-12-10 09:47:00,4856.6,4936.4,-79.8
2019-12-10 09:48:00,4855.6,4934.6,-79.0
2019-12-10 09:49:00,4853.8,4931.4,-77.6
2019-12-10 09:50:00,4859.0,4935.2,-76.2
2019-12-10 09:51:00,4856.2,4933.0,-76.8
2019-12-10 09:52:00,4858.2,4935.8,-77.6
2019-12-10 09:53:00,4854.2,4932.8,-78.6
2019-12-10 09:54:00,4853.8,4931.8,-78.0
2019-12-10 09:55:00,4855.0,4934.6,-79.6
2019-12-10 09:56:00,4856.8,4937.2,-80.4
2019-12-10 09:57:00,4855.6,4936.2,-80.6
2019-12-10 09:58:00,4856.0,4936.0,-80.0
2019-12-10 09:59:00,4851.6,4934.0,-82.4
2019-12-10 10:00:00,4852.8,4930.8,-78.0
2019-12-10 10:01:00,4855.8,4935.8,-80.0
2019-12-10 10:02:00,4858.0,4936.0,-78.0
2019-12-10 10:03:00,4858.8,4938.0,-79.2
2019-12-10 10:04:00,4856.6,4936.0,-79.4
2019-12-10 10:05:00,4857.6,4938.0,-80.4
2019-12-10 10:06:00,4858.8,4938.0,-79.2
2019-12-10 10:07:00,4859.6,4938.6,-79.0
2019-12-10 10:08:00,4860.0,4938.2,-78.2
2019-12-10 10:09:00,4860.6,4938.6,-78.0
2019-12-10 10:10:00,4862.6,4941.2,-78.6
2019-12-10 10:11:00,4864.6,4942.4,-77.8
2019-12-10 10:12:00,4860.6,4939.0,-78.4
2019-12-10 10:13:00,4860.4,4938.6,-78.2
2019-12-10 10:14:00,4858.4,4937.2,-78.8
