,pc,dc,qc,,,,
137,1,1,1,0.839285714,0,0.125,1
138,0,1,1,0.839285714,0,0,1
139,0,1,1,0.571428571,0,0,1
140,0,1,1,0.214285714,0,0,1
141,0,1,1,0.553571429,0,0.125,1
142,0,1,1,0.553571429,0,0.125,1
143,1,1,1,0.553571429,0,0.125,1
144,0,1,1,0.571428571,0,0.125,1
145,2,1,2,0.571428571,0,0.125,1
146,0,1,1,0.571428571,0,0.125,1
147,0,1,1,0.571428571,0,0.214285714,1
148,1,1,1,0.785714286,0,0.267857143,1
149,0,1,1,0.553571429,0.125,0.214285714,1
150,0,1,1,0.5,0.214285714,0.214285714,1
151,1,1,2,0.571428571,0.267857143,0.214285714,1
152,2,1,2,0.696428571,0.285714286,0.571428571,1
153,1,0,1,0.5,0.285714286,0.553571429,1
154,1,0,1,0.267857143,0.267857143,0.553571429,1
155,2,0,1,0.267857143,0.214285714,0.571428571,1
156,2,0,3,0.214285714,0.125,0.553571429,1
157,1,1,2,0.410714286,0.214285714,0.553571429,1
158,1,0,1,0.5,0.267857143,0.571428571,1
159,1,0,1,0.571428571,0.285714286,0.571428571,1
160,1,0,1,0.5,0.267857143,0.214285714,1
161,0,1,1,0.553571429,0.267857143,0.125,1
162,2,1,2,0.571428571,0.214285714,0.125,1
163,0,1,1,0.839285714,0.214285714,0.125,1
164,0,1,1,1.071428571,0.214285714,0.214285714,0
165,0,1,1,1.071428571,0.214285714,0.214285714,0
166,0,1,1,0.857142857,0.214285714,0.553571429,1
167,2,0,1,0.857142857,0.214285714,0.553571429,1
168,2,0,2,0.857142857,0.214285714,0.553571429,1
169,0,1,1,0.857142857,0.214285714,0.553571429,1
170,0,1,3,0.857142857,0.214285714,0.553571429,1
171,0,1,1,0.857142857,0.125,0.571428571,1
172,0,1,1,0.5,0,0.553571429,1
173,0,1,1,0.857142857,0.125,0.553571429,1
174,0,1,1,0.857142857,0.125,0.214285714,1
175,2,1,2,1.553571429,0.125,1.125,0
176,0,1,1,1.428571429,0.125,1.267857143,0
177,2,0,1,1.267857143,0.214285714,1.267857143,0
178,0,1,2,1.071428571,0.267857143,1.267857143,0
179,3,1,4,1.071428571,0.285714286,1.267857143,0
180,1,1,3,0.857142857,0.267857143,1.267857143,0
181,1,0,1,0.839285714,0.267857143,1.267857143,0
182,1,0,1,0.571428571,0.214285714,1.357142857,0
183,2,0,2,0.571428571,0.125,0.571428571,1
184,2,0,1,0.839285714,0.125,0.214285714,1
185,1,0,1,1.071428571,0.214285714,0.214285714,0
186,1,0,1,1.071428571,0.267857143,0.214285714,0
187,3,0,2,0.982142857,0.285714286,0.125,1
188,0,1,1,0.982142857,0.267857143,0.214285714,1
189,0,1,1,0.982142857,0.214285714,0.214285714,1
190,1,1,1,0.982142857,0.125,0.214285714,1
191,1,1,1,0.982142857,0,0.125,1
192,0,1,2,0.982142857,0,0.125,1
193,1,1,1,0.982142857,0,0.125,1
194,1,1,1,0.982142857,0,0.125,1
195,3,1,1,0.982142857,0,0.125,1
196,0,1,1,0.982142857,0,0,1
197,0,1,1,1.142857143,0.125,0,0
198,1,1,1,1.142857143,0.214285714,0,0
199,1,1,1,0.5,0.267857143,0,1
200,0,1,1,0.410714286,0.285714286,0,1
201,2,0,1,0.785714286,0.267857143,0.125,1
202,1,0,1,0.785714286,0.214285714,0.125,1
203,1,0,1,0.785714286,0.125,0.125,1
204,1,0,1,0.553571429,0,0.125,1
205,3,0,0,0.553571429,0,0.214285714,1
206,1,0,1,0.571428571,0,0.267857143,1
207,1,0,1,0.839285714,0.125,0.267857143,1
208,1,0,1,1.071428571,0.214285714,0.267857143,0
209,2,0,0,0.696428571,0.267857143,0.214285714,1
210,2,0,0,0.785714286,0.285714286,0.214285714,1
211,0,1,1,0.785714286,0.285714286,0.214285714,1
212,0,1,1,0.785714286,0.285714286,0.214285714,1
213,0,1,1,0.553571429,0.267857143,0.285714286,1
214,0,1,1,0.267857143,0.214285714,0.125,1
215,1,0,1,0.267857143,0.214285714,0.125,1
216,1,0,1,0.267857143,0.214285714,0.125,1
217,1,1,2,0.267857143,0.214285714,0.125,1
218,0,1,1,1.839285714,0.267857143,0.125,0
219,0,1,1,1.839285714,0.214285714,0.125,0
220,0,1,1,1.839285714,0.214285714,0.125,0
221,0,1,1,2.410714286,0.214285714,0,0
222,4,0,1,2.214285714,0.267857143,0.125,0
223,1,1,1,1.982142857,0.285714286,0.214285714,0
224,1,0,1,1.982142857,0.285714286,0.267857143,0
225,3,1,1,1.982142857,0.285714286,0.553571429,0
226,1,0,2,0.857142857,0.285714286,0.553571429,1
227,1,0,2,0.982142857,0.267857143,0.5,1
228,0,1,2,0.982142857,0.267857143,0.5,1
229,0,1,3,0.410714286,0.214285714,0.410714286,1
230,1,0,1,0.410714286,0.214285714,0.410714286,1
231,2,0,2,0.410714286,0.214285714,0.410714286,1
232,1,0,1,0.410714286,0.125,0.5,1
233,1,0,2,0.267857143,0,0.285714286,1
234,1,0,2,0.285714286,0,0.285714286,1
235,1,0,2,0.5,0.125,0.267857143,1
236,2,0,1,0.5,0.125,0.267857143,1
237,2,0,1,0.553571429,0.125,0.214285714,1
238,2,0,1,0.553571429,0.214285714,0.125,1
239,0,1,1,0.785714286,0.267857143,0,1
240,1,0,1,0.696428571,0.285714286,0.125,1
241,2,0,1,0.571428571,0.267857143,0.125,1
242,1,1,1,0.5,0.214285714,0.125,1
243,0,1,1,0.5,0.214285714,0.125,1
244,1,1,2,0.553571429,0.125,0.125,1
245,1,1,1,0.553571429,0,0.553571429,1
246,0,1,1,2.982142857,0,0.571428571,0
247,0,1,1,2.839285714,0,0.571428571,0
248,0,1,1,2.839285714,0,0.553571429,0
249,2,1,3,3.071428571,0,0.553571429,0
250,5,1,2,3.071428571,0,0.553571429,0
251,2,1,1,2.857142857,0,0.571428571,0
252,1,1,1,2.553571429,0,0.553571429,0
253,0,1,1,2.839285714,0,0.267857143,0
254,0,1,1,0.785714286,0,0.214285714,1
255,2,1,2,0.571428571,0,0.214285714,1
256,1,1,2,0.571428571,0.125,0.214285714,1
257,0,1,1,0.571428571,0.125,0.214285714,1
258,0,1,1,0.571428571,0.125,0.214285714,1
259,0,1,1,0.267857143,0.125,0.125,1
260,1,0,1,0.267857143,0.125,0.5,1
261,0,1,1,0.285714286,0.125,0.553571429,1
262,0,1,1,0.285714286,0.125,0.553571429,1
263,1,1,1,0.285714286,0.125,0.553571429,1
264,1,1,3,0.267857143,0,0.571428571,1
265,1,1,2,0.285714286,0,0.571428571,1
266,0,1,1,0.285714286,0,0.571428571,1
267,0,1,1,0.553571429,0,0.785714286,1
268,0,1,2,0.571428571,0,0.571428571,1
269,1,1,1,0.553571429,0,0.553571429,1
270,0,1,1,0.571428571,0,0.553571429,1
271,2,1,3,0.571428571,0,0.553571429,1
272,0,1,1,0.571428571,0,0.5,1
273,0,1,1,0.839285714,0,0.5,1
274,1,1,1,0.839285714,0,0.553571429,1
275,0,1,1,0.571428571,0,0.125,1
276,0,1,1,0.785714286,0,0.125,1
277,2,1,1,0.785714286,0,0.553571429,1
278,0,1,2,0.785714286,0,0.571428571,1
279,1,1,1,0.857142857,0.125,0.553571429,1
280,2,1,1,0.696428571,0.125,0.5,1
281,0,1,3,0.696428571,0.125,0.5,1
282,1,1,2,0.696428571,0.125,0.553571429,1
283,2,0,2,0.785714286,0.125,0.553571429,1
284,1,1,2,0.553571429,0.125,0.553571429,1
285,0,1,1,0.553571429,0.125,0.267857143,1
286,0,1,1,1.267857143,0.125,0.214285714,0
287,0,1,1,1.071428571,0.125,0.125,0
288,1,1,1,1.071428571,0.214285714,0,0
289,0,1,1,0.982142857,0.267857143,0,1
290,3,1,1,0.857142857,0.285714286,0,1
291,1,0,1,0.696428571,0.267857143,0,1
292,1,0,1,0.857142857,0.267857143,0,1
293,1,0,1,0.857142857,0.267857143,0.125,1
294,1,0,1,0.267857143,0.267857143,0.125,1
295,1,0,1,0.285714286,0.285714286,0.125,1
296,0,1,1,0.267857143,0.267857143,0.125,1
297,0,1,2,0.214285714,0.214285714,0.125,1
298,0,1,1,0.125,0.125,0.125,1
299,0,1,1,0,0,0.125,1
300,0,1,1,0.125,0,0.125,1
301,0,1,1,0.553571429,0.125,0,1
302,0,1,1,0.571428571,0.214285714,0,1
303,0,1,1,0.553571429,0.267857143,0,1
304,1,1,1,1.839285714,0.285714286,0.125,0
305,2,0,1,1.839285714,0.285714286,0.125,0
306,1,0,1,1.642857143,0.285714286,0.285714286,0
307,1,0,1,1.642857143,0.285714286,0.410714286,0
308,4,0,0,1.839285714,0.285714286,0.5,0
309,0,1,1,1.839285714,0.267857143,0.5,0
310,1,1,2,3.071428571,0.214285714,0.553571429,0
311,0,1,2,3.071428571,0.125,0.571428571,0
312,0,1,2,1.928571429,0,0.214285714,0
313,0,1,1,1.928571429,0,0.125,0
314,4,1,2,1.928571429,0,0.125,0
315,1,1,2,1.839285714,0.125,0.214285714,0
316,0,1,2,1.714285714,0.214285714,0.267857143,0
317,0,1,2,1.553571429,0.214285714,0.214285714,0
318,1,1,2,0.267857143,0.214285714,0.267857143,1
319,1,0,1,0.267857143,0.214285714,0.285714286,1
320,1,0,1,0.214285714,0.267857143,0.267857143,1
321,1,1,2,0.214285714,0.267857143,0.214285714,1
322,0,1,1,0.857142857,0.285714286,0.285714286,1
323,1,1,1,0.857142857,0.285714286,0.285714286,1
324,1,0,1,0.857142857,0.285714286,0.285714286,1
325,0,1,1,1,0.285714286,0.142857143,0
326,3,0,0,0.966666667,0.266666667,0.166666667,1
327,1,0,1,1.2,0.2,0.2,0
328,1,0,1,1.583333333,0.25,0.25,0
