,pc,dc,qc,,,,
105,2,1,1,0.267857143,0,0.553571429,1
106,1,1,2,0.553571429,0,0.571428571,1
107,2,1,1,0.553571429,0,0.553571429,1
108,1,1,1,0.696428571,0,0.285714286,1
109,1,1,1,0.571428571,0,0.285714286,1
110,0,1,2,1.071428571,0,0.267857143,0
111,2,1,2,0.982142857,0.125,0.553571429,1
112,0,1,2,1.071428571,0.214285714,0.553571429,0
113,1,1,1,1.267857143,0.214285714,0.696428571,0
114,3,1,1,1.071428571,0.214285714,0.785714286,0
115,1,0,3,0.982142857,0.267857143,0.839285714,1
116,2,0,1,0.785714286,0.267857143,0.857142857,1
117,0,1,3,0.785714286,0.285714286,0.857142857,1
118,1,1,1,0.285714286,0.267857143,0.857142857,1
119,1,0,1,0.285714286,0.267857143,0.696428571,1
120,1,1,1,0.125,0.285714286,0.785714286,1
121,1,0,1,0,0.285714286,0.410714286,1
122,1,0,1,0.125,0.285714286,0.410714286,1
123,1,0,0,0.214285714,0.267857143,0.410714286,1
124,1,1,2,0.267857143,0.267857143,0.410714286,1
125,1,1,2,0.285714286,0.214285714,0.410714286,1
126,0,1,1,0.267857143,0.125,0.5,1
127,0,1,1,0.571428571,0,0.285714286,1
128,0,1,1,0.571428571,0.125,0.267857143,1
129,0,1,1,0.571428571,0.214285714,0.410714286,1
130,0,1,2,0.553571429,0.214285714,0.410714286,1
131,2,1,2,0.696428571,0.214285714,0.410714286,1
132,1,0,1,0.696428571,0.267857143,0.571428571,1
133,1,0,0,0.5,0.285714286,0.571428571,1
134,1,1,1,0.267857143,0.267857143,0.410714286,1
135,2,1,1,0.267857143,0.214285714,0.214285714,1
136,2,0,0,0.267857143,0.214285714,0.267857143,1
137,1,0,1,0.267857143,0.214285714,0.214285714,1
138,1,0,1,0.267857143,0.214285714,0.410714286,1
139,2,0,1,0.214285714,0.125,0.410714286,1
140,1,0,0,0.214285714,0.125,0.410714286,1
141,1,0,1,0.267857143,0.125,0.5,1
142,1,1,2,0.5,0.125,0.5,1
143,1,0,1,0.839285714,0.214285714,0.553571429,1
144,2,0,2,1.071428571,0.267857143,0.5,0
145,2,0,2,1.267857143,0.285714286,0.410714286,0
146,0,0,1,1.357142857,0.267857143,0.410714286,0
147,3,1,2,1.357142857,0.267857143,0.410714286,0
148,0,1,3,1.267857143,0.267857143,0.5,0
149,0,1,2,1.142857143,0.285714286,0.553571429,0
150,2,0,2,0.982142857,0.267857143,0.5,1
151,1,0,1,0.5,0.267857143,0.553571429,1
152,1,0,1,0.410714286,0.267857143,0.267857143,1
153,1,1,1,0.285714286,0.285714286,0.214285714,1
154,1,1,2,0.125,0.285714286,0.125,1
155,0,1,1,0.214285714,0.267857143,0.214285714,1
156,1,1,1,0.267857143,0.214285714,1.125,0
157,1,0,1,0.285714286,0.214285714,1.714285714,0
158,1,0,1,0.285714286,0.267857143,1.839285714,0
159,0,1,2,0.982142857,0.285714286,2.214285714,0
160,0,1,4,0.982142857,0.267857143,2.214285714,0
161,0,1,4,1.553571429,0.267857143,2.553571429,0
162,1,0,1,1.553571429,0.267857143,2.553571429,0
163,3,0,0,1.357142857,0.214285714,2.571428571,0
164,1,0,1,1.125,0.125,1.553571429,0
165,3,0,0,1.125,0.125,0.214285714,0
166,1,0,1,1.357142857,0.214285714,0.214285714,0
167,1,0,1,0.982142857,0.267857143,0.285714286,1
168,1,0,1,1.071428571,0.285714286,0.410714286,0
169,0,1,1,0.571428571,0.267857143,0.214285714,1
170,0,1,1,0.571428571,0.214285714,0.214285714,1
171,2,1,2,0.696428571,0.125,0.214285714,1
172,2,1,2,0.696428571,0.125,0.214285714,1
173,1,1,1,0.696428571,0.214285714,0.214285714,1
174,1,1,1,0.696428571,0.214285714,0.214285714,1
175,0,1,1,0.696428571,0.214285714,0.214285714,1
176,1,0,1,0.696428571,0.214285714,0.214285714,1
177,2,0,1,0.696428571,0.214285714,0.410714286,1
178,0,1,1,0.696428571,0.214285714,0.5,1
179,2,1,2,0.553571429,0.214285714,0.5,1
180,2,1,2,1.357142857,0.125,0.5,0
181,1,1,0,1.714285714,0,0.553571429,0
182,1,1,2,1.357142857,0.125,0.571428571,0
183,2,1,1,1.410714286,0.214285714,0.839285714,0
184,4,1,1,1.428571429,0.214285714,0.839285714,0
185,0,1,2,1.696428571,0.214285714,0.410714286,0
186,2,0,2,1.928571429,0.214285714,0.5,0
187,1,0,3,2,0.214285714,0.5,0
188,1,1,2,0.553571429,0.267857143,0.5,1
189,0,1,2,0.696428571,0.285714286,0.5,1
190,0,1,1,0.5,0.285714286,0.553571429,1
191,0,1,1,0.696428571,0.267857143,0.267857143,1
192,1,0,1,0.785714286,0.267857143,0.571428571,1
193,2,0,2,0.696428571,0.267857143,0.553571429,1
194,1,0,1,0.696428571,0.267857143,0.571428571,1
195,2,1,1,0.553571429,0.267857143,0.553571429,1
196,0,1,3,0.571428571,0.214285714,0.553571429,1
197,1,1,1,0.553571429,0.214285714,0.785714286,1
198,2,1,2,0.571428571,0.125,0.785714286,1
199,2,1,2,0.553571429,0.214285714,0.785714286,1
200,2,1,1,0.553571429,0.214285714,0.571428571,1
201,1,0,3,0.785714286,0.214285714,0.571428571,1
202,2,1,1,0.785714286,0.267857143,0.553571429,1
203,1,0,1,0.785714286,0.285714286,0.553571429,1
204,0,1,1,0.696428571,0.267857143,0.553571429,1
205,0,1,1,0.696428571,0.267857143,0.125,1
206,2,0,1,0.571428571,0.214285714,0.125,1
207,2,0,2,0.696428571,0.214285714,0.125,1
208,1,0,1,0.5,0.125,0.285714286,1
209,1,0,1,0.267857143,0,0.285714286,1
210,1,0,1,0.214285714,0,0.410714286,1
211,2,0,1,0.214285714,0,0.410714286,1
212,1,0,0,0.214285714,0,0.410714286,1
213,1,0,1,0.410714286,0,0.410714286,1
214,1,0,2,0.410714286,0,0.5,1
215,2,0,0,0.285714286,0,0.5,1
216,1,0,1,0.285714286,0,0.410714286,1
217,0,0,1,0.285714286,0,0.410714286,1
218,1,0,0,0.285714286,0,0.214285714,1
219,1,0,1,0.125,0,0.125,1
220,1,0,1,0.696428571,0,0.214285714,1
221,1,0,1,0.5,0,0.214285714,1
222,1,0,1,0.5,0,0.125,1
223,1,0,1,0.5,0,0.125,1
224,3,0,0,0.5,0,0.125,1
225,1,0,1,0.696428571,0.125,0.125,1
226,1,0,1,0.857142857,0.214285714,0.125,1
227,1,0,1,0.982142857,0.267857143,0.125,1
228,1,0,1,0.285714286,0.285714286,0.125,1
229,0,1,1,0.553571429,0.285714286,0.214285714,1
230,0,1,1,0.553571429,0.267857143,0.214285714,1
231,0,1,1,0.571428571,0.214285714,0.214285714,1
232,0,1,2,0.839285714,0.214285714,0.214285714,1
233,2,0,2,0.839285714,0.214285714,0.214285714,1
234,1,1,1,0.785714286,0.214285714,0.214285714,1
235,0,1,1,0.785714286,0.214285714,0.267857143,1
236,2,0,1,0.696428571,0.214285714,0.214285714,1
237,0,1,1,0.5,0.125,0.125,1
238,1,1,1,0.553571429,0.125,0.214285714,1
239,0,1,2,0.5,0.125,0.267857143,1
240,1,1,1,0.285714286,0,0.285714286,1
241,1,1,1,0.285714286,0,0.267857143,1
242,0,1,2,0.285714286,0.125,0.267857143,1
243,1,1,2,0.267857143,0.214285714,0.285714286,1
244,0,1,2,0.267857143,0.267857143,0.285714286,1
245,0,1,2,0.285714286,0.267857143,0.285714286,1
246,1,0,1,0.285714286,0.267857143,0.267857143,1
247,1,0,1,0.267857143,0.267857143,0.214285714,1
248,1,0,1,1.839285714,0.267857143,0.553571429,0
249,0,1,1,1.839285714,0.267857143,0.5,0
250,0,1,1,2.267857143,0.267857143,0.5,0
251,0,1,1,2.285714286,0.267857143,0.553571429,0
252,4,1,3,2.285714286,0.267857143,0.553571429,0
253,2,1,1,1.982142857,0.285714286,0.553571429,0
254,3,0,1,1.642857143,0.267857143,0.553571429,0
255,2,0,2,1.267857143,0.267857143,0.553571429,0
256,1,0,1,0.839285714,0.267857143,0.125,1
257,1,0,1,0.785714286,0.214285714,0.214285714,1
258,1,0,1,0.410714286,0.267857143,0.267857143,1
259,1,1,1,0.214285714,0.267857143,0.214285714,1
260,0,1,1,0.214285714,0.285714286,0.267857143,1
261,1,0,2,0.267857143,0.267857143,0.267857143,1
262,0,1,2,0.285714286,0.214285714,0.267857143,1
263,1,0,1,0.553571429,0.214285714,0.285714286,1
264,1,1,2,1.142857143,0.267857143,0.267857143,0
265,0,1,1,1.642857143,0.267857143,0.267857143,0
266,0,1,1,1.428571429,0.285714286,0.553571429,0
267,2,1,2,1.410714286,0.267857143,0.571428571,0
268,3,0,2,1.410714286,0.267857143,0.553571429,0
269,3,0,2,1.071428571,0.267857143,0.553571429,0
270,2,0,0,0.696428571,0.267857143,0.553571429,1
271,2,1,2,1.125,0.267857143,0.857142857,0
272,1,1,1,0.839285714,0.214285714,1.125,0
273,1,1,1,0.410714286,0.214285714,1.142857143,0
274,1,1,1,0.410714286,0.125,0.839285714,1
275,0,1,3,0.857142857,0.125,0.839285714,1
276,1,1,3,0.857142857,0.125,0.839285714,1
277,1,0,1,0.857142857,0.125,0.839285714,1
278,0,1,1,2.857142857,0.214285714,1.142857143,0
279,3,1,2,2.553571429,0.267857143,0.839285714,0
280,1,1,1,2.857142857,0.267857143,0.5,0
281,1,1,1,3.125,0.214285714,0.553571429,0
282,5,0,0,2.839285714,0.214285714,0.839285714,0
283,1,0,2,2.839285714,0.214285714,0.857142857,0
284,0,1,2,3.142857143,0.214285714,0.839285714,0
285,0,1,2,3.142857143,0.214285714,0.839285714,0
286,2,1,3,1.267857143,0.125,0.5,0
287,3,1,1,1.267857143,0,0.696428571,0
288,0,1,2,1.125,0,0.785714286,0
289,1,1,1,0.839285714,0,0.785714286,1
290,2,1,1,0.857142857,0,0.571428571,1
291,1,1,3,0.857142857,0,0.571428571,1
292,2,1,1,0.857142857,0,0.553571429,1
293,2,1,2,1.125,0,0.553571429,0
294,1,1,1,1.071428571,0.125,0.553571429,0
295,3,1,1,1.125,0.214285714,0.285714286,0
296,0,1,1,1.267857143,0.267857143,0.410714286,0
297,0,1,1,1.267857143,0.285714286,0.267857143,0
298,1,0,1,1.357142857,0.267857143,0.267857143,0
299,2,0,0,0.857142857,0.214285714,0.267857143,1
300,0,0,0,0.785714286,0.125,0.267857143,1
301,2,0,0,0.553571429,0,0.267857143,1
302,2,0,1,0.571428571,0,0.267857143,1
303,1,0,1,0.553571429,0,0.214285714,1
304,2,0,1,1.714285714,0,0.214285714,0
305,1,0,1,1.839285714,0,0.125,0
306,2,0,1,1.839285714,0,0.125,0
307,1,0,1,1.839285714,0.125,0.285714286,0
308,5,0,0,2.267857143,0.214285714,0.285714286,0
309,1,0,1,2.571428571,0.267857143,0.285714286,0
310,2,0,1,2.785714286,0.285714286,0.285714286,0
311,1,1,2,2.982142857,0.267857143,0.285714286,0
312,0,1,1,0.571428571,0.214285714,0.125,1
313,0,1,1,0.553571429,0.125,0.125,1
314,0,1,1,0.125,0,0.125,1
315,0,1,1,0.125,0,0.125,1
316,0,1,1,0.553571429,0,0.125,1
317,0,1,1,0.571428571,0,0.125,1
318,0,1,1,0.571428571,0,0.125,1
319,1,1,2,0.553571429,0,0.125,1
320,2,1,1,0.553571429,0,0.125,1
321,1,1,1,0.5,0,0.125,1
322,0,1,1,0.5,0,0.125,1
323,1,1,1,0.553571429,0,0,1
324,0,1,1,0.267857143,0,0,1
325,1,1,1,0.267857143,0,0.125,1
326,0,1,1,0.267857143,0,0.125,1
327,0,1,1,0.214285714,0,0.125,1
328,0,1,1,0.214285714,0,0.553571429,1
329,1,1,2,0.553571429,0.125,0.571428571,1
330,0,1,1,0.839285714,0.214285714,0.785714286,1
331,0,1,1,1.428571429,0.267857143,0.785714286,0
332,0,1,3,1.267857143,0.285714286,0.785714286,0
333,2,0,2,1.428571429,0.267857143,1.142857143,0
334,2,0,3,1.428571429,0.267857143,1.142857143,0
335,3,0,1,1.357142857,0.267857143,1.357142857,0
336,1,0,1,1.142857143,0.267857143,1.125,0
337,0,0,0,1.357142857,0.285714286,1.142857143,0
338,0,1,1,1.357142857,0.267857143,0.785714286,0
339,2,1,3,0.857142857,0.214285714,0.785714286,1
340,2,1,2,2.857142857,0.125,0.785714286,0
341,0,1,1,2.553571429,0.125,0.553571429,0
342,2,1,1,2.214285714,0.214285714,0.553571429,0
343,1,1,1,2.267857143,0.267857143,0.125,0
344,5,1,1,2.553571429,0.267857143,0,0
345,1,0,1,2.553571429,0.267857143,0,0
346,1,0,1,2.696428571,0.267857143,0,0
347,1,0,1,3.714285714,0.267857143,0.5,0
348,0,1,1,1.839285714,0.267857143,0.5,0
349,0,1,1,1.839285714,0.267857143,0.5,0
350,0,1,1,2,0.267857143,0.553571429,0
351,4,1,3,2.125,0.267857143,0.553571429,0
352,0,1,1,1.928571429,0.285714286,0.553571429,0
353,1,0,1,1.696428571,0.267857143,0.553571429,0
354,2,0,2,1.428571429,0.214285714,0.553571429,0
355,2,0,1,0.5,0.125,0.285714286,1
356,1,0,1,0.267857143,0,0.410714286,1
357,1,0,1,0.5,0.125,0.410714286,1
358,1,0,1,0.410714286,0.214285714,0.214285714,1
359,2,0,0,0.410714286,0.267857143,0.214285714,1
360,1,0,0,0.5,0.285714286,0.214285714,1
361,0,1,1,0.5,0.267857143,0.214285714,1
362,1,1,1,0.553571429,0.214285714,0.214285714,1
363,0,1,1,0.285714286,0.214285714,0.125,1
364,0,1,1,0.285714286,0.125,0.5,1
365,1,1,1,0.267857143,0.125,0.857142857,1
366,0,1,1,0.285714286,0.125,0.839285714,1
367,1,0,1,0.267857143,0.125,0.839285714,1
368,1,1,3,0.410714286,0.125,0.839285714,1
369,1,1,3,0.571428571,0.125,0.839285714,1
370,0,1,2,0.839285714,0.214285714,1.142857143,0
371,1,1,1,0.839285714,0.214285714,1.142857143,0
372,2,1,1,0.839285714,0.267857143,0.785714286,1
373,2,1,1,1.071428571,0.267857143,0.285714286,0
374,3,0,0,0.839285714,0.267857143,0.285714286,1
375,1,0,1,0.839285714,0.267857143,0.285714286,1
376,1,0,1,0.982142857,0.267857143,0.285714286,1
377,0,1,1,0.857142857,0.267857143,0.285714286,1
378,1,1,2,0.267857143,0.214285714,0.125,1
379,1,1,1,0.267857143,0.214285714,0.125,1
380,0,1,1,0.267857143,0.214285714,0.125,1
381,1,1,1,0.214285714,0.267857143,0.125,1
382,0,1,1,0.214285714,0.285714286,0,1
383,1,0,1,0.857142857,0.267857143,0,1
384,1,0,1,0.696428571,0.267857143,0,1
385,1,0,1,0.696428571,0.214285714,0,1
386,1,0,1,0.857142857,0.125,0.125,1
387,3,0,1,0.857142857,0.125,0.125,1
388,1,1,1,0.857142857,0.214285714,0.285714286,1
389,1,0,1,0.857142857,0.267857143,0.285714286,1
390,3,0,0,0.839285714,0.267857143,0.285714286,1
391,1,0,1,0.571428571,0.285714286,0.285714286,1
392,1,1,2,0.571428571,0.285714286,0.285714286,1
393,1,1,1,0.553571429,0.267857143,0.785714286,1
394,2,0,1,0.5,0.214285714,0.553571429,1
395,2,1,1,0.5,0.125,0.553571429,1
396,1,1,1,0.5,0.214285714,0.5,1
397,2,1,3,0.5,0.214285714,0.5,1
398,0,1,1,0.839285714,0.125,0.553571429,1
399,1,1,1,0.982142857,0.125,0.553571429,1
400,1,0,1,0.982142857,0.125,0.571428571,1
401,1,1,1,0.857142857,0.125,0.267857143,1
402,3,1,2,0.857142857,0.125,0.267857143,1
403,0,1,1,0.982142857,0.125,0.267857143,1
404,1,1,2,1.142857143,0,0.267857143,0
405,1,1,2,1.267857143,0,0.267857143,0
406,0,1,1,0.553571429,0,0.214285714,1
407,2,1,1,0.553571429,0,0.214285714,1
408,0,1,1,0.553571429,0,0.553571429,1
409,0,1,1,0.785714286,0.125,0.857142857,1
410,1,1,1,0.857142857,0.214285714,0.839285714,1
411,0,1,1,0.857142857,0.267857143,1.142857143,0
412,1,1,3,1.125,0.285714286,1.410714286,0
413,2,0,3,0.839285714,0.267857143,1.642857143,0
414,2,0,2,0.785714286,0.214285714,1.839285714,0
415,2,0,0,0.285714286,0.125,1.928571429,0
416,3,0,0,0.285714286,0,1.428571429,0
417,2,0,0,0.285714286,0,0.785714286,1
418,2,0,0,0.785714286,0.125,0.553571429,1
419,2,0,2,1.142857143,0.214285714,0.5,0
420,1,0,1,0.982142857,0.267857143,0.410714286,1
421,2,0,1,0.982142857,0.285714286,0.285714286,1
422,0,1,1,0.785714286,0.285714286,0.125,1
423,0,1,1,0.553571429,0.267857143,0,1
424,0,1,1,2,0.214285714,0.125,0
425,0,1,1,1.928571429,0.125,0.125,0
426,1,0,1,1.839285714,0.125,0.125,0
427,1,1,1,2.839285714,0.125,0.125,0
428,4,1,2,2.571428571,0.125,0.125,0
429,0,1,1,2.214285714,0.125,0.125,0
430,1,1,1,2.125,0.125,0.125,0
431,4,1,1,2.125,0.214285714,0.125,0
432,1,1,1,1.428571429,0.267857143,0,0
433,2,1,1,1.428571429,0.267857143,0,0
434,2,0,1,1.696428571,0.267857143,0,0
435,1,0,1,0.571428571,0.267857143,0,1
436,1,0,1,0.571428571,0.267857143,0,1
437,0,1,1,0.410714286,0.285714286,0,1
438,0,1,1,0.214285714,0.285714286,0,1
439,1,1,1,0.214285714,0.285714286,0,1
440,1,1,1,0.410714286,0.285714286,0,1
441,1,0,1,0.410714286,0.285714286,0,1
442,1,0,1,0.410714286,0.285714286,0,1
443,1,0,1,0.410714286,0.285714286,0,1
444,2,0,1,0.476190476,0.285714286,0,1
445,0,1,1,0.566666667,0.3,0,1
446,2,1,1,0.7,0.3,0,1
447,1,1,1,0.916666667,0.25,0,1
