,pc,dc,qc,,,,
106,0,1,1,0.267857143,0.125,0.267857143,1
107,0,1,1,0.267857143,0.214285714,0.410714286,1
108,0,1,2,0.285714286,0.267857143,0.571428571,1
109,1,1,1,0.5,0.285714286,0.696428571,1
110,1,0,2,0.410714286,0.267857143,0.696428571,1
111,1,0,0,0.285714286,0.214285714,0.857142857,1
112,1,0,0,0.125,0.125,0.696428571,1
113,2,0,0,0.125,0,0.857142857,1
114,1,0,1,0.125,0,0.857142857,1
115,1,0,2,0.125,0.125,0.785714286,1
116,1,0,1,0.125,0.214285714,0.571428571,1
117,1,0,2,0.5,0.267857143,0.857142857,1
118,1,0,2,0.5,0.267857143,0.857142857,1
119,1,1,2,0.553571429,0.285714286,0.982142857,1
120,1,1,2,0.571428571,0.267857143,1.357142857,0
121,3,1,4,0.839285714,0.214285714,1.357142857,0
122,1,0,1,1.125,0.125,1.357142857,0
123,2,1,1,1.125,0.125,1.357142857,0
124,2,1,4,1.428571429,0.125,1.553571429,0
125,0,1,2,1.267857143,0.125,1.142857143,0
126,3,1,2,1.267857143,0,1.142857143,0
127,1,1,2,1.142857143,0,1.142857143,0
128,0,1,1,0.982142857,0,0.553571429,1
129,0,1,3,0.982142857,0,0.571428571,1
130,1,1,1,0.267857143,0,0.553571429,1
131,1,1,1,0.267857143,0,0.5,1
132,1,1,1,0.267857143,0,0.5,1
133,0,1,1,0.267857143,0,0,1
134,1,1,1,0.285714286,0,0,1
135,1,1,1,0.553571429,0,0,1
136,0,1,1,0.571428571,0,0,1
137,0,1,1,0.553571429,0,0,1
138,0,1,1,0.571428571,0,0,1
139,2,1,1,0.553571429,0,0,1
140,0,1,1,0.553571429,0,0,1
141,1,1,1,0.571428571,0,0.125,1
142,0,1,1,0.571428571,0,0.125,1
143,0,1,1,0.214285714,0,0.125,1
144,0,1,1,0.267857143,0,0.125,1
145,1,1,2,0.571428571,0,0.553571429,1
146,0,1,1,0.571428571,0,0.553571429,1
147,0,1,1,0.571428571,0,0.553571429,1
148,1,1,1,0.785714286,0,0.571428571,1
149,2,1,3,1.428571429,0,0.839285714,0
150,0,1,1,1.267857143,0.125,0.785714286,0
151,0,1,1,1.125,0.214285714,0.785714286,0
152,2,1,2,1.142857143,0.214285714,0.696428571,0
153,3,1,3,1.410714286,0.214285714,0.5,0
154,1,0,2,1.071428571,0.267857143,0.410714286,0
155,2,0,1,0.571428571,0.285714286,0.410714286,1
156,2,1,2,0.696428571,0.267857143,0.5,1
157,3,1,2,0.553571429,0.267857143,0.285714286,1
158,1,0,2,0.857142857,0.285714286,0.285714286,1
159,2,0,1,0.839285714,0.267857143,0.5,1
160,1,0,1,0.839285714,0.267857143,0.553571429,1
161,1,1,1,0.839285714,0.267857143,1.267857143,0
162,0,1,2,1.071428571,0.214285714,1.267857143,0
163,1,1,3,1.071428571,0.125,1.267857143,0
164,2,1,1,1.071428571,0,1.071428571,0
165,3,1,4,1.267857143,0,0.839285714,0
166,0,1,2,1.125,0,1.071428571,0
167,2,1,3,1.357142857,0,1.142857143,0
168,1,1,2,1.428571429,0,1.142857143,0
169,0,1,2,1.428571429,0.125,0.857142857,0
170,2,1,1,1.267857143,0.214285714,0.839285714,0
171,0,1,1,1.267857143,0.267857143,0.5,0
172,0,1,1,1.267857143,0.285714286,0.410714286,0
173,3,0,0,1.125,0.267857143,0.285714286,0
174,1,0,1,1.125,0.214285714,0.410714286,0
175,2,0,2,0.857142857,0.125,0.982142857,1
176,1,0,1,0.5,0.125,1.410714286,0
177,2,0,1,0.285714286,0.125,1.142857143,0
178,2,0,0,0.285714286,0.125,1.142857143,0
179,1,0,3,0.267857143,0.125,1.125,0
180,2,1,3,0.5,0.214285714,1.125,0
181,1,0,1,0.571428571,0.267857143,1.125,0
182,1,0,1,0.410714286,0.285714286,0.857142857,1
183,1,0,1,0.5,0.267857143,0.5,1
184,0,1,1,0.5,0.285714286,0,1
185,0,1,1,0.553571429,0.267857143,0,1
186,1,1,1,0.553571429,0.267857143,0,1
187,0,1,1,0.553571429,0.267857143,0,1
188,2,0,1,0.553571429,0.267857143,0,1
189,0,1,1,0.553571429,0.267857143,0,1
190,1,0,1,0.571428571,0.267857143,0,1
191,1,0,1,0.785714286,0.267857143,0.5,1
192,0,1,1,0.785714286,0.267857143,0.5,1
193,0,1,1,0.696428571,0.267857143,0.5,1
194,0,1,1,0.785714286,0.214285714,0.553571429,1
195,2,1,3,0.839285714,0.125,0.571428571,1
196,2,0,1,0.785714286,0.214285714,0.571428571,1
197,1,1,1,0.696428571,0.267857143,0.571428571,1
198,0,1,2,0.696428571,0.267857143,0.571428571,1
199,0,1,2,0.696428571,0.267857143,0.214285714,1
200,1,0,1,0.571428571,0.214285714,0.214285714,1
201,1,0,1,0.571428571,0.214285714,0.214285714,1
202,2,1,1,0.410714286,0.214285714,0.125,1
203,2,1,1,0.267857143,0.267857143,0,1
204,1,1,1,0.285714286,0.214285714,0,1
205,1,1,1,0.285714286,0.125,0,1
206,1,1,1,0.5,0.125,0,1
207,2,0,1,0.571428571,0.125,0,1
208,2,1,1,0.696428571,0.125,0.125,1
209,1,1,1,0.785714286,0.125,0.553571429,1
210,0,1,1,0.785714286,0.214285714,0.553571429,1
211,0,1,1,0.553571429,0.214285714,0.553571429,1
212,0,1,2,0.285714286,0.214285714,0.553571429,1
213,0,1,3,0.285714286,0.214285714,0.553571429,1
214,1,0,1,0.982142857,0.267857143,0.553571429,1
215,1,0,1,0.857142857,0.267857143,0.553571429,1
216,1,1,1,0.857142857,0.267857143,0.5,1
217,1,1,1,0.857142857,0.267857143,0,1
218,3,0,1,0.982142857,0.214285714,0,1
219,1,1,1,1.071428571,0.125,0,0
220,0,1,1,1.125,0.125,0,0
221,0,1,1,1.125,0.214285714,0,0
222,0,1,1,0.267857143,0.125,0,1
223,0,1,1,0.571428571,0.214285714,0,1
224,0,1,1,0.571428571,0.214285714,0,1
225,1,0,1,0.553571429,0.267857143,0,1
226,1,1,1,0.696428571,0.285714286,0.125,1
227,2,0,1,0.571428571,0.267857143,0.125,1
228,0,1,1,0.5,0.214285714,0.125,1
229,1,0,1,0.696428571,0.267857143,0.125,1
230,2,0,2,0.785714286,0.214285714,0.125,1
231,1,0,1,0.857142857,0.267857143,0.125,1
232,2,0,1,0.696428571,0.214285714,0.125,1
233,0,1,1,0.785714286,0.214285714,0.125,1
234,2,0,1,2.553571429,0.214285714,0.125,0
235,0,1,1,2.553571429,0.214285714,0.125,0
236,1,0,1,2.839285714,0.267857143,0.125,0
237,2,0,1,2.839285714,0.267857143,0.125,0
238,5,0,0,2.982142857,0.285714286,0.285714286,0
239,1,0,1,2.982142857,0.285714286,0.410714286,0
240,0,1,1,3.071428571,0.285714286,0.410714286,0
241,0,1,1,3.142857143,0.267857143,0.410714286,0
242,0,1,2,0.553571429,0.214285714,0.214285714,1
243,0,1,2,0.5,0.125,0.214285714,1
244,2,0,1,0.553571429,0.125,0.214285714,1
245,0,1,1,0.553571429,0.125,0.214285714,1
246,0,1,1,0.571428571,0.125,0.214285714,1
247,0,1,1,0.785714286,0.125,0.125,1
248,1,1,1,2.982142857,0.125,0.285714286,0
249,0,1,1,2.839285714,0.125,0.410714286,0
250,1,1,2,2.571428571,0.214285714,0.410714286,0
251,2,1,1,2.571428571,0.214285714,0.410714286,0
252,5,0,0,2.839285714,0.214285714,0.410714286,0
253,2,1,2,2.553571429,0.214285714,0.410714286,0
254,1,0,1,2.553571429,0.267857143,0.285714286,0
255,0,1,1,2.553571429,0.285714286,0.285714286,0
256,0,1,1,0.857142857,0.267857143,0.125,1
257,2,1,1,0.785714286,0.267857143,0,1
258,1,0,1,0.839285714,0.214285714,0,1
259,2,0,1,0.785714286,0.214285714,0,1
260,0,1,1,0.785714286,0.214285714,0,1
261,0,1,1,0.571428571,0.214285714,0,1
262,0,1,1,0.553571429,0.125,0,1
263,1,1,1,0.214285714,0,0,1
264,0,1,1,0.214285714,0,0.125,1
265,0,1,1,0.214285714,0,0.125,1
266,0,1,1,0.214285714,0,0.125,1
267,1,1,1,0.125,0,0.125,1
268,0,1,2,0.125,0,0.214285714,1
269,0,1,1,0.214285714,0.125,0.214285714,1
270,0,1,1,0.267857143,0.125,0.267857143,1
271,0,1,1,0.214285714,0.125,0.267857143,1
272,0,1,2,0.214285714,0.125,0.214285714,1
273,1,0,1,0.571428571,0.125,0.214285714,1
274,1,1,2,0.571428571,0.125,0.214285714,1
275,0,1,1,0.571428571,0.125,0.214285714,1
276,0,1,1,0.571428571,0.125,0.125,1
277,2,1,1,0.571428571,0,0.553571429,1
278,0,1,1,0.571428571,0.125,1.410714286,0
279,0,1,1,0.571428571,0.125,1.357142857,0
280,0,1,1,0.571428571,0.125,1.357142857,0
281,1,1,3,0.267857143,0.214285714,1.357142857,0
282,1,0,4,0.285714286,0.267857143,1.357142857,0
283,0,1,2,0.285714286,0.267857143,1.357142857,0
284,0,1,1,0.267857143,0.267857143,1.267857143,0
285,1,0,1,0.267857143,0.267857143,1.125,0
286,1,0,1,0.285714286,0.214285714,0.214285714,1
287,0,1,1,0.285714286,0.214285714,0.125,1
288,1,1,2,0.285714286,0.214285714,0.125,1
289,1,1,1,0.553571429,0.214285714,0.125,1
290,0,1,1,0.571428571,0.125,0.125,1
291,0,1,1,0.571428571,0.125,0.125,1
292,0,1,1,3.142857143,0.214285714,0.125,0
293,2,0,1,3.142857143,0.214285714,0.125,0
294,0,1,1,3.142857143,0.214285714,0.125,0
295,0,1,1,2.982142857,0.267857143,0.125,0
296,5,0,0,3.142857143,0.285714286,0.214285714,0
297,1,1,1,3.125,0.285714286,0.214285714,0
298,0,1,1,2.857142857,0.285714286,0.214285714,0
299,1,0,1,2.857142857,0.285714286,0.214285714,0
300,3,0,0,0.982142857,0.267857143,0.125,1
301,1,0,1,0.982142857,0.267857143,0.285714286,1
302,1,1,1,0.857142857,0.267857143,0.285714286,1
303,0,1,1,0.982142857,0.214285714,0.785714286,1
304,0,1,1,0.571428571,0.214285714,0.553571429,1
305,1,1,2,0.571428571,0.214285714,0.553571429,1
306,1,1,1,0.571428571,0.267857143,0.553571429,1
307,2,1,3,0.571428571,0.267857143,0.553571429,1
308,2,0,1,0.5,0.285714286,0.553571429,1
309,1,0,1,0.553571429,0.267857143,0.5,1
310,1,0,1,0.553571429,0.214285714,0.5,1
311,0,1,1,0.696428571,0.214285714,0,1
312,2,0,1,0.696428571,0.267857143,0,1
313,2,0,1,0.785714286,0.285714286,0,1
314,1,0,1,0.839285714,0.267857143,0,1
315,0,1,1,0.839285714,0.267857143,0,1
316,0,1,1,0.571428571,0.267857143,0,1
317,0,1,1,0.214285714,0.214285714,0.125,1
318,0,1,1,0.214285714,0.125,0.553571429,1
319,0,1,1,0.571428571,0.125,0.553571429,1
320,1,0,1,0.553571429,0.125,0.553571429,1
321,0,1,2,0.5,0.125,0.553571429,1
322,1,1,3,0.5,0.125,0.553571429,1
323,2,1,1,0.5,0.125,0.553571429,1
324,1,1,1,0.553571429,0,0.553571429,1
325,1,1,1,0.5,0,0.857142857,1
326,0,1,1,0.553571429,0,0.5,1
327,0,1,1,0.285714286,0,0.553571429,1
328,0,1,1,0.267857143,0,0.571428571,1
329,1,1,3,0.571428571,0.125,0.553571429,1
330,0,1,1,0.553571429,0.214285714,0.553571429,1
331,1,1,2,0.5,0.267857143,0.553571429,1
332,0,1,2,0.5,0.267857143,0.553571429,1
333,2,0,2,2.785714286,0.285714286,0.267857143,0
334,1,0,1,2.785714286,0.285714286,0.267857143,0
335,1,0,1,2.982142857,0.285714286,0.214285714,0
336,0,1,1,2.982142857,0.285714286,0.125,0
337,5,0,1,2.982142857,0.267857143,0.5,0
338,0,1,1,2.982142857,0.214285714,0.5,0
339,0,1,1,2.982142857,0.214285714,0.553571429,0
340,0,1,1,2.857142857,0.267857143,0.553571429,0
341,0,1,3,0.285714286,0.267857143,0.553571429,1
342,1,1,1,0.267857143,0.285714286,0.571428571,1
343,1,0,2,0.214285714,0.267857143,0.571428571,1
344,1,0,1,0.125,0.214285714,0.571428571,1
345,1,0,1,0.125,0.214285714,0.214285714,1
346,1,0,2,0.285714286,0.214285714,0.214285714,1
347,1,0,1,0.410714286,0.267857143,0.125,1
348,1,0,1,0.5,0.285714286,0.125,1
349,2,1,1,0.5,0.267857143,0.214285714,1
350,0,1,1,0.553571429,0.214285714,0.214285714,1
351,0,1,1,0.571428571,0.125,0.214285714,1
352,0,1,1,0.553571429,0,0.214285714,1
353,1,1,2,1.142857143,0.125,0.267857143,0
354,0,1,2,1.125,0.214285714,0.267857143,0
355,0,1,1,1.714285714,0.267857143,0.267857143,0
356,0,1,1,1.714285714,0.267857143,0.267857143,0
357,3,0,2,1.839285714,0.267857143,0.214285714,0
358,1,0,1,1.839285714,0.267857143,0.125,0
359,3,0,1,1.839285714,0.267857143,0.553571429,0
360,0,1,1,1.696428571,0.267857143,0.553571429,0
361,0,1,1,1.428571429,0.214285714,0.857142857,0
362,2,1,1,1.553571429,0.125,0.857142857,0
363,0,1,3,1.142857143,0,0.857142857,0
364,2,1,1,1.071428571,0,0.839285714,0
365,0,1,3,1.125,0,0.785714286,0
366,2,1,1,1.125,0,1.267857143,0
367,2,1,1,0.785714286,0,1.142857143,0
368,2,1,2,0.839285714,0,0.982142857,1
369,3,1,2,0.839285714,0,0.982142857,1
370,2,1,4,0.857142857,0,0.982142857,1
371,1,1,2,0.839285714,0,0.982142857,1
372,1,1,2,0.785714286,0,1.071428571,0
373,0,1,1,0.285714286,0,1.125,0
374,1,1,1,0.125,0,0.214285714,1
375,1,1,1,0.125,0,0.125,1
376,1,1,1,0.696428571,0,0,1
377,1,1,1,0.696428571,0,0.125,1
378,1,1,1,0.696428571,0,0.125,1
379,1,1,1,0.696428571,0,0.125,1
380,3,1,1,0.857142857,0,0.125,1
381,0,1,2,0.982142857,0,0.125,1
382,1,1,1,1.071428571,0,0.125,0
383,1,1,1,1.125,0,0.125,0
384,0,1,1,0.267857143,0,0.214285714,1
385,0,1,1,0.285714286,0,0.125,1
386,0,1,1,0.267857143,0,0.125,1
387,0,1,1,0.214285714,0,0.125,1
388,1,1,2,0.267857143,0,0.125,1
389,1,1,1,0.267857143,0,0.125,1
390,0,1,1,1.071428571,0,0.125,0
391,0,1,1,1.071428571,0,0.125,0
392,1,1,1,1.125,0,0,0
393,0,1,1,1.142857143,0,0,0
394,3,1,1,1.142857143,0,0,0
395,0,1,1,1.142857143,0,0,0
396,0,1,1,1.125,0,0,0
397,0,1,1,1.125,0,0.125,0
398,0,1,1,0,0,0.125,1
399,0,1,1,2,0,0.214285714,0
400,0,1,1,1.982142857,0.125,0.214285714,0
401,0,1,2,1.928571429,0.214285714,0.214285714,0
402,0,1,1,1.839285714,0.267857143,0.214285714,0
403,4,1,2,1.839285714,0.267857143,0.214285714,0
404,1,0,1,1.714285714,0.285714286,0.214285714,0
405,1,0,1,1.714285714,0.285714286,0.125,0
406,1,0,1,1.553571429,0.285714286,0.125,0
407,0,1,1,0.267857143,0.285714286,0,1
408,1,0,1,0.285714286,0.267857143,0,1
409,0,1,1,0.267857143,0.214285714,0,1
410,1,1,1,0.214285714,0.125,0,1
411,0,1,1,0.267857143,0.125,0.125,1
412,0,1,1,0.267857143,0.125,0.125,1
413,0,1,1,0.553571429,0.125,0.125,1
414,0,1,1,0.553571429,0.125,0.125,1
415,1,1,2,0.696428571,0.214285714,0.125,1
416,1,0,1,0.696428571,0.214285714,0.214285714,1
417,2,1,1,0.5,0.214285714,0.214285714,1
418,1,1,1,0.5,0.214285714,0.214285714,1
419,2,0,1,0.553571429,0.214285714,0.125,1
420,2,1,2,0.553571429,0.125,0.125,1
421,1,1,1,0.857142857,0.125,0.285714286,1
422,0,1,1,1.125,0.125,0.285714286,0
423,2,1,1,1.267857143,0,0.285714286,0
424,1,1,1,1.142857143,0,0.285714286,0
425,3,1,0,1.142857143,0.125,0.285714286,0
426,0,1,1,1.142857143,0.125,0.285714286,0
427,0,1,1,1.071428571,0.125,0.285714286,0
428,1,1,2,1.125,0.125,0.285714286,0
429,1,0,1,1.125,0.125,0.214285714,0
430,0,1,1,1.125,0.125,0.267857143,0
431,0,1,1,1.071428571,0.125,0.553571429,0
432,0,1,1,1.071428571,0.125,0.571428571,0
433,3,1,2,1.267857143,0.125,0.785714286,0
434,0,1,2,1.142857143,0.214285714,0.696428571,0
435,1,1,3,1.142857143,0.214285714,0.571428571,0
436,1,1,1,1.142857143,0.214285714,0.410714286,0
437,2,0,3,0.696428571,0.214285714,0.571428571,1
438,1,0,2,0.696428571,0.214285714,0.696428571,1
439,0,1,2,0.696428571,0.214285714,0.553571429,1
440,0,1,2,0.696428571,0.214285714,0.553571429,1
441,2,1,1,0.553571429,0.125,0.285714286,1
442,0,1,1,0.571428571,0,0.285714286,1
443,1,1,1,0.571428571,0,0.285714286,1
444,1,1,1,0.571428571,0,0.285714286,1
445,0,1,2,0.267857143,0,0.285714286,1
446,0,1,2,0.285714286,0,0.285714286,1
447,0,1,2,0.285714286,0,0.267857143,1
448,0,1,2,0.267857143,0,0.267857143,1
449,1,1,1,0.267857143,0,0.285714286,1
450,1,1,1,0.267857143,0,0.267857143,1
451,1,1,2,0.267857143,0,0.214285714,1
452,0,1,1,2.857142857,0,0.125,0
453,0,1,1,3.357142857,0,0.125,0
454,0,1,1,3.357142857,0,0.214285714,0
455,0,1,1,3.357142857,0,0.125,0
456,5,1,1,3.125,0.125,0.125,0
457,3,1,1,2.857142857,0.214285714,0.214285714,0
458,1,1,2,2.553571429,0.267857143,0.214285714,0
459,1,1,1,2.214285714,0.267857143,0.214285714,0
460,1,0,1,0.5,0.267857143,0.214285714,1
461,1,0,2,0.125,0.267857143,0.214285714,1
462,1,0,1,0.214285714,0.267857143,0.125,1
463,1,1,1,0.410714286,0.267857143,0.214285714,1
464,1,1,1,0.410714286,0.267857143,0.214285714,1
465,2,1,1,0.571428571,0.214285714,0.214285714,1
466,2,1,1,0.696428571,0.125,0.267857143,1
467,0,1,2,0.785714286,0.125,0.285714286,1
468,1,0,1,0.839285714,0.125,0.267857143,1
469,0,1,2,0.553571429,0.125,0.214285714,1
470,0,1,2,0.214285714,0.214285714,0.125,1
471,0,1,2,0.267857143,0.267857143,0.125,1
472,0,1,2,0.267857143,0.267857143,0.125,1
473,0,1,2,0.285714286,0.285714286,0.214285714,1
474,1,0,2,0.267857143,0.267857143,0.267857143,1
475,1,0,2,0.267857143,0.267857143,0.285714286,1
476,1,0,3,0.267857143,0.267857143,0.285714286,1
477,1,0,3,0.238095238,0.238095238,0.285714286,1
478,1,0,3,0.266666667,0.266666667,0.266666667,1
479,0,1,3,0.3,0.3,0.2,1
480,0,1,2,0.333333333,0.333333333,0.25,1
