,pc,dc,qc,,,,
98,2,1,2,0.696428571,0.214285714,0.285714286,1
99,1,0,2,0.696428571,0.214285714,0.267857143,1
100,1,0,2,0.785714286,0.214285714,0.267857143,1
101,0,1,1,1.267857143,0.214285714,0.285714286,0
102,0,1,1,1.071428571,0.214285714,0.267857143,0
103,0,1,1,1.071428571,0.214285714,0.214285714,0
104,0,1,1,1.071428571,0.214285714,0.125,0
105,3,1,2,2.214285714,0.267857143,0.285714286,0
106,1,1,1,2.214285714,0.267857143,0.285714286,0
107,1,0,1,2.214285714,0.267857143,0.285714286,0
108,1,0,1,2,0.267857143,0.285714286,0
109,4,0,0,1.696428571,0.267857143,0.696428571,0
110,0,1,1,1.928571429,0.267857143,0.696428571,0
111,0,1,1,1.982142857,0.214285714,1.125,0
112,2,1,1,2.214285714,0.125,1.125,0
113,2,1,3,1.071428571,0,0.857142857,0
114,0,1,1,0.982142857,0.125,0.857142857,1
115,2,1,3,0.982142857,0.125,0.857142857,1
116,0,1,1,0.839285714,0.125,0.857142857,1
117,0,1,1,0.553571429,0.125,0.5,1
118,1,0,1,0.553571429,0.125,0.5,1
119,0,1,1,0.214285714,0.125,0.125,1
120,0,1,1,0.214285714,0.125,0.125,1
121,0,1,1,0.214285714,0.125,0.125,1
122,0,1,1,0.214285714,0.125,0.125,1
123,1,1,2,0.267857143,0.125,0.214285714,1
124,0,1,1,1.071428571,0.125,0.214285714,0
125,0,1,1,0.982142857,0.125,0.267857143,1
126,1,0,1,0.982142857,0.125,0.553571429,1
127,1,1,2,1.071428571,0.125,0.785714286,0
128,3,1,1,1.553571429,0.125,0.785714286,0
129,1,1,2,1.714285714,0.125,0.785714286,0
130,0,1,3,1.714285714,0,0.785714286,0
131,0,1,3,1.714285714,0,0.839285714,0
132,3,1,1,1.357142857,0,0.785714286,0
133,3,1,1,1.357142857,0,0.839285714,0
134,1,1,1,1.125,0,0.571428571,0
135,1,1,1,0.857142857,0,0.267857143,1
136,1,1,2,0.553571429,0.125,0.285714286,1
137,1,1,1,1.142857143,0.125,0.267857143,0
138,1,1,2,1.142857143,0.125,0.214285714,0
139,1,1,2,1.142857143,0.214285714,0.214285714,0
140,2,0,2,1.142857143,0.267857143,0.267857143,0
141,4,1,2,1.142857143,0.267857143,0.267857143,0
142,1,1,2,1.410714286,0.267857143,0.285714286,0
143,1,0,1,1.410714286,0.285714286,0.267857143,0
144,1,0,1,1.410714286,0.285714286,0.267857143,0
145,1,1,1,0.285714286,0.267857143,0.267857143,1
146,0,1,1,0.410714286,0.214285714,0.267857143,1
147,1,0,1,0.5,0.214285714,0.285714286,1
148,2,0,2,0.553571429,0.267857143,0.267857143,1
149,1,0,2,0.571428571,0.214285714,0.214285714,1
150,2,0,2,0.571428571,0.214285714,0.214285714,1
151,2,0,2,0.839285714,0.267857143,0.125,1
152,2,1,2,0.982142857,0.285714286,0.214285714,1
153,2,0,2,0.982142857,0.285714286,0.267857143,1
154,0,1,1,0.857142857,0.285714286,0.285714286,1
155,0,1,2,0.785714286,0.267857143,0.267857143,1
156,0,1,1,0.553571429,0.267857143,0.214285714,1
157,1,0,1,0.267857143,0.214285714,0.125,1
158,1,0,1,1.071428571,0.214285714,0.214285714,0
159,0,1,1,1.071428571,0.214285714,0.125,0
160,1,1,1,0.982142857,0.214285714,0.125,1
161,0,1,1,0.982142857,0.214285714,0.125,1
162,3,1,2,0.982142857,0.214285714,0.125,1
163,0,1,1,0.982142857,0.267857143,0.285714286,1
164,1,1,1,0.982142857,0.285714286,0.285714286,1
165,1,0,1,0.839285714,0.267857143,0.410714286,1
166,1,0,1,0.5,0.214285714,0.267857143,1
167,2,0,0,0.267857143,0.125,0.285714286,1
168,1,0,1,0.267857143,0,0.267857143,1
169,2,0,0,1.071428571,0,1.125,0
170,2,0,0,1.071428571,0.125,1.125,0
171,1,0,0,1.267857143,0.214285714,1.071428571,0
172,1,0,0,1.267857143,0.267857143,1.071428571,0
173,4,0,3,1.696428571,0.285714286,1.142857143,0
174,1,1,1,1.982142857,0.267857143,1.071428571,0
175,3,1,1,1.982142857,0.214285714,0.839285714,0
176,1,1,1,2.785714286,0.125,0.571428571,0
177,0,1,2,2.214285714,0,0.214285714,0
178,0,1,2,2.571428571,0.125,0.571428571,0
179,1,1,1,2.267857143,0.214285714,0.785714286,0
180,4,1,1,2.285714286,0.267857143,0.857142857,0
181,0,1,1,1.928571429,0.267857143,0.857142857,0
182,3,0,3,1.928571429,0.267857143,0.982142857,0
183,2,0,3,2.267857143,0.267857143,0.982142857,0
184,2,0,3,1.553571429,0.267857143,0.982142857,0
185,2,1,2,1.410714286,0.267857143,0.982142857,0
186,0,1,1,1.142857143,0.214285714,0.839285714,0
187,0,1,1,1.553571429,0.214285714,0.839285714,0
188,0,1,1,1.428571429,0.214285714,0.553571429,0
189,2,1,1,1.267857143,0.267857143,0.5,0
190,0,1,1,1.267857143,0.285714286,0.696428571,0
191,3,0,3,1.071428571,0.267857143,0.696428571,0
192,1,0,1,1.071428571,0.214285714,0.785714286,0
193,1,0,1,0.982142857,0.125,0.982142857,1
194,2,0,0,0.982142857,0,1.071428571,0
195,1,0,1,0.5,0.125,1.071428571,0
196,0,0,2,0.5,0.214285714,1.071428571,0
197,1,0,0,0.5,0.214285714,1.125,0
198,0,0,2,0.5,0.214285714,1.125,0
199,0,1,3,0.5,0.214285714,1.125,0
200,1,1,1,0.410714286,0.214285714,1.071428571,0
201,1,0,2,0.571428571,0.214285714,0.839285714,1
202,2,0,0,0.5,0.214285714,0.785714286,1
203,1,0,1,0.285714286,0.125,0.410714286,1
204,1,0,1,0.267857143,0,0.5,1
205,2,0,1,0.267857143,0.125,0.410714286,1
206,2,0,1,0.285714286,0.125,0.267857143,1
207,2,0,2,0.267857143,0.214285714,0.267857143,1
208,2,0,2,0.571428571,0.267857143,0.267857143,1
209,1,1,1,0.839285714,0.267857143,0.267857143,1
210,1,0,2,0.857142857,0.267857143,0.267857143,1
211,2,1,1,0.839285714,0.267857143,0.214285714,1
212,0,1,1,0.785714286,0.267857143,0.214285714,1
213,3,0,1,0.982142857,0.267857143,0.214285714,1
214,1,0,1,1.142857143,0.285714286,0.125,0
215,1,0,1,0.982142857,0.267857143,0.125,1
216,1,0,2,0.857142857,0.214285714,0.125,1
217,0,1,1,0.214285714,0.214285714,0.125,1
218,0,1,1,0.214285714,0.214285714,0.125,1
219,1,0,1,0.214285714,0.214285714,0.125,1
220,1,0,1,0.214285714,0.214285714,0,1
221,1,0,1,0.125,0.214285714,0,1
222,1,0,1,0.125,0.214285714,0,1
223,1,0,1,0.285714286,0.267857143,0,1
224,1,0,1,0.410714286,0.285714286,0.125,1
225,1,1,1,0.571428571,0.267857143,0.125,1
226,0,1,1,1.071428571,0.214285714,0.125,0
227,2,1,1,1.071428571,0.125,0.553571429,0
228,2,1,2,1.071428571,0,0.839285714,0
229,0,1,1,1.071428571,0,0.839285714,0
230,3,1,1,1.071428571,0,0.839285714,0
231,1,1,3,0.982142857,0,0.839285714,1
232,1,1,3,0.982142857,0,0.839285714,1
233,1,1,1,0.857142857,0,0.839285714,1
234,0,1,1,0.267857143,0,0.982142857,1
235,1,1,1,0.267857143,0.125,0.785714286,1
236,0,1,2,0.267857143,0.214285714,0.553571429,1
237,1,1,1,0.267857143,0.267857143,0.5,1
238,0,1,3,0.214285714,0.285714286,0.410714286,1
239,1,0,2,0.410714286,0.267857143,0.410714286,1
240,1,0,2,0.285714286,0.267857143,0.5,1
241,1,0,2,0.285714286,0.267857143,0.5,1
242,1,0,2,0.125,0.267857143,0.285714286,1
243,2,0,1,0.214285714,0.285714286,0.285714286,1
244,1,1,1,0.410714286,0.267857143,0.285714286,1
245,1,1,1,0.410714286,0.214285714,0.267857143,1
246,1,1,1,0.410714286,0.214285714,0.214285714,1
247,2,1,2,0.285714286,0.125,0.214285714,1
248,0,1,2,0.410714286,0.125,0.214285714,1
249,1,1,1,0.410714286,0.214285714,0.214285714,1
250,1,0,1,0.410714286,0.267857143,0.214285714,1
251,1,1,1,0.285714286,0.285714286,0.125,1
252,2,1,1,0.125,0.285714286,0.125,1
253,1,0,1,1.142857143,0.267857143,0.553571429,0
254,1,0,1,1.142857143,0.285714286,0.571428571,0
255,1,0,1,2.571428571,0.267857143,0.839285714,0
256,1,1,2,2.696428571,0.214285714,0.839285714,0
257,4,0,3,3.071428571,0.267857143,0.839285714,0
258,1,1,2,3.410714286,0.285714286,0.839285714,0
259,5,0,0,3.714285714,0.267857143,0.839285714,0
260,1,0,1,3.982142857,0.267857143,0.785714286,0
261,0,1,1,2.857142857,0.214285714,0.285714286,0
262,0,1,1,2.982142857,0.214285714,0.125,0
263,0,1,1,0.267857143,0.125,0,1
264,0,1,1,0.214285714,0,0,1
265,1,1,1,0.214285714,0,0,1
266,0,1,1,0.214285714,0,0,1
267,1,1,1,1.125,0,0.125,0
268,0,1,1,1.125,0,0.285714286,0
269,0,1,1,1.142857143,0,0.410714286,0
270,0,1,1,1.125,0,0.410714286,0
271,3,1,0,1.125,0,0.410714286,0
272,0,1,2,1.125,0,0.5,0
273,0,1,2,1.267857143,0,0.5,0
274,1,1,1,1.267857143,0,0.553571429,0
275,1,1,1,0.571428571,0,0.267857143,1
276,0,1,2,0.571428571,0,0.267857143,1
277,2,1,1,0.571428571,0,0.285714286,1
278,0,1,2,0.571428571,0.125,0.285714286,1
279,0,1,2,0.571428571,0.214285714,0.285714286,1
280,0,1,2,2,0.214285714,0.285714286,0
281,0,1,1,1.928571429,0.214285714,0.285714286,0
282,1,0,1,1.928571429,0.214285714,0.267857143,0
283,1,0,1,1.928571429,0.214285714,0.214285714,0
284,4,1,2,1.928571429,0.214285714,0.125,0
285,0,1,1,2,0.214285714,0.125,0
286,0,1,1,2.125,0.125,0.125,0
287,0,1,1,2.214285714,0,0.125,0
288,0,1,1,0.857142857,0.125,0,1
289,2,1,1,1.071428571,0.125,0.125,0
290,0,1,1,0.982142857,0.214285714,0.125,1
291,0,1,1,0.857142857,0.267857143,0.125,1
292,2,0,1,0.696428571,0.267857143,0.125,1
293,2,1,2,0.571428571,0.267857143,0.125,1
294,1,0,1,0.571428571,0.267857143,0.125,1
295,1,0,1,0.410714286,0.267857143,0.553571429,1
296,1,1,1,0.285714286,0.214285714,0.839285714,1
297,1,1,1,0.125,0.214285714,0.857142857,1
298,0,1,1,0.125,0.125,1.071428571,0
299,1,1,3,0.285714286,0,1.071428571,0
300,1,1,3,0.285714286,0,1.071428571,0
301,1,1,1,0.285714286,0,1.071428571,0
302,1,1,3,0.214285714,0,0.982142857,1
303,2,1,1,0.214285714,0,0.839285714,1
304,1,1,1,0.410714286,0,0.571428571,1
305,1,1,1,0.571428571,0,0.553571429,1
306,2,1,2,0.696428571,0,0.267857143,1
307,1,1,1,0.5,0,0.267857143,1
308,0,1,2,0.553571429,0,0.267857143,1
309,0,1,2,0.571428571,0,0.267857143,1
310,0,1,1,0.214285714,0,0.214285714,1
311,1,1,1,0.553571429,0,0.267857143,1
312,0,1,1,0.839285714,0,0.267857143,1
313,0,1,1,0.839285714,0,0.214285714,1
314,0,1,1,0.785714286,0,0.267857143,1
315,2,1,2,0.785714286,0,0.285714286,1
316,2,1,2,0.785714286,0,0.285714286,1
317,0,1,1,0.857142857,0.125,0.267857143,1
318,1,1,2,0.696428571,0.125,0.267857143,1
319,1,1,2,0.571428571,0.125,0.267857143,1
320,0,1,1,0.5,0.125,0.267857143,1
321,2,0,2,0.5,0.125,0.410714286,1
322,1,1,1,0.553571429,0.125,0.5,1
323,1,1,2,0.571428571,0.125,0.553571429,1
324,0,1,2,0.571428571,0.125,0.553571429,1
325,0,1,3,0.571428571,0,0.553571429,1
326,0,1,1,0.553571429,0,0.553571429,1
327,0,1,1,0.553571429,0,0.553571429,1
328,0,1,1,0.553571429,0,0.571428571,1
329,2,1,2,0.553571429,0,0.267857143,1
330,0,1,1,0.553571429,0,0.285714286,1
331,1,1,2,0.553571429,0,0.267857143,1
332,0,1,1,0.839285714,0,0.267857143,1
333,0,1,2,0.553571429,0,0.285714286,1
334,0,1,2,0.553571429,0,0.285714286,1
335,0,1,2,0.5,0,0.267857143,1
336,2,1,1,0.5,0,0.267857143,1
337,0,1,1,0.5,0,0.214285714,1
338,0,1,1,0.5,0,0.125,1
339,0,1,1,0.5,0,0,1
340,0,1,1,0,0,0,1
341,0,1,1,0,0,0,1
342,0,1,1,0.125,0,0,1
343,0,1,1,0.125,0,0,1
344,0,1,1,1.982142857,0,0.125,0
345,0,1,1,1.982142857,0,0.125,0
346,1,1,1,2.125,0.125,0.696428571,0
347,0,1,1,2.125,0.125,0.785714286,0
348,4,1,0,1.982142857,0.125,0.785714286,0
349,0,1,1,1.696428571,0.125,0.785714286,0
350,2,0,3,1.696428571,0.125,0.839285714,0
351,2,1,2,1.267857143,0.125,0.839285714,0
352,2,1,1,0.839285714,0.125,0.571428571,1
353,2,1,1,0.571428571,0.125,0.571428571,1
354,1,1,2,0.553571429,0.125,0.214285714,1
355,2,1,1,0.696428571,0.125,0.125,1
356,0,1,1,0.696428571,0.125,0.125,1
357,1,1,1,0.5,0.125,0.125,1
358,1,0,1,0.696428571,0.125,0,1
359,0,1,1,0.553571429,0.125,0.125,1
360,0,1,1,0.5,0.125,0.125,1
361,1,1,1,0.5,0.214285714,0.125,1
362,2,1,1,0.5,0.214285714,0.125,1
363,0,1,2,0.5,0.214285714,0.125,1
364,1,1,1,0.5,0.214285714,0.214285714,1
365,1,0,1,0.553571429,0.214285714,0.214285714,1
366,1,0,1,0.553571429,0.267857143,0.214285714,1
367,0,1,1,0.5,0.285714286,0.125,1
368,0,1,2,0.696428571,0.267857143,0.214285714,1
369,0,1,1,0.785714286,0.285714286,0.214285714,1
370,2,0,1,0.785714286,0.285714286,0.214285714,1
371,1,0,1,0.785714286,0.285714286,0.214285714,1
372,2,0,2,0.785714286,0.285714286,0.125,1
373,0,1,1,0.857142857,0.285714286,0.214285714,1
374,1,0,1,0.785714286,0.267857143,0.571428571,1
375,0,1,1,0.785714286,0.214285714,0.553571429,1
376,0,1,1,0.553571429,0.214285714,0.571428571,1
377,2,1,2,1.142857143,0.267857143,0.571428571,0
378,0,1,3,1.267857143,0.214285714,0.571428571,0
379,1,1,2,1.267857143,0.214285714,0.571428571,0
380,1,0,1,1.071428571,0.214285714,0.553571429,0
381,3,0,1,0.982142857,0.267857143,0.785714286,1
382,2,1,1,0.982142857,0.267857143,0.553571429,1
383,0,1,1,1.142857143,0.267857143,0.553571429,0
384,1,1,2,1.267857143,0.214285714,0.5,0
385,1,0,3,0.553571429,0.214285714,0.5,1
386,0,1,2,1.071428571,0.267857143,0.839285714,0
387,0,1,2,1.142857143,0.285714286,0.839285714,0
388,0,1,2,1.142857143,0.267857143,0.857142857,0
389,1,0,1,1.267857143,0.285714286,0.5,0
390,3,0,0,1.267857143,0.285714286,0.839285714,0
391,2,0,1,1.267857143,0.285714286,0.785714286,0
392,1,0,1,1.142857143,0.285714286,0.696428571,0
393,0,1,1,1.267857143,0.267857143,0.696428571,0
394,0,1,3,0.571428571,0.214285714,0.5,1
395,0,1,1,0.214285714,0.125,0.5,1
396,1,1,1,0.125,0,0.5,1
397,0,1,1,0.553571429,0.125,0.696428571,1
398,0,1,1,0.553571429,0.125,0.125,1
399,0,1,1,0.553571429,0.125,0.125,1
400,0,1,1,0.5,0.125,0.125,1
401,2,0,0,0.5,0.125,0.125,1
402,0,1,1,0.553571429,0.125,0.285714286,1
403,0,1,1,0.553571429,0.125,0.285714286,1
404,0,1,1,0.553571429,0.125,0.410714286,1
405,0,1,1,1.142857143,0,0.267857143,0
406,1,1,2,1.142857143,0,0.285714286,0
407,0,1,1,1.125,0,0.285714286,0
408,0,1,2,1.125,0,0.267857143,0
409,3,1,2,1.125,0,0.410714286,0
410,0,1,2,1.142857143,0,0.410714286,0
411,1,1,1,1.125,0.125,0.410714286,0
412,0,1,2,1.071428571,0.125,0.5,0
413,0,1,3,0.285714286,0.214285714,0.5,1
414,0,1,2,0.285714286,0.214285714,0.5,1
415,1,0,1,1.071428571,0.214285714,0.839285714,0
416,1,1,1,0.982142857,0.214285714,0.857142857,1
417,1,0,2,0.982142857,0.214285714,0.553571429,1
418,0,1,2,0.982142857,0.214285714,0.5,1
419,3,1,0,1.142857143,0.214285714,0.553571429,0
420,1,1,1,1.142857143,0.267857143,0.553571429,0
421,0,1,2,1.142857143,0.267857143,0.5,0
422,0,1,1,0.982142857,0.285714286,0.571428571,1
423,2,0,2,0.410714286,0.285714286,0.410714286,1
424,1,0,1,0.5,0.285714286,0.410714286,1
425,1,0,1,0.571428571,0.285714286,0.410714286,1
426,1,0,0,0.571428571,0.285714286,0.410714286,1
427,1,1,1,0.5,0.267857143,0.214285714,1
428,0,1,1,0.553571429,0.214285714,0.214285714,1
429,2,1,0,0.571428571,0.125,0.214285714,1
430,0,1,1,0.553571429,0,0.125,1
431,0,1,1,0.857142857,0,0.125,1
432,0,1,1,1.071428571,0,0.125,0
433,0,1,1,1.553571429,0,0,0
434,0,1,1,2.553571429,0,0.125,0
435,2,1,1,2.267857143,0,0.125,0
436,2,1,1,2,0,0.125,0
437,3,1,1,1.553571429,0,0.125,0
438,4,1,0,0.839285714,0,0.125,1
439,2,1,1,1.071428571,0.125,0.285714286,0
440,3,1,1,1.714285714,0.214285714,0.785714286,0
441,1,1,1,1.982142857,0.214285714,1.142857143,0
442,2,1,1,1.267857143,0.214285714,0.982142857,0
443,1,0,2,1.142857143,0.214285714,0.982142857,0
444,0,0,3,0.5,0.267857143,0.982142857,1
445,0,1,3,0.5,0.267857143,0.982142857,1
446,0,1,3,0.285714286,0.267857143,0.982142857,1
447,1,1,1,0.553571429,0.214285714,0.982142857,1
448,1,0,1,0.696428571,0.125,0.839285714,1
449,1,1,1,0.696428571,0.125,0.553571429,1
450,0,1,1,0.696428571,0.125,0.125,1
451,2,1,2,0.696428571,0.214285714,0.125,1
452,2,1,1,0.696428571,0.214285714,0.125,1
453,0,1,1,1.267857143,0.267857143,0.125,0
454,0,1,1,1.125,0.285714286,0.214285714,0
455,1,0,1,1.071428571,0.285714286,0.214285714,0
456,1,0,1,0.982142857,0.285714286,0.267857143,1
457,3,0,1,0.785714286,0.285714286,0.285714286,1
458,2,0,2,0.571428571,0.285714286,0.267857143,1
459,1,1,2,0.571428571,0.267857143,0.267857143,1
460,1,1,2,0.839285714,0.214285714,0.214285714,1
461,1,1,2,0.5,0.125,0.214285714,1
462,2,1,2,0.839285714,0,0.267857143,1
463,1,1,1,1.071428571,0,0.5,0
464,0,1,2,1.125,0,0.553571429,0
465,2,1,1,1.125,0,0.571428571,0
466,3,1,1,1.071428571,0.125,0.571428571,0
467,0,1,3,1.267857143,0.125,0.553571429,0
468,2,1,1,1.125,0.125,0.785714286,0
469,1,1,1,1.071428571,0.125,0.857142857,0
470,1,0,2,0.696428571,0.125,0.857142857,1
471,0,1,2,0.5,0.125,0.785714286,1
472,2,1,3,0.571428571,0.125,0.696428571,1
473,1,1,3,0.696428571,0.125,0.696428571,1
474,2,1,1,0.696428571,0,0.696428571,1
475,1,1,1,0.5,0.125,0.857142857,1
476,0,1,2,0.571428571,0.125,0.857142857,1
477,2,1,1,0.696428571,0.125,0.696428571,1
478,1,1,2,0.696428571,0.125,0.571428571,1
479,1,0,3,0.785714286,0.125,0.410714286,1
480,0,1,3,0.696428571,0.125,0.571428571,1
481,2,1,2,0.696428571,0.125,0.571428571,1
482,0,1,2,0.696428571,0.125,0.696428571,1
483,0,1,2,0.785714286,0,0.696428571,1
484,1,1,1,0.696428571,0,0.553571429,1
485,2,1,1,0.553571429,0,0.785714286,1
486,1,1,1,0.696428571,0,0.839285714,1
487,0,1,3,1.071428571,0,0.857142857,0
488,1,1,1,1.428571429,0.125,0.857142857,0
489,0,1,3,1.428571429,0.214285714,0.839285714,0
490,2,1,1,1.642857143,0.267857143,0.839285714,0
491,3,1,1,1.142857143,0.285714286,0.785714286,0
492,3,0,1,1.071428571,0.285714286,0.839285714,0
493,2,0,2,0.285714286,0.285714286,0.476190476,1
494,3,0,1,0.266666667,0.266666667,0.566666667,1
495,2,0,0,0.3,0.2,0.7,1
496,3,1,2,0.333333333,0.25,0.916666667,1
