,pc,dc,qc,,,,
44,1,0,1,0.982142857,0.285714286,0.125,1
45,1,0,1,0.982142857,0.267857143,0.553571429,1
46,0,1,1,1.071428571,0.214285714,0.571428571,0
47,3,1,1,0.982142857,0.214285714,0.553571429,1
48,0,1,2,0.982142857,0.125,0.553571429,1
49,1,1,3,0.982142857,0.125,0.553571429,1
50,0,1,2,0.857142857,0.214285714,0.553571429,1
51,1,1,2,0.857142857,0.267857143,0.857142857,1
52,1,1,1,0.696428571,0.267857143,0.839285714,1
53,1,0,1,0.785714286,0.267857143,0.5,1
54,1,0,1,0.785714286,0.267857143,0.410714286,1
55,3,0,0,0.982142857,0.267857143,0.285714286,1
56,1,1,1,0.982142857,0.267857143,0.285714286,1
57,2,1,2,0.982142857,0.214285714,0.410714286,1
58,0,1,1,0.982142857,0.214285714,0.410714286,1
59,0,1,1,0.5,0.125,0.214285714,1
60,1,1,1,0.553571429,0.125,0.214285714,1
61,1,1,2,0.285714286,0.125,0.214285714,1
62,1,0,1,0.267857143,0.125,0.214285714,1
63,0,1,1,0.267857143,0.125,0.214285714,1
64,0,1,1,0.285714286,0.125,0.214285714,1
65,1,1,2,0.267857143,0.125,0.125,1
66,1,1,1,0.571428571,0,0.125,1
67,0,1,1,0.571428571,0,0.125,1
68,0,1,1,0.785714286,0,0.214285714,1
69,0,1,1,0.785714286,0.125,0.125,1
70,2,1,1,0.785714286,0.214285714,0.125,1
71,0,1,1,0.696428571,0.267857143,0.125,1
72,2,1,2,0.571428571,0.285714286,0.125,1
73,1,0,1,0.571428571,0.285714286,0.125,1
74,1,0,1,0.410714286,0.267857143,0.125,1
75,1,0,1,0.410714286,0.267857143,0.125,1
76,1,0,1,0.267857143,0.267857143,0,1
77,0,1,1,0.267857143,0.285714286,0,1
78,1,0,1,0.285714286,0.267857143,0.5,1
79,0,1,1,0.285714286,0.214285714,0.5,1
80,0,1,1,0.285714286,0.125,0.5,1
81,1,1,1,0.267857143,0.214285714,0.5,1
82,0,1,3,0.982142857,0.125,0.553571429,1
83,1,1,1,0.857142857,0.125,0.553571429,1
84,1,1,1,0.696428571,0.125,0.553571429,1
85,1,0,1,0.696428571,0.125,0.553571429,1
86,3,1,2,0.696428571,0.125,0.125,1
87,1,1,1,0.696428571,0.125,0.125,1
88,1,1,1,0.857142857,0.125,0.214285714,1
89,1,1,1,0.982142857,0,0.214285714,1
90,0,1,1,0.285714286,0,0.125,1
91,1,1,1,0.267857143,0,0.125,1
92,0,1,2,0.214285714,0,0.125,1
93,0,1,1,0.214285714,0.125,0.125,1
94,0,1,1,0.214285714,0.125,0.125,1
95,0,1,1,0.125,0.125,0.214285714,1
96,0,1,1,0.125,0.125,0.125,1
97,1,0,1,0.214285714,0.125,0.125,1
98,0,1,1,0.214285714,0.125,0.553571429,1
99,0,1,2,0.571428571,0.125,0.571428571,1
100,0,1,1,0.785714286,0.125,0.785714286,1
101,1,1,1,0.785714286,0,0.696428571,1
102,0,1,3,0.857142857,0,0.696428571,1
103,2,1,2,0.857142857,0,0.696428571,1
104,2,1,3,0.857142857,0,0.571428571,1
105,1,1,2,0.857142857,0,0.571428571,1
106,2,1,1,0.785714286,0,0.839285714,1
107,0,1,2,1.125,0,0.857142857,0
108,0,1,2,1.267857143,0,0.553571429,0
109,1,1,1,1.357142857,0,0.5,0
110,2,1,0,1.267857143,0.125,0.5,0
111,3,1,1,1.267857143,0.125,0.410714286,0
112,0,1,2,1.071428571,0.214285714,0.285714286,0
113,2,1,1,1.125,0.267857143,0.285714286,0
114,1,0,1,1.267857143,0.267857143,1.142857143,0
115,0,1,1,0.696428571,0.285714286,1.142857143,0
116,1,0,1,0.696428571,0.285714286,1.125,0
117,2,0,1,0.553571429,0.285714286,1.125,0
118,0,1,4,0.571428571,0.267857143,1.125,0
119,1,0,1,0.571428571,0.267857143,1.142857143,0
120,0,1,1,0.553571429,0.214285714,1.125,0
121,0,1,1,0.125,0.125,1.071428571,0
122,0,1,1,0.125,0.125,0.267857143,1
123,0,1,2,0,0,0.267857143,1
124,0,1,2,0,0,0.267857143,1
125,0,1,2,0.125,0,0.285714286,1
126,0,1,1,0.214285714,0.125,0.285714286,1
127,0,1,1,0.267857143,0.214285714,0.267857143,1
128,0,1,1,0.285714286,0.214285714,0.214285714,1
129,1,1,2,0.982142857,0.267857143,0.125,1
130,1,0,1,0.982142857,0.267857143,0.125,1
131,1,0,1,0.982142857,0.267857143,0.125,1
132,1,1,1,0.857142857,0.285714286,0.125,1
133,3,0,1,1.357142857,0.267857143,0.125,0
134,0,1,1,1.553571429,0.285714286,0.125,0
135,0,1,1,1.714285714,0.267857143,0.125,0
136,1,0,1,1.839285714,0.267857143,0.125,0
137,3,0,0,1.142857143,0.214285714,0.125,0
138,0,1,1,1.125,0.214285714,0.125,0
139,0,1,1,1.125,0.214285714,0.125,0
140,0,1,1,1.142857143,0.125,0.125,0
141,0,1,1,3.071428571,0.125,0.125,0
142,1,1,1,3.071428571,0.125,0.125,0
143,0,1,1,3.071428571,0.125,0.125,0
144,0,1,1,3.142857143,0.214285714,0.285714286,0
145,5,0,0,3.071428571,0.267857143,0.285714286,0
146,0,1,1,3.125,0.285714286,0.410714286,0
147,0,1,1,2.857142857,0.267857143,0.410714286,0
148,2,0,2,2.553571429,0.214285714,0.839285714,0
149,2,0,1,0.696428571,0.214285714,0.553571429,1
150,2,0,2,0.696428571,0.214285714,0.553571429,1
151,1,0,1,0.5,0.125,0.553571429,1
152,1,0,3,0.5,0.214285714,0.785714286,1
153,1,0,2,0.571428571,0.267857143,1.267857143,0
154,0,1,1,0.410714286,0.285714286,1.428571429,0
155,1,0,1,0.410714286,0.267857143,1.357142857,0
156,2,1,3,0.410714286,0.214285714,1.428571429,0
157,0,1,4,0.5,0.125,1.553571429,0
158,1,1,1,0.410714286,0.125,1.428571429,0
159,1,1,3,0.410714286,0,1.267857143,0
160,1,1,1,0.214285714,0,1.267857143,0
161,0,1,1,0.125,0,0.571428571,1
162,1,1,2,0.125,0.125,0.571428571,1
163,1,1,2,0.125,0.125,0.214285714,1
164,1,1,1,0.125,0.125,0.267857143,1
165,1,1,1,0.125,0.125,0.267857143,1
166,1,0,1,0.125,0.125,0.214285714,1
167,1,1,1,0.125,0.125,0.125,1
168,1,1,2,0.125,0.214285714,0.125,1
169,0,1,1,0.285714286,0.214285714,0.125,1
170,1,1,1,0.410714286,0.125,0.125,1
171,1,1,1,0.571428571,0.125,0.125,1
172,1,0,1,0.571428571,0.125,0.125,1
173,2,1,1,0.839285714,0.125,0.125,1
174,2,1,1,1.071428571,0.125,0.125,0
175,0,1,1,1.267857143,0.125,0.125,0
176,1,1,2,1.428571429,0,0.125,0
177,3,1,1,1.428571429,0,0.125,0
178,0,1,1,1.357142857,0,0.125,0
179,0,1,1,1.357142857,0,0.125,0
180,0,1,1,1.357142857,0.125,0,0
181,2,1,1,0.553571429,0.125,0,1
182,0,1,1,0.553571429,0.125,0,1
183,0,1,1,0.553571429,0.125,0,1
184,1,0,1,0.571428571,0.214285714,0,1
185,0,1,1,0.267857143,0.214285714,0,1
186,0,1,1,0.267857143,0.214285714,0,1
187,0,1,1,0.267857143,0.214285714,0.125,1
188,1,0,1,0.267857143,0.125,0.125,1
189,1,1,1,0.267857143,0.125,0.125,1
190,0,1,1,0.267857143,0.125,0.125,1
191,0,1,2,0.267857143,0.125,0.125,1
192,1,1,1,0.214285714,0,0.125,1
193,0,1,1,0.125,0,0.125,1
194,0,1,1,0.125,0,0.125,1
195,0,1,1,0.125,0,0,1
196,0,1,1,0.125,0.125,0,1
197,0,1,1,0.553571429,0.125,0.125,1
198,0,1,1,3.142857143,0.214285714,0.285714286,0
199,0,1,1,3.142857143,0.214285714,0.285714286,0
200,1,0,1,2.982142857,0.214285714,0.285714286,0
201,2,1,2,2.785714286,0.214285714,0.285714286,0
202,5,0,0,2.553571429,0.267857143,0.285714286,0
203,0,1,1,2.285714286,0.285714286,0.285714286,0
204,1,1,1,2.553571429,0.267857143,0.285714286,0
205,1,1,1,2.857142857,0.267857143,0.125,0
206,1,0,1,0.982142857,0.214285714,0,1
207,1,0,1,0.982142857,0.214285714,0,1
208,0,1,1,1.071428571,0.214285714,0,0
209,3,1,1,1.125,0.214285714,0,0
210,0,1,1,1.142857143,0.125,0,0
211,0,1,1,1.410714286,0.125,0.125,0
212,0,1,1,1.553571429,0.214285714,0.214285714,0
213,0,1,1,1.071428571,0.267857143,0.267857143,0
214,0,1,1,1.553571429,0.285714286,0.285714286,0
215,2,0,0,1.410714286,0.267857143,0.267857143,0
216,2,0,0,1.125,0.214285714,0.214285714,0
217,2,0,0,0.696428571,0.125,0.125,1
218,3,0,0,0.285714286,0,1.125,0
219,2,0,0,0.285714286,0.125,1.142857143,0
220,2,0,0,0.785714286,0.214285714,1.125,0
221,2,0,0,0.982142857,0.267857143,1.267857143,0
222,1,0,3,0.839285714,0.285714286,1.142857143,0
223,2,1,1,1.125,0.267857143,0.982142857,0
224,0,1,1,1.267857143,0.214285714,1.142857143,0
225,3,1,2,1.267857143,0.125,0.839285714,0
226,1,1,1,1.267857143,0,0.571428571,0
227,0,1,1,1.267857143,0,0.571428571,0
228,0,1,3,1.142857143,0,0.571428571,0
229,2,1,1,0.5,0,0.571428571,1
230,1,1,2,0.553571429,0,0.571428571,1
231,0,1,1,0.553571429,0,0.571428571,1
232,1,1,1,0.553571429,0,0.214285714,1
233,1,1,2,0.553571429,0,0.214285714,1
234,0,1,1,0.553571429,0,0.125,1
235,0,1,1,0.553571429,0,0.125,1
236,0,1,1,0.571428571,0,0.125,1
237,2,1,1,0.839285714,0,0.5,1
238,1,1,1,0.785714286,0,0.5,1
239,0,1,1,0.785714286,0,0.5,1
240,0,1,1,0.785714286,0,0.5,1
241,2,1,3,0.571428571,0,0.5,1
242,1,1,1,0.553571429,0,0.5,1
243,0,1,1,0.553571429,0,0.5,1
244,0,1,1,0.553571429,0,0.5,1
245,0,1,1,0.125,0,0,1
246,0,1,1,0.125,0.125,0,1
247,0,1,1,0.125,0.125,0,1
248,0,1,1,0.214285714,0.214285714,0,1
249,0,1,1,0.214285714,0.214285714,0,1
250,1,0,1,0.214285714,0.214285714,0,1
251,0,1,1,0.214285714,0.214285714,0,1
252,1,0,1,0.214285714,0.214285714,0,1
253,0,1,1,0.214285714,0.214285714,0,1
254,0,1,1,0.125,0.125,0,1
255,0,1,1,0.125,0.125,0,1
256,0,1,1,0.5,0,0.125,1
257,0,1,1,0.5,0,0.125,1
258,0,1,1,0.5,0,0.125,1
259,0,1,1,0.857142857,0,1.357142857,0
260,2,1,0,0.857142857,0,1.357142857,0
261,0,1,1,0.857142857,0,1.357142857,0
262,0,1,1,0.839285714,0,1.357142857,0
263,2,1,4,0.982142857,0,1.357142857,0
264,0,1,1,0.839285714,0,1.125,0
265,0,1,1,0.839285714,0,1.125,0
266,1,1,1,0.839285714,0,1.125,0
267,2,1,1,0.571428571,0,0,1
268,0,1,1,0.571428571,0,0,1
269,0,1,1,0.571428571,0,0,1
270,0,1,1,0.571428571,0.125,0,1
271,1,1,1,0.214285714,0.125,0,1
272,0,1,1,0.267857143,0.125,0,1
273,0,1,1,0.285714286,0.125,0,1
274,1,0,1,0.267857143,0.125,0,1
275,0,1,1,0.285714286,0.125,0.125,1
276,1,1,1,0.285714286,0.125,0.125,1
277,1,1,1,0.285714286,0.125,0.125,1
278,1,1,1,0.553571429,0.125,0.285714286,1
279,0,1,2,1.142857143,0.214285714,0.285714286,0
280,0,1,1,1.267857143,0.214285714,0.285714286,0
281,0,1,1,1.357142857,0.214285714,0.285714286,0
282,2,0,0,1.410714286,0.214285714,0.285714286,0
283,3,0,1,1.410714286,0.214285714,0.125,0
284,0,1,1,1.357142857,0.214285714,0.285714286,0
285,0,1,1,1.428571429,0.214285714,0.410714286,0
286,0,1,1,1.357142857,0.125,0.214285714,0
287,0,1,1,0.571428571,0.125,0.214285714,1
288,1,1,2,0.553571429,0.214285714,0.214285714,1
289,2,1,2,0.5,0.267857143,0.214285714,1
290,0,1,1,0.410714286,0.267857143,0.214285714,1
291,1,0,1,0.285714286,0.267857143,0.214285714,1
292,1,0,1,0.410714286,0.267857143,0.125,1
293,1,0,1,0.267857143,0.267857143,0,1
294,1,1,1,0.214285714,0.267857143,0.125,1
295,1,1,1,0.267857143,0.214285714,0.125,1
296,0,1,1,0.285714286,0.125,0.125,1
297,0,1,1,0.285714286,0,0.125,1
298,1,1,2,0.267857143,0,0.125,1
299,0,1,1,0.267857143,0,0.214285714,1
300,0,1,1,0.267857143,0,0.214285714,1
301,1,1,1,0.267857143,0,0.214285714,1
302,0,1,1,1.125,0.125,0.285714286,0
303,1,1,2,1.125,0.125,0.285714286,0
304,0,1,1,1.125,0.125,0.285714286,0
305,0,1,1,1.357142857,0.125,0.285714286,0
306,3,0,0,1.357142857,0.125,0.285714286,0
307,0,1,1,1.357142857,0.214285714,0.125,0
308,0,1,1,1.357142857,0.214285714,0.125,0
309,2,1,1,1.839285714,0.214285714,0.696428571,0
310,0,1,1,1.357142857,0.125,0.5,0
311,1,0,1,1.357142857,0.125,0.5,0
312,0,1,1,1.357142857,0.125,0.5,0
313,3,1,3,1.142857143,0.125,0.5,0
314,0,1,1,1.142857143,0.125,0.5,0
315,0,1,1,1.125,0,0.5,0
316,0,1,1,1.410714286,0.125,0.5,0
317,0,1,1,0.857142857,0.125,0,1
318,0,1,1,0.857142857,0.125,0,1
319,0,1,1,0.857142857,0.125,0,1
320,2,0,1,1.071428571,0.125,0.125,0
321,2,1,1,1.142857143,0.125,0.125,0
322,0,1,1,0.982142857,0.125,0.214285714,1
323,0,1,1,0.785714286,0.125,0.267857143,1
324,2,1,2,1.125,0.125,0.267857143,0
325,2,1,1,1.071428571,0.214285714,0.267857143,0
326,1,1,2,0.839285714,0.267857143,0.267857143,1
327,1,1,2,0.839285714,0.267857143,0.267857143,1
328,3,0,1,1.142857143,0.285714286,0.267857143,0
329,1,0,1,1.142857143,0.267857143,0.285714286,0
330,1,0,1,1.410714286,0.267857143,0.285714286,0
331,0,1,1,1.410714286,0.267857143,0.285714286,0
332,3,0,2,0.982142857,0.285714286,0.267857143,1
333,2,0,2,1.142857143,0.267857143,0.267857143,0
334,0,1,2,1.267857143,0.214285714,0.267857143,0
335,1,1,2,1.267857143,0.214285714,0.267857143,0
336,1,1,2,0.857142857,0.125,0.267857143,1
337,0,1,1,0.785714286,0,0.285714286,1
338,2,1,1,0.785714286,0,0.267857143,1
339,0,1,1,0.839285714,0,0.214285714,1
340,2,1,2,0.839285714,0.125,0.125,1
341,0,1,1,0.785714286,0.214285714,0.125,1
342,0,1,1,0.553571429,0.267857143,0.125,1
343,0,1,1,0.5,0.285714286,0.125,1
344,1,0,1,0.267857143,0.267857143,0,1
345,1,0,1,0.267857143,0.267857143,0,1
346,1,0,1,0.214285714,0.214285714,0,1
347,1,0,1,0.285714286,0.214285714,0.125,1
348,1,0,1,0.410714286,0.267857143,0.214285714,1
349,0,1,1,0.571428571,0.285714286,0.214285714,1
350,1,0,1,0.696428571,0.267857143,0.214285714,1
351,2,1,2,0.857142857,0.214285714,0.214285714,1
352,2,1,2,0.982142857,0.125,0.214285714,1
353,0,1,1,0.982142857,0.125,0.214285714,1
354,2,1,1,1.071428571,0,0.214285714,0
355,0,1,1,0.857142857,0,0.125,1
356,0,1,1,0.5,0,0,1
357,0,1,1,0.857142857,0,0.125,1
358,0,1,1,0.5,0,0.125,1
359,0,1,1,0.5,0,0.125,1
360,0,1,1,0.5,0,0.125,1
361,2,1,2,0.857142857,0,0.214285714,1
362,0,1,1,0.857142857,0,0.214285714,1
363,0,1,1,0.857142857,0,0.214285714,1
364,0,1,1,0.857142857,0,0.214285714,1
365,2,1,2,0.5,0,0.125,1
366,0,1,1,0.5,0,0.125,1
367,0,1,1,0.5,0,0.125,1
368,0,1,1,0.857142857,0,0.125,1
369,0,1,1,0.5,0,0,1
370,0,1,1,0.5,0,0,1
371,0,1,1,0.5,0,0,1
372,2,1,1,0.5,0,0,1
373,0,1,1,1.410714286,0,0.125,0
374,0,1,1,1.357142857,0.125,0.125,0
375,0,1,1,1.267857143,0.214285714,0.125,0
376,0,1,1,1.071428571,0.267857143,0.125,0
377,3,1,2,1.071428571,0.267857143,0.125,0
378,1,0,1,1.071428571,0.267857143,0.125,0
379,1,0,1,1.071428571,0.267857143,0.125,0
380,1,0,1,1.071428571,0.267857143,0.125,0
381,0,1,1,0.553571429,0.267857143,0,1
382,0,1,1,0.571428571,0.214285714,0,1
383,0,1,1,0.571428571,0.125,0.125,1
384,0,1,1,0.553571429,0,0.125,1
385,2,1,1,0.553571429,0,0.125,1
386,0,1,1,0.553571429,0,0.125,1
387,1,1,2,0.553571429,0,0.125,1
388,0,1,1,0.553571429,0,0.125,1
389,0,1,1,0.125,0,0.125,1
390,0,1,1,0.214285714,0,0.214285714,1
391,0,1,1,0.125,0,0.125,1
392,0,1,1,0.125,0,0.125,1
393,0,1,1,0.553571429,0,0.125,1
394,1,1,2,0.553571429,0,0.125,1
395,0,1,1,0.553571429,0,0.125,1
396,0,1,1,0.571428571,0,0.125,1
397,2,1,1,0.571428571,0,0.214285714,1
398,0,1,1,0.553571429,0,0.125,1
399,0,1,1,2.125,0,0.125,0
400,1,1,1,2.125,0,0.553571429,0
401,0,1,2,1.928571429,0,0.553571429,0
402,0,1,1,2,0,0.571428571,0
403,4,1,1,1.839285714,0,0.571428571,0
404,0,1,3,2,0,0.553571429,0
405,1,1,1,1.839285714,0,0.553571429,0
406,2,1,2,1.839285714,0,0.5,0
407,1,1,1,0.553571429,0,0.410714286,1
408,0,1,2,0.553571429,0,0.267857143,1
409,1,1,2,0.571428571,0,0.267857143,1
410,0,1,2,0.214285714,0,0.285714286,1
411,0,1,2,0.125,0,0.285714286,1
412,0,1,1,0.125,0,0.267857143,1
413,0,1,1,3.125,0,1.125,0
414,0,1,1,3.125,0,1.142857143,0
415,0,1,1,3.125,0,1.125,0
416,0,1,1,3.125,0,1.125,0
417,5,1,4,3.071428571,0,1.125,0
418,0,1,1,3.071428571,0,1.125,0
419,0,1,1,3.071428571,0,1.125,0
420,0,1,1,3.071428571,0,1.125,0
421,1,1,1,0.125,0,0.125,1
422,0,1,1,0.214285714,0.125,0.125,1
423,0,1,1,0.267857143,0.214285714,0.125,1
424,0,1,1,0.267857143,0.214285714,0.214285714,1
425,0,1,2,0.267857143,0.214285714,0.214285714,1
426,1,0,1,0.267857143,0.214285714,0.214285714,1
427,1,0,1,0.553571429,0.214285714,0.267857143,1
428,0,1,2,0.5,0.214285714,0.5,1
429,1,1,1,0.476190476,0.238095238,0.476190476,1
430,0,1,1,0.566666667,0.166666667,0.566666667,1
431,2,1,2,0.7,0,0.7,1
432,1,1,0,0.666666667,0,0.666666667,1
