,datetime,code,open,volume,amt,open_interest,index_time,index,window,window-future,index-future
1861,2019/12/19 14:01,IF2006.CFE,4045,3,3640680,10564.55882,,4018.21,4018.095,26.78,-26.79
1862,2019/12/19 14:02,IF2006.CFE,4044.6,7,8492220,10571.08772,,4018.31,4018.26,25.506,-26.29
1863,2019/12/19 14:03,IF2006.CFE,4044,8,9716460,10574.80645,,4018.51,4018.41,23.56,-25.49
1864,2019/12/19 14:04,IF2006.CFE,4049.6,11,13366560,10577.74545,,4022.46,4020.485,27.62,-27.14
1865,2019/12/19 14:05,IF2006.CFE,4051.4,14,17014620,10586.89655,,4024.71,4023.585,27.456,-26.69
1866,2019/12/19 14:06,IF2006.CFE,4051.8,10,12156840,10592.22619,,4025.91,4025.31,25.756,-25.89
1867,2019/12/19 14:07,IF2006.CFE,4053.6,8,9727140,10592.44615,,4028.13,4027.02,26.216,-25.47
1868,2019/12/19 14:08,IF2006.CFE,4053,22,26749920,10595.97619,,4029.01,4028.57,24.872,-23.99
1869,2019/12/19 14:09,IF2006.CFE,4052,10,12156060,10604.47619,,4029.16,4029.085,23.824,-22.84
1870,2019/12/19 14:10,IF2006.CFE,4051.2,16,19440720,10606.38298,,4028.43,4028.795,23.608,-22.77
1871,2019/12/19 14:11,IF2006.CFE,4050,7,8505000,10604.4878,,4026.15,4027.29,23.06,-23.85
1872,2019/12/19 14:12,IF2006.CFE,4049.8,7,8505000,10607.27778,,4025.21,4025.68,23.474,-24.59
1873,2019/12/19 14:13,IF2006.CFE,4050,8,9719400,10612,,4025.75,4025.48,24.476,-24.25
1874,2019/12/19 14:14,IF2006.CFE,4048.6,17,20645760,10617.18605,,4026.09,4025.92,23.52,-22.51
1875,2019/12/19 14:15,IF2006.CFE,4048,13,15784860,10610.71429,,4024.42,4025.255,23.262,-23.58
1876,2019/12/19 14:16,IF2006.CFE,4048,6,7287240,10609.88636,,4023.93,4024.175,23.57,-24.07
1877,2019/12/19 14:17,IF2006.CFE,4049.4,5,6074100,10610.23077,,4023.5,4023.715,25.096,-25.9
1878,2019/12/19 14:18,IF2006.CFE,4049.6,4,4860900,10612.10909,,4024.21,4023.855,24.94,-25.39
1879,2019/12/19 14:19,IF2006.CFE,4051.2,15,18235620,10618.25,,4025.46,4024.835,25.928,-25.74
1880,2019/12/19 14:20,IF2006.CFE,4052.6,26,31617900,10632,,4026.2,4025.83,26.59,-26.4
1881,2019/12/19 14:21,IF2006.CFE,4053.6,20,24316920,10647.92424,,4026.99,4026.595,27.046,-26.61
1882,2019/12/19 14:22,IF2006.CFE,4051.6,23,27957780,10663.48387,,4027.19,4027.09,24.796,-24.41
1883,2019/12/19 14:23,IF2006.CFE,4051.2,7,8508300,10673.6,,4026.93,4027.06,23.984,-24.27
1884,2019/12/19 14:24,IF2006.CFE,4052,9,10945320,10677.64912,,4026.71,4026.82,24.412,-25.29
1885,2019/12/19 14:25,IF2006.CFE,4054,13,15809820,10688.72581,,4028.26,4027.485,26.12,-25.74
1886,2019/12/19 14:26,IF2006.CFE,4054,12,14587140,10695.76,,4028.85,4028.555,25.846,-25.15
1887,2019/12/19 14:27,IF2006.CFE,4051.4,11,13373340,10701.26,,4028.65,4028.75,22.81,-22.75
1888,2019/12/19 14:28,IF2006.CFE,4052,11,13377360,10703,,4028.3,4028.475,23.056,-23.7
1889,2019/12/19 14:29,IF2006.CFE,4055.4,12,14597880,10705.38571,,4028.89,4028.595,25.794,-26.51
1890,2019/12/19 14:30,IF2006.CFE,4055.4,25,30436320,10713.25352,,4030.03,4029.46,25.072,-25.37
1891,2019/12/19 14:31,IF2006.CFE,4058.4,19,23130480,10723.7191,,4032.16,4031.095,27.296,-26.24
1892,2019/12/19 14:32,IF2006.CFE,4056.2,8,9736200,10730.61818,,4032.26,4032.21,24.708,-23.94
1893,2019/12/19 14:33,IF2006.CFE,4056.6,3,3649620,10735.66667,,4032.18,4032.22,25.056,-24.42
1894,2019/12/19 14:34,IF2006.CFE,4055,9,10945380,10737.72727,,4030.83,4031.505,23.786,-24.17
1895,2019/12/19 14:35,IF2006.CFE,4054,11,13381200,10742.01695,,4030.29,4030.56,23.09,-23.71
1896,2019/12/19 14:36,IF2006.CFE,4056,17,20686320,10750.71642,,4030.51,4030.4,25.294,-25.49
1897,2019/12/19 14:37,IF2006.CFE,4056.2,13,15814740,10762.7551,,4030.74,4030.625,25.576,-25.46
1898,2019/12/19 14:38,IF2006.CFE,4054.4,13,15811080,10773.66,,4031.16,4030.95,23.79,-23.24
1899,2019/12/19 14:39,IF2006.CFE,4054,6,7296180,10784.30909,,4030.42,4030.79,23.646,-23.58
1900,2019/12/19 14:40,IF2006.CFE,4053.4,17,20675340,10790.42424,,4030.22,4030.32,23.7,-23.18
1901,2019/12/19 14:41,IF2006.CFE,4053.2,25,30393360,10806.12195,,4029.23,4029.725,24.2,-23.97
1902,2019/12/19 14:42,IF2006.CFE,4051,14,17017620,10818.57143,,4027.47,4028.35,22.704,-23.53
1903,2019/12/19 14:43,IF2006.CFE,4051.4,18,21877440,10831.14035,,4027.66,4027.565,23.712,-23.74
1904,2019/12/19 14:44,IF2006.CFE,4050.6,25,30393060,10841.35,,4026.9,4027.28,23.514,-23.7
1905,2019/12/19 14:45,IF2006.CFE,4052.8,36,43758240,10863.06173,,4027.18,4027.04,25.908,-25.62
1906,2019/12/19 14:46,IF2006.CFE,4051.4,12,14586660,10879.09804,,4026.22,4026.7,24.648,-25.18
1907,2019/12/19 14:47,IF2006.CFE,4052,6,7294980,10883.27586,,4026.5,4026.36,25.262,-25.5
1908,2019/12/19 14:48,IF2006.CFE,4053.8,7,8510400,10886,,4026.96,4026.73,27.186,-26.84
1909,2019/12/19 14:49,IF2006.CFE,4051.8,2,2432040,10889.82051,,4026.83,4026.895,25.01,-24.97
1910,2019/12/19 14:50,IF2006.CFE,4053.8,9,10944780,10893.66667,,4026.56,4026.695,27,-27.24
1911,2019/12/19 14:51,IF2006.CFE,4053.2,11,13373580,10898.95455,,4027.1,4026.83,26.576,-26.1
1912,2019/12/19 14:52,IF2006.CFE,4052.4,10,12154860,10904.38095,,4026.55,4026.825,26.016,-25.85
1913,2019/12/19 14:53,IF2006.CFE,4050.6,15,18225600,10906.46341,,4026.08,4026.315,24.324,-24.52
1914,2019/12/19 14:54,IF2006.CFE,4050.8,2,2430540,10906,,4025.63,4025.855,24.824,-25.17
1915,2019/12/19 14:55,IF2006.CFE,4051.2,6,7290840,10907.91429,,4026.02,4025.825,25.382,-25.18
1916,2019/12/19 14:56,IF2006.CFE,4050.8,9,10937820,10909.375,,4025.6,4025.81,24.93,-25.2
1917,2019/12/19 14:57,IF2006.CFE,4051.2,6,7292940,10916.14286,,4025.76,4025.68,25.188,-25.44
1918,2019/12/19 14:58,IF2006.CFE,4052,9,10939920,10921.13043,,4026.34,4026.05,24.762,-25.66
1919,2019/12/19 14:59,IF2006.CFE,4052,12,14587440,10924.89474,,4026.34,4026.34,23.02,-25.66
1920,2019/12/20 9:30,IF2006.CFE,4061,46,56077740,10907.5619,,4032.15,4029.245,30.622,-28.85
1921,2019/12/20 9:31,IF2006.CFE,4064.2,23,28039140,10895.97436,,4034.31,4033.23,32.576,-29.89
1922,2019/12/20 9:32,IF2006.CFE,4064,12,14621580,10888.85526,,4032.75,4033.53,31.24,-31.25
1923,2019/12/20 9:33,IF2006.CFE,4060,21,25582380,10879.95455,,4032.57,4032.66,27.124,-27.43
1924,2019/12/20 9:34,IF2006.CFE,4061,5,6090900,10875.53448,,4032.02,4032.295,29.268,-28.98
1925,2019/12/20 9:35,IF2006.CFE,4060.6,28,34081080,10873.86,,4032.73,4032.375,29.31,-27.87
1926,2019/12/20 9:36,IF2006.CFE,4056,9,10954740,10873.94286,,4028.59,4030.66,25.018,-27.41
1927,2019/12/20 9:37,IF2006.CFE,4058.4,29,35316660,10866.98039,,4030.54,4029.565,27.718,-27.86
1928,2019/12/20 9:38,IF2006.CFE,4058.8,12,14609940,10863.38636,,4031.03,4030.785,27.884,-27.77
1929,2019/12/20 9:39,IF2006.CFE,4059.2,17,20713560,10859.90741,,4030.52,4030.775,26.56,-28.68
1930,2019/12/20 9:40,IF2006.CFE,4064.8,36,43917120,10860.10714,,4033.9,4032.21,30.872,-30.9
1931,2019/12/20 9:41,IF2006.CFE,4068,11,13423500,10856.91379,,4037.21,4035.555,32.57,-30.79
1932,2019/12/20 9:42,IF2006.CFE,4067.6,26,31748100,10858.02597,,4036.98,4037.095,30.666,-30.62
1933,2019/12/20 9:43,IF2006.CFE,4069.4,5,6105480,10858.33333,,4038.54,4037.76,31.28,-30.86
1934,2019/12/20 9:44,IF2006.CFE,4070,7,8546340,10858.21212,,4038.04,4038.29,31.12,-31.96
1935,2019/12/20 9:45,IF2006.CFE,4069.8,20,24421020,10853.45349,,4039.83,4038.935,30.502,-29.97
1936,2019/12/20 9:46,IF2006.CFE,4070.4,21,25633860,10850.26506,,4041.01,4040.42,30.988,-29.39
1937,2019/12/20 9:47,IF2006.CFE,4067.2,34,41494080,10849.2716,,4039.07,4040.04,27.78,-28.13
1938,2019/12/20 9:48,IF2006.CFE,4067.2,27,32936760,10845.11628,,4039.11,4039.09,28.132,-28.09
1939,2019/12/20 9:49,IF2006.CFE,4067.2,11,13419720,10838.55932,,4038.08,4038.595,28.464,-29.12
1940,2019/12/20 9:50,IF2006.CFE,4067,11,13425240,10836.0597,,4038.07,4038.075,28.286,-28.93
1941,2019/12/20 9:51,IF2006.CFE,4069.2,28,34157160,10832.61957,,4039.35,4038.71,30.588,-29.85
1942,2019/12/20 9:52,IF2006.CFE,4066,7,8539620,10829.69737,,4038.96,4039.155,26.65,-27.04
1943,2019/12/20 9:53,IF2006.CFE,4067,11,13427520,10825.75,,4038.6,4038.78,27.086,-28.4
1944,2019/12/20 9:54,IF2006.CFE,4069.4,12,14642820,10820.86667,,4041.77,4040.185,29.724,-27.63
1945,2019/12/20 9:55,IF2006.CFE,4068,25,30488040,10805.7907,,4040.89,4041.33,28.79,-27.11
1946,2019/12/20 9:56,IF2006.CFE,4064.8,28,34138260,10792.42708,,4038.16,4039.525,26.292,-26.64
1947,2019/12/20 9:57,IF2006.CFE,4058.6,31,37765620,10779.53333,,4036.63,4037.395,21.132,-21.97
1948,2019/12/20 9:58,IF2006.CFE,4061.2,21,25591920,10767.18919,,4035.09,4035.86,24.142,-26.11
1949,2019/12/20 9:59,IF2006.CFE,4063.6,10,12194340,10757.58,,4036.57,4035.83,26.612,-27.03
1950,2019/12/20 10:00,IF2006.CFE,4066.4,11,13421520,10752.80488,,4038.84,4037.705,29.218,-27.56
1951,2019/12/20 10:01,IF2006.CFE,4067,9,10976580,10754.40741,,4037.81,4038.325,29.172,-29.19
1952,2019/12/20 10:02,IF2006.CFE,4064.8,14,17070000,10752.01429,,4037.6,4037.705,26.754,-27.2
1953,2019/12/20 10:03,IF2006.CFE,4065.6,15,18289740,10749.54717,,4038.32,4037.96,27.72,-27.28
1954,2019/12/20 10:04,IF2006.CFE,4063,19,23168040,10748.25806,,4037.66,4037.99,24.764,-25.34
1955,2019/12/20 10:05,IF2006.CFE,4066,7,8539440,10750.14,,4038.01,4037.835,27.51,-27.99
1956,2019/12/20 10:06,IF2006.CFE,4066.2,26,31709520,10746.82716,,4039.59,4038.8,27.558,-26.61
1957,2019/12/20 10:07,IF2006.CFE,4065.8,14,17076000,10741.45614,,4038.87,4039.23,26.864,-26.93
1958,2019/12/20 10:08,IF2006.CFE,4064.6,25,30496740,10738.19048,,4039.08,4038.975,25.892,-25.52
1959,2019/12/20 10:09,IF2006.CFE,4065.8,50,60949140,10750.85542,,4039.13,4039.105,28.498,-26.67
1960,2019/12/20 10:10,IF2006.CFE,4060.6,22,26785140,10775.10377,,4036.87,4038,24.766,-23.73
1961,2019/12/20 10:11,IF2006.CFE,4057.2,17,20691900,10777.56471,,4032.56,4034.715,23.598,-24.64
1962,2019/12/20 10:12,IF2006.CFE,4056,35,42544200,10787.20455,,4031.53,4032.045,24.904,-24.47
1963,2019/12/20 10:13,IF2006.CFE,4051.4,13,15797880,10791.83824,,4027.92,4029.725,22.472,-23.48
1964,2019/12/20 10:14,IF2006.CFE,4050,9,10935780,10795.15517,,4026.6,4027.26,22.646,-23.4
1965,2019/12/20 10:15,IF2006.CFE,4050.8,23,27960300,10798.60465,,4026.03,4026.315,24.854,-24.77
1966,2019/12/20 10:16,IF2006.CFE,4052.2,3,3646260,10800.28,,4024.69,4025.36,26.896,-27.51
1967,2019/12/20 10:17,IF2006.CFE,4051.4,13,15805320,10801.46,,4024.49,4024.59,26.46,-26.91
1968,2019/12/20 10:18,IF2006.CFE,4052.8,7,8512260,10802.83077,,4024.71,4024.6,28.076,-28.09
1969,2019/12/20 10:19,IF2006.CFE,4051.8,1,1215780,10803,,4024.78,4024.745,27.018,-27.02
1970,2019/12/20 10:20,IF2006.CFE,4051.6,14,17015280,10804.85714,,4024.95,4024.865,27.178,-26.65
1971,2019/12/20 10:21,IF2006.CFE,4050.4,29,35235660,10814.875,,4024.98,4024.965,26.666,-25.42
1972,2019/12/20 10:22,IF2006.CFE,4048.6,9,10931880,10822.27451,,4022.69,4023.835,25.09,-25.91
1973,2019/12/20 10:23,IF2006.CFE,4049.6,13,15801120,10821.37313,,4021.27,4021.98,26.132,-28.33
1974,2019/12/20 10:24,IF2006.CFE,4052,6,7295040,10824.71053,,4023.66,4022.465,28.608,-28.34
1975,2019/12/20 10:25,IF2006.CFE,4053.2,9,10940280,10826.2931,,4024.74,4024.2,29.556,-28.46
1976,2019/12/20 10:26,IF2006.CFE,4051,1,1215240,10828.58333,,4024.6,4024.67,26.8,-26.4
1977,2019/12/20 10:27,IF2006.CFE,4051.4,4,4861500,10829,,4023.95,4024.275,26.812,-27.45
1978,2019/12/20 10:28,IF2006.CFE,4052,4,4862940,10827.73684,,4024.05,4024,27.03,-27.95
1979,2019/12/20 10:29,IF2006.CFE,4052.6,8,9724860,10825.41667,,4025.6,4024.825,27.338,-27
1980,2019/12/20 10:30,IF2006.CFE,4052,6,7292340,10826.75862,,4026.65,4026.125,26.384,-25.35
1981,2019/12/20 10:31,IF2006.CFE,4050,8,9721020,10828.24,,4026.06,4026.355,24.112,-23.94
1982,2019/12/20 10:32,IF2006.CFE,4051,7,8506860,10829.66667,,4025.72,4025.89,25.158,-25.28
1983,2019/12/20 10:33,IF2006.CFE,4051.2,1,1215360,10829,,4025.41,4025.565,25.672,-25.79
1984,2019/12/20 10:34,IF2006.CFE,4051.6,7,8508120,10829.5,,4025.37,4025.39,26.292,-26.23
1985,2019/12/20 10:35,IF2006.CFE,4051.2,4,4861020,10832.11765,,4025.08,4025.225,25.896,-26.12
1986,2019/12/20 10:36,IF2006.CFE,4050.6,2,2431020,10833,,4024.96,4025.02,25.258,-25.64
1987,2019/12/20 10:37,IF2006.CFE,4051.4,4,4861980,10833.30769,,4025.7,4025.33,25.91,-25.7
1988,2019/12/20 10:38,IF2006.CFE,4052,10,12156300,10834.56522,,4025.6,4025.65,26.264,-26.4
1989,2019/12/20 10:39,IF2006.CFE,4052.6,3,3646980,10836.1,,4026.11,4025.855,26.088,-26.49
1990,2019/12/20 10:40,IF2006.CFE,4052,6,7295760,10839.5098,,4026.31,4026.21,24.652,-25.69
1991,2019/12/20 10:41,IF2006.CFE,4054.6,10,12165120,10842.82222,,4028.84,4027.575,26.416,-25.76
1992,2019/12/20 10:42,IF2006.CFE,4055.4,16,19467240,10847.21622,,4029.88,4029.36,26.522,-25.52
1993,2019/12/20 10:43,IF2006.CFE,4057.4,3,3650220,10845.62857,,4029.78,4029.83,28.176,-27.62
1994,2019/12/20 10:44,IF2006.CFE,4055.6,6,7297680,10845.125,,4029.58,4029.68,26.422,-26.02
1995,2019/12/20 10:45,IF2006.CFE,4054,3,3649080,10844.88462,,4028.04,4028.81,24.906,-25.96
1996,2019/12/20 10:46,IF2006.CFE,4054.8,7,8517240,10842.9,,4028.61,4028.325,25.858,-26.19
1997,2019/12/20 10:47,IF2006.CFE,4056.4,8,9734160,10842.5,,4029.46,4029.035,27.546,-26.94
1998,2019/12/20 10:48,IF2006.CFE,4055,5,6083460,10841.41667,,4029.02,4029.24,25.764,-25.98
1999,2019/12/20 10:49,IF2006.CFE,4055.8,2,2434320,10841,,4029.14,4029.08,25.916,-26.66
2000,2019/12/20 10:50,IF2006.CFE,4057,8,9740280,10839.88462,,4029.95,4029.545,26.322,-27.05
2001,2019/12/20 10:51,IF2006.CFE,4059,21,25574580,10841.54386,,4031.85,4030.9,27.378,-27.15
2002,2019/12/20 10:52,IF2006.CFE,4060.8,7,8527500,10845.63636,,4033.43,4032.64,28.194,-27.37
2003,2019/12/20 10:53,IF2006.CFE,4059,6,7308240,10842.13333,,4033.74,4033.585,25.834,-25.26
2004,2019/12/20 10:54,IF2006.CFE,4060.6,2,2435580,10841,,4034.06,4033.9,27.22,-26.54
2005,2019/12/20 10:55,IF2006.CFE,4060,6,7308240,10843.13333,,4032.75,4033.405,26.472,-27.25
2006,2019/12/20 10:56,IF2006.CFE,4060.4,7,8530380,10843.89796,,4032.92,4032.835,26.784,-27.48
2007,2019/12/20 10:57,IF2006.CFE,4061.2,3,3654720,10844.57143,,4034.17,4033.545,27.566,-27.03
2008,2019/12/20 10:58,IF2006.CFE,4061.8,7,8528160,10846.9,,4034.18,4034.175,27.714,-27.62
2009,2019/12/20 10:59,IF2006.CFE,4061.4,5,6094020,10846.43137,,4034.15,4034.165,26.168,-27.25
2010,2019/12/20 11:00,IF2006.CFE,4064,11,13417140,10843.60526,,4035.01,4034.58,28.22,-28.99
2011,2019/12/20 11:01,IF2006.CFE,4066,8,9754200,10843.72881,,4038.65,4036.83,29.466,-27.35
2012,2019/12/20 11:02,IF2006.CFE,4063.6,1,1219320,10842,,4036.91,4037.78,26.42,-26.69
2013,2019/12/20 11:03,IF2006.CFE,4066.4,12,14637780,10841.9,,4037.95,4037.43,28.674,-28.45
2014,2019/12/20 11:04,IF2006.CFE,4064.2,1,1219380,10841,,4037.38,4037.665,26.488,-26.82
2015,2019/12/20 11:05,IF2006.CFE,4064.6,2,2439300,10841,,4037.74,4037.56,26.914,-26.86
2016,2019/12/20 11:06,IF2006.CFE,4066,10,12191760,10840.875,,4038.58,4038.16,28.62,-27.42
2017,2019/12/20 11:07,IF2006.CFE,4062.4,6,7313700,10842.36842,,4036.78,4037.68,25.212,-25.62
2018,2019/12/20 11:08,IF2006.CFE,4063.4,5,6096240,10841.65517,,4036.42,4036.6,26.582,-26.98
2019,2019/12/20 11:09,IF2006.CFE,4064.2,5,6095580,10842.26531,,4036.42,4036.42,27.99,-27.78
2020,2019/12/20 11:10,IF2006.CFE,4063,7,8530680,10845.6087,,4035.89,4036.155,26.94,-27.11
2021,2019/12/20 11:11,IF2006.CFE,4061.8,5,6094140,10847.42105,,4035.54,4035.715,25.824,-26.26
2022,2019/12/20 11:12,IF2006.CFE,4064,0,0,10847,,4036.03,4035.785,27.74,-27.97
2023,2019/12/20 11:13,IF2006.CFE,4064,6,7317420,10847.48571,,4036,4036.015,27.176,-28
2024,2019/12/20 11:14,IF2006.CFE,4066.8,5,6098340,10845.08955,,4037.84,4036.92,29.444,-28.96
2025,2019/12/20 11:15,IF2006.CFE,4066,6,7319280,10845.64444,,4038.71,4038.275,28.112,-27.29
2026,2019/12/20 11:16,IF2006.CFE,4065.6,3,3659160,10847.62222,,4038.2,4038.455,26.984,-27.4
2027,2019/12/20 11:17,IF2006.CFE,4066.2,9,10981200,10849.6,,4038.69,4038.445,26.336,-27.51
2028,2019/12/20 11:18,IF2006.CFE,4069.2,19,23209680,10848.29268,,4039.64,4039.165,28.07,-29.56
2029,2019/12/20 11:19,IF2006.CFE,4073.2,10,12219900,10847.91045,,4044.08,4041.86,30.448,-29.12
2030,2019/12/20 11:20,IF2006.CFE,4074,29,35448300,10852.55882,,4045.04,4044.56,29.75,-28.96
2031,2019/12/20 11:21,IF2006.CFE,4075.6,14,17112480,10853.68889,,4046.31,4045.675,30.678,-29.29
2032,2019/12/20 11:22,IF2006.CFE,4073.8,8,9772680,10859.24324,,4046.18,4046.245,29.214,-27.62
2033,2019/12/20 11:23,IF2006.CFE,4070.2,5,6105060,10864.33333,,4043,4044.59,25.972,-27.2
2034,2019/12/20 11:24,IF2006.CFE,4069,4,4882080,10864,,4042.4,4042.7,26.216,-26.6
2035,2019/12/20 11:25,IF2006.CFE,4067.8,14,17077320,10867.75,,4043.25,4042.825,26.192,-24.55
2036,2019/12/20 11:26,IF2006.CFE,4063.4,11,13413900,10867.95833,,4039.09,4041.17,22.308,-24.31
2037,2019/12/20 11:27,IF2006.CFE,4065.8,3,3658320,10867.16667,,4040.3,4039.695,25.144,-25.5
2038,2019/12/20 11:28,IF2006.CFE,4064,10,12195180,10869.31481,,4040.42,4040.36,24.086,-23.58
2039,2019/12/20 11:29,IF2006.CFE,4066.2,7,8535540,10873.12308,,4040.22,4040.32,26.196,-25.98
2040,2019/12/20 13:00,IF2006.CFE,4063,9,10969320,10873.87654,,4039.54,4039.88,23.274,-23.46
2041,2019/12/20 13:01,IF2006.CFE,4062.2,0,0,10875,,4039.54,4039.54,23.06,-22.66
2042,2019/12/20 13:02,IF2006.CFE,4062.2,6,7314420,10875.5,,4038.91,4039.225,23.628,-23.29
2043,2019/12/20 13:03,IF2006.CFE,4063.4,6,7314960,10878.03774,,4037.49,4038.2,25.3,-25.91
2044,2019/12/20 13:04,IF2006.CFE,4064.6,4,4877580,10879.19737,,4037.38,4037.435,27.194,-27.22
2045,2019/12/20 13:05,IF2006.CFE,4065,19,23149380,10882.22642,,4037.18,4037.28,28.438,-27.82
2046,2019/12/20 13:06,IF2006.CFE,4060,5,6087780,10884.47541,,4036.07,4036.625,24.126,-23.93
2047,2019/12/20 13:07,IF2006.CFE,4058.4,2,2434320,10884,,4034.69,4035.38,23.334,-23.71
2048,2019/12/20 13:08,IF2006.CFE,4056.4,8,9736320,10882,,4034.05,4034.37,21.912,-22.35
2049,2019/12/20 13:09,IF2006.CFE,4057.4,5,6087300,10881.59091,,4033.34,4033.695,23.32,-24.06
2050,2019/12/20 13:10,IF2006.CFE,4059.6,3,3653460,10881,,4034.29,4033.815,25.52,-25.31
2051,2019/12/20 13:11,IF2006.CFE,4059.8,3,3652980,10880.2,,4034.03,4034.16,25.65,-25.77
2052,2019/12/20 13:12,IF2006.CFE,4059,7,8522760,10880.73913,,4034.69,4034.36,24.834,-24.31
2053,2019/12/20 13:13,IF2006.CFE,4058,1,1217100,10881,,4034.4,4034.545,24.188,-23.6
2054,2019/12/20 13:14,IF2006.CFE,4057,1,1216920,10881.33333,,4033.42,4033.91,23.4,-23.58
2055,2019/12/20 13:15,IF2006.CFE,4056.4,1,1217220,10882,,4032.52,4032.97,23.304,-23.88
2056,2019/12/20 13:16,IF2006.CFE,4057.4,0,0,10882,,4032.97,4032.745,24.552,-24.43
2057,2019/12/20 13:17,IF2006.CFE,4057,19,23122380,10881.40741,,4032.17,4032.57,24.172,-24.83
2058,2019/12/20 13:18,IF2006.CFE,4056.4,15,18253140,10877.10714,,4033.16,4032.665,23.55,-23.24
2059,2019/12/20 13:19,IF2006.CFE,4056.2,12,14597460,10875.78947,,4033.32,4033.24,23.448,-22.88
2060,2019/12/20 13:20,IF2006.CFE,4053.6,4,4866060,10872.65,,4032.63,4032.975,20.624,-20.97
2061,2019/12/20 13:21,IF2006.CFE,4055.8,5,6084960,10871.54286,,4032.48,4032.555,22.618,-23.32
2062,2019/12/20 13:22,IF2006.CFE,4057,8,9739020,10873.37705,,4033.29,4032.885,23.752,-23.71
2063,2019/12/20 13:23,IF2006.CFE,4059,8,9739020,10875.32432,,4034.19,4033.74,25.446,-24.81
2064,2019/12/20 13:24,IF2006.CFE,4057.8,2,2434680,10876.75,,4033.65,4033.92,23.848,-24.15
2065,2019/12/20 13:25,IF2006.CFE,4057.6,4,4870380,10878.82927,,4034.16,4033.905,23.45,-23.44
2066,2019/12/20 13:26,IF2006.CFE,4057.6,3,3651960,10880.83333,,4034.47,4034.315,23.724,-23.13
2067,2019/12/20 13:27,IF2006.CFE,4057.4,3,3651180,10881.45,,4034.28,4034.375,23.658,-23.12
2068,2019/12/20 13:28,IF2006.CFE,4056.6,1,1216860,10882,,4032.82,4033.55,23.17,-23.78
2069,2019/12/20 13:29,IF2006.CFE,4056.2,6,7300440,10880.41026,,4032.98,4032.9,23.088,-23.22
2070,2019/12/20 13:30,IF2006.CFE,4055.8,4,4866660,10879.8,,4032.6,4032.79,23.118,-23.2
2071,2019/12/20 13:31,IF2006.CFE,4055.4,2,2433540,10879,,4032.88,4032.74,23.2,-22.52
2072,2019/12/20 13:32,IF2006.CFE,4055.6,11,13380300,10879,,4032.13,4032.505,24.284,-23.47
2073,2019/12/20 13:33,IF2006.CFE,4054,0,0,10879,,4030.41,4031.27,23.476,-23.59
2074,2019/12/20 13:34,IF2006.CFE,4054,4,4864380,10876.47368,,4028.56,4029.485,24.558,-25.44
2075,2019/12/20 13:35,IF2006.CFE,4053.4,21,25536420,10877.27027,,4028.64,4028.6,24.832,-24.76
2076,2019/12/20 13:36,IF2006.CFE,4053.4,8,9724080,10877.1,,4027.47,4028.055,25.648,-25.93
2077,2019/12/20 13:37,IF2006.CFE,4052.2,5,6077880,10873.92982,,4027.76,4027.615,25.19,-24.44
2078,2019/12/20 13:38,IF2006.CFE,4052,8,9721260,10872.8,,4026.33,4027.045,25.652,-25.67
2079,2019/12/20 13:39,IF2006.CFE,4050.2,3,3645240,10874.92727,,4024.85,4025.59,24.108,-25.35
2080,2019/12/20 13:40,IF2006.CFE,4050.4,5,6079140,10873.73333,,4025.33,4025.09,24.518,-25.07
2081,2019/12/20 13:41,IF2006.CFE,4052.4,4,4863240,10872.08772,,4026.19,4025.76,26.504,-26.21
2082,2019/12/20 13:42,IF2006.CFE,4052.8,3,3647160,10872.24074,,4026.71,4026.45,26.72,-26.09
2083,2019/12/20 13:43,IF2006.CFE,4052.2,1,1215600,10873,,4026.4,4026.555,26.192,-25.8
2084,2019/12/20 13:44,IF2006.CFE,4052,3,3647400,10872.54545,,4025.77,4026.085,26.102,-26.23
2085,2019/12/20 13:45,IF2006.CFE,4052.2,2,2431500,10873.88889,,4024.97,4025.37,26.576,-27.23
2086,2019/12/20 13:46,IF2006.CFE,4052.8,1,1215900,10874.19048,,4025.64,4025.305,27.34,-27.16
2087,2019/12/20 13:47,IF2006.CFE,4053,17,20672280,10883.03571,,4025.34,4025.49,27.358,-27.66
2088,2019/12/20 13:48,IF2006.CFE,4053,2,2432040,10885.40476,,4025.58,4025.46,26.806,-27.42
2089,2019/12/20 13:49,IF2006.CFE,4053.8,4,4866540,10885.84,,4026.68,4026.13,26.934,-27.12
2090,2019/12/20 13:50,IF2006.CFE,4055.4,6,7302420,10887.46,,4027.73,4027.205,27.752,-27.67
2091,2019/12/20 13:51,IF2006.CFE,4057.2,5,6085200,10888.175,,4029,4028.365,28.79,-28.2
2092,2019/12/20 13:52,IF2006.CFE,4057,5,6084300,10889,,4029.25,4029.125,28.066,-27.75
2093,2019/12/20 13:53,IF2006.CFE,4056.4,2,2433600,10889.18182,,4029.39,4029.32,27.292,-27.01
2094,2019/12/20 13:54,IF2006.CFE,4056,4,4865460,10889.4,,4029.3,4029.345,27.022,-26.7
2095,2019/12/20 13:55,IF2006.CFE,4053.8,1,1216620,10890.2619,,4028.6,4028.95,24.662,-25.2
2096,2019/12/20 13:56,IF2006.CFE,4055.4,1,1217220,10891,,4028.35,4028.475,26.16,-27.05
2097,2019/12/20 13:57,IF2006.CFE,4057.4,1,1217040,10891,,4030.05,4029.2,27.912,-27.35
