datetime,IF2012,IF2009,spread,index
2020/7/15 14:39,4712.4,4733.4,-21.0,4781.19
2020/7/15 14:40,4708.0,4728.6,-20.6,4774.17
2020/7/15 14:41,4704.8,4728.2,-23.4,4771.03
2020/7/15 14:42,4714.4,4735.4,-21.0,4769.9
2020/7/15 14:43,4711.0,4729.2,-18.2,4768.44
2020/7/15 14:44,4700.6,4719.2,-18.6,4770.85
2020/7/15 14:45,4695.2,4713.0,-17.8,4768.01
2020/7/15 14:46,4688.2,4710.4,-22.2,4762.59
2020/7/15 14:47,4696.8,4718.4,-21.6,4756.04
2020/7/15 14:48,4687.0,4709.0,-22.0,4754.62
2020/7/15 14:49,4686.0,4706.4,-20.4,4754.62
2020/7/15 14:50,4683.0,4701.0,-18.0,4750.93
2020/7/15 14:51,4685.0,4702.8,-17.8,4746.57
2020/7/15 14:52,4685.0,4706.2,-21.2,4746.57
2020/7/15 14:53,4689.4,4710.0,-20.6,4740.8
2020/7/15 14:54,4690.0,4709.6,-19.6,4741.04
2020/7/15 14:55,4690.8,4705.6,-14.8,4742.8
2020/7/15 14:56,4685.4,4705.4,-20.0,4744.68
2020/7/15 14:57,4689.0,4705.6,-16.6,4745.02
2020/7/15 14:58,4682.2,4700.0,-17.8,4745.1
2020/7/15 14:59,4683.0,4699.6,-16.6,4745.1
2020/7/16 9:30,4706.4,4726.4,-20.0,4741.53
2020/7/16 9:31,4691.0,4709.0,-18.0,4748.28
2020/7/16 9:32,4697.2,4712.0,-14.8,4749.5
2020/7/16 9:33,4707.6,4725.8,-18.2,4721.96
2020/7/16 9:34,4696.6,4710.6,-14.0,4741.55
2020/7/16 9:35,4684.2,4700.0,-15.8,4729.83
2020/7/16 9:36,4693.0,4705.6,-12.6,4728.01
2020/7/16 9:37,4692.6,4711.6,-19.0,4729.98
2020/7/16 9:38,4702.4,4718.0,-15.6,4729.7
2020/7/16 9:39,4696.4,4719.2,-22.8,4735.72
2020/7/16 9:40,4710.2,4726.8,-16.6,4735.78
2020/7/16 9:41,4717.0,4734.6,-17.6,4737.91
2020/7/16 9:42,4720.6,4741.0,-20.4,4749.2
2020/7/16 9:43,4726.2,4744.8,-18.6,4749.2
2020/7/16 9:44,4725.6,4745.8,-20.2,4761.34
2020/7/16 9:45,4729.8,4748.0,-18.2,4770.78
2020/7/16 9:46,4723.8,4745.8,-22.0,4769.88
2020/7/16 9:47,4719.4,4742.0,-22.6,4772.08
2020/7/16 9:48,4725.0,4745.4,-20.4,4758.62
2020/7/16 9:49,4724.0,4739.0,-15.0,4762.08
2020/7/16 9:50,4715.4,4734.6,-19.2,4767.13
2020/7/16 9:51,4721.0,4740.0,-19.0,4761.44
2020/7/16 9:52,4715.0,4735.0,-20.0,4755.55
2020/7/16 9:53,4708.2,4727.4,-19.2,4755.29
2020/7/16 9:54,4712.4,4730.8,-18.4,4747.72
2020/7/16 9:55,4708.8,4724.8,-16.0,4743.74
2020/7/16 9:56,4706.8,4724.4,-17.6,4745.18
2020/7/16 9:57,4715.8,4732.8,-17.0,4745.18
2020/7/16 9:58,4706.2,4724.0,-17.8,4748.39
2020/7/16 9:59,4702.4,4720.2,-17.8,4749.64
2020/7/16 10:00,4716.0,4734.8,-18.8,4738.99
2020/7/16 10:01,4720.0,4735.6,-15.6,4746.06
2020/7/16 10:02,4713.2,4731.2,-18.0,4753.71
2020/7/16 10:03,4711.0,4729.8,-18.8,4753.59
2020/7/16 10:04,4707.0,4722.0,-15.0,4748.21
2020/7/16 10:05,4703.2,4718.2,-15.0,4743.96
2020/7/16 10:06,4697.2,4712.0,-14.8,4738.74
2020/7/16 10:07,4694.0,4709.0,-15.0,4733.36
2020/7/16 10:08,4694.8,4710.4,-15.6,4727.96
2020/7/16 10:09,4697.6,4714.0,-16.4,4726.62
2020/7/16 10:10,4690.0,4706.0,-16.0,4719.75
2020/7/16 10:11,4690.8,4707.0,-16.2,4725.6
2020/7/16 10:12,4695.2,4712.0,-16.8,4719.54
2020/7/16 10:13,4691.8,4707.4,-15.6,4718.48
2020/7/16 10:14,4690.0,4705.2,-15.2,4720.2
2020/7/16 10:15,4678.2,4695.0,-16.8,4717.81
2020/7/16 10:16,4679.8,4696.0,-16.2,4713.97
2020/7/16 10:17,4687.2,4698.6,-11.4,4710.9
2020/7/16 10:18,4676.6,4688.8,-12.2,4704.38
2020/7/16 10:19,4676.0,4693.0,-17.0,4705.5
2020/7/16 10:20,4684.2,4697.8,-13.6,4697.51
2020/7/16 10:21,4677.6,4691.8,-14.2,4697.19
2020/7/16 10:22,4674.6,4688.2,-13.6,4698.73
2020/7/16 10:23,4678.0,4690.0,-12.0,4697.19
2020/7/16 10:24,4661.8,4671.8,-10.0,4695.93
2020/7/16 10:25,4654.0,4664.6,-10.6,4691.98
2020/7/16 10:26,4656.8,4667.4,-10.6,4679.19
2020/7/16 10:27,4650.0,4660.2,-10.2,4676.94
2020/7/16 10:28,4642.8,4653.4,-10.6,4676.59
2020/7/16 10:29,4650.4,4664.6,-14.2,4676.34
2020/7/16 10:30,4665.8,4678.0,-12.2,4665.06
2020/7/16 10:31,4665.8,4676.2,-10.4,4678.6
2020/7/16 10:32,4674.6,4688.8,-14.2,4687.4
2020/7/16 10:33,4671.2,4683.6,-12.4,4692.03
2020/7/16 10:34,4666.8,4679.4,-12.6,4699.09
2020/7/16 10:35,4668.2,4681.2,-13.0,4695.04
2020/7/16 10:36,4660.0,4673.0,-13.0,4694.67
2020/7/16 10:37,4649.8,4662.0,-12.2,4695.15
2020/7/16 10:38,4654.8,4665.8,-11.0,4695.15
2020/7/16 10:39,4648.8,4661.4,-12.6,4695.15
2020/7/16 10:40,4637.0,4647.0,-10.0,4695.15
2020/7/16 10:41,4631.0,4641.4,-10.4,4695.15
2020/7/16 10:42,4635.2,4644.0,-8.8,4665.71
2020/7/16 10:43,4646.2,4661.0,-14.8,4669.46
2020/7/16 10:44,4665.0,4676.0,-11.0,4676.26
2020/7/16 10:45,4655.8,4667.2,-11.4,4676.26
2020/7/16 10:46,4659.4,4671.2,-11.8,4688.63
2020/7/16 10:47,4655.2,4666.6,-11.4,4691.42
2020/7/16 10:48,4660.0,4671.2,-11.2,4692.53
2020/7/16 10:49,4665.8,4680.0,-14.2,4692.91
2020/7/16 10:50,4659.4,4672.0,-12.6,4696.88
2020/7/16 10:51,4657.0,4668.0,-11.0,4696.88
2020/7/16 10:52,4644.2,4655.6,-11.4,4703.41
2020/7/16 10:53,4650.0,4669.0,-19.0,4702.28
2020/7/16 10:54,4646.4,4662.2,-15.8,4693.9
2020/7/16 10:55,4666.2,4679.6,-13.4,4694.67
2020/7/16 10:56,4660.6,4674.8,-14.2,4700.47
2020/7/16 10:57,4663.6,4679.0,-15.4,4702.42
2020/7/16 10:58,4662.0,4671.4,-9.4,4705.89
2020/7/16 10:59,4647.8,4659.4,-11.6,4705.64
2020/7/16 11:00,4652.2,4663.4,-11.2,4703.34
2020/7/16 11:01,4661.2,4672.8,-11.6,4693.83
2020/7/16 11:02,4655.8,4669.4,-13.6,4695.06
2020/7/16 11:03,4646.4,4659.6,-13.2,4699.51
2020/7/16 11:04,4640.6,4651.8,-11.2,4693.28
2020/7/16 11:05,4642.0,4655.4,-13.4,4692.92
2020/7/16 11:06,4640.0,4655.6,-15.6,4682.68
2020/7/16 11:07,4637.6,4650.4,-12.8,4684.54
2020/7/16 11:08,4647.2,4655.4,-8.2,4681.06
2020/7/16 11:09,4640.8,4652.2,-11.4,4682.44
2020/7/16 11:10,4631.8,4642.2,-10.4,4681.41
2020/7/16 11:11,4622.0,4633.4,-11.4,4675.42
2020/7/16 11:12,4621.8,4632.0,-10.2,4668.28
2020/7/16 11:13,4637.8,4652.8,-15.0,4666.78
2020/7/16 11:14,4628.4,4639.8,-11.4,4673.19
2020/7/16 11:15,4613.0,4627.0,-14.0,4676.76
2020/7/16 11:16,4608.8,4619.0,-10.2,4671.02
2020/7/16 11:17,4608.0,4617.2,-9.2,4655.17
2020/7/16 11:18,4605.0,4616.2,-11.2,4656.05
2020/7/16 11:19,4600.2,4613.0,-12.8,4652.73
2020/7/16 11:20,4590.8,4602.2,-11.4,4648.57
2020/7/16 11:21,4608.0,4620.0,-12.0,4647.9
2020/7/16 11:22,4613.0,4625.0,-12.0,4641.87
2020/7/16 11:23,4619.2,4630.0,-10.8,4641.87
2020/7/16 11:24,4620.4,4631.4,-11.0,4641.87
2020/7/16 11:25,4630.8,4641.0,-10.2,4660.64
2020/7/16 11:26,4623.0,4633.4,-10.4,4664.42
2020/7/16 11:27,4629.6,4644.0,-14.4,4667.34
2020/7/16 11:28,4627.2,4641.0,-13.8,4669.68
2020/7/16 11:29,4621.8,4633.2,-11.4,4671.61
2020/7/16 13:00,4612.2,4625.8,-13.6,4669.08
2020/7/16 13:01,4621.6,4634.8,-13.2,4659.93
2020/7/16 13:02,4621.2,4634.2,-13.0,4663.79
2020/7/16 13:03,4614.8,4625.8,-11.0,4664.31
2020/7/16 13:04,4608.0,4621.0,-13.0,4661.13
2020/7/16 13:05,4606.4,4618.6,-12.2,4656.22
2020/7/16 13:06,4609.2,4622.4,-13.2,4652.12
2020/7/16 13:07,4603.2,4617.4,-14.2,4650.52
2020/7/16 13:08,4600.0,4612.0,-12.0,4650.86
2020/7/16 13:09,4609.0,4620.0,-11.0,4647.69
2020/7/16 13:10,4596.2,4609.4,-13.2,4646.66
2020/7/16 13:11,4596.8,4610.0,-13.2,4647.74
2020/7/16 13:12,4613.4,4623.6,-10.2,4647.74
2020/7/16 13:13,4621.2,4632.6,-11.4,4643.54
2020/7/16 13:14,4614.8,4628.8,-14.0,4643.54
2020/7/16 13:15,4619.6,4634.0,-14.4,4658.34
2020/7/16 13:16,4605.4,4619.2,-13.8,4658.34
2020/7/16 13:17,4600.4,4613.6,-13.2,4657.34
2020/7/16 13:18,4590.6,4603.8,-13.2,4657.34
2020/7/16 13:19,4584.0,4599.4,-15.4,4657.34
2020/7/16 13:20,4590.8,4608.6,-17.8,4639.7
2020/7/16 13:21,4585.6,4597.0,-11.4,4634.75
2020/7/16 13:22,4580.0,4591.8,-11.8,4636.79
2020/7/16 13:23,4573.6,4590.8,-17.2,4629.04
2020/7/16 13:24,4558.8,4577.6,-18.8,4628.32
2020/7/16 13:25,4573.6,4592.6,-19.0,4616.99
2020/7/16 13:26,4574.6,4592.8,-18.2,4616.12
2020/7/16 13:27,4560.0,4577.8,-17.8,4619.71
2020/7/16 13:28,4535.0,4557.6,-22.6,4621.39
2020/7/16 13:29,4507.0,4537.4,-30.4,4610.81
2020/7/16 13:30,4505.8,4542.0,-36.2,4603.83
2020/7/16 13:31,4508.2,4542.8,-34.6,4595.01
2020/7/16 13:32,4500.4,4528.8,-28.4,4591.71
2020/7/16 13:33,4509.6,4542.0,-32.4,4581.46
2020/7/16 13:34,4494.4,4528.0,-33.6,4578.15
2020/7/16 13:35,4520.0,4558.6,-38.6,4574.34
2020/7/16 13:36,4532.2,4569.4,-37.2,4573.58
2020/7/16 13:37,4534.4,4565.2,-30.8,4598.92
2020/7/16 13:38,4538.0,4564.6,-26.6,4607.85
2020/7/16 13:39,4535.8,4569.0,-33.2,4610.59
2020/7/16 13:40,4553.2,4582.8,-29.6,4609.13
2020/7/16 13:41,4554.0,4583.0,-29.0,4609.13
2020/7/16 13:42,4557.8,4586.0,-28.2,4627.96
2020/7/16 13:43,4535.2,4560.0,-24.8,4628.04
2020/7/16 13:44,4545.2,4571.0,-25.8,4627.41
2020/7/16 13:45,4558.4,4583.4,-25.0,4615.57
2020/7/16 13:46,4552.4,4577.0,-24.6,4615.57
2020/7/16 13:47,4550.6,4574.0,-23.4,4625.05
2020/7/16 13:48,4549.0,4573.6,-24.6,4626.18
2020/7/16 13:49,4556.6,4583.2,-26.6,4621.36
2020/7/16 13:50,4561.4,4586.6,-25.2,4622.17
2020/7/16 13:51,4547.8,4571.8,-24.0,4626.0
2020/7/16 13:52,4555.4,4579.4,-24.0,4620.81
2020/7/16 13:53,4543.8,4572.4,-28.6,4619.62
2020/7/16 13:54,4528.0,4550.6,-22.6,4619.06
2020/7/16 13:55,4541.6,4565.0,-23.4,4619.06
2020/7/16 13:56,4536.0,4560.4,-24.4,4605.69
2020/7/16 13:57,4533.6,4556.4,-22.8,4602.33
2020/7/16 13:58,4544.6,4571.8,-27.2,4602.33
2020/7/16 13:59,4547.8,4572.8,-25.0,4599.07
2020/7/16 14:00,4545.2,4568.2,-23.0,4603.9
2020/7/16 14:01,4562.8,4584.2,-21.4,4603.9
2020/7/16 14:02,4563.2,4588.4,-25.2,4613.21
2020/7/16 14:03,4567.2,4593.0,-25.8,4620.96
2020/7/16 14:04,4565.4,4591.4,-26.0,4620.96
2020/7/16 14:05,4558.2,4580.0,-21.8,4620.96
2020/7/16 14:06,4545.4,4568.4,-23.0,4620.96
2020/7/16 14:07,4526.2,4547.0,-20.8,4619.89
2020/7/16 14:08,4518.0,4542.0,-24.0,4605.48
2020/7/16 14:09,4529.4,4549.0,-19.6,4597.56
2020/7/16 14:10,4517.0,4542.0,-25.0,4595.97
2020/7/16 14:11,4506.0,4531.8,-25.8,4596.74
2020/7/16 14:12,4521.6,4546.2,-24.6,4596.74
2020/7/16 14:13,4532.4,4550.4,-18.0,4586.73
2020/7/16 14:14,4525.2,4544.0,-18.8,4589.67
2020/7/16 14:15,4509.8,4530.6,-20.8,4589.67
2020/7/16 14:16,4502.8,4524.4,-21.6,4589.67
2020/7/16 14:17,4510.8,4531.4,-20.6,4584.5
2020/7/16 14:18,4504.0,4526.2,-22.2,4574.66
2020/7/16 14:19,4483.0,4508.6,-25.6,4573.63
2020/7/16 14:20,4482.8,4505.4,-22.6,4566.47
2020/7/16 14:21,4471.2,4497.2,-26.0,4559.15
2020/7/16 14:22,4499.4,4526.0,-26.6,4551.63
2020/7/16 14:23,4510.0,4529.8,-19.8,4552.12
2020/7/16 14:24,4504.8,4529.8,-25.0,4565.84
2020/7/16 14:25,4497.4,4518.6,-21.2,4565.84
2020/7/16 14:26,4507.0,4527.2,-20.2,4573.0
2020/7/16 14:27,4512.6,4536.0,-23.4,4569.08
2020/7/16 14:28,4502.8,4525.2,-22.4,4569.08
2020/7/16 14:29,4512.4,4531.0,-18.6,4571.92
2020/7/16 14:30,4497.4,4518.2,-20.8,4570.42
2020/7/16 14:31,4490.0,4511.4,-21.4,4570.42
2020/7/16 14:32,4463.8,4486.6,-22.8,4560.09
2020/7/16 14:33,4466.0,4486.0,-20.0,4551.11
2020/7/16 14:34,4460.0,4478.6,-18.6,4536.46
2020/7/16 14:35,4450.0,4470.2,-20.2,4531.1
2020/7/16 14:36,4431.4,4458.0,-26.6,4525.23
2020/7/16 14:37,4447.0,4474.8,-27.8,4518.15
2020/7/16 14:38,4463.0,4488.4,-25.4,4513.92
2020/7/16 14:39,4464.2,4491.2,-27.0,4520.2
2020/7/16 14:40,4481.0,4505.8,-24.8,4525.19
2020/7/16 14:41,4476.8,4500.0,-23.2,4532.02
2020/7/16 14:42,4468.4,4494.0,-25.6,4545.12
2020/7/16 14:43,4454.6,4482.6,-28.0,4546.46
2020/7/16 14:44,4455.4,4482.0,-26.6,4543.9
2020/7/16 14:45,4464.8,4496.0,-31.2,4539.29
2020/7/16 14:46,4453.0,4477.4,-24.4,4540.27
2020/7/16 14:47,4443.4,4470.4,-27.0,4542.26
2020/7/16 14:48,4435.0,4466.0,-31.0,4542.26
2020/7/16 14:49,4435.0,4465.0,-30.0,4532.9
2020/7/16 14:50,4447.6,4475.0,-27.4,4527.66
2020/7/16 14:51,4437.0,4466.2,-29.2,4526.95
2020/7/16 14:52,4447.6,4467.8,-20.2,4525.91
2020/7/16 14:53,4438.0,4465.0,-27.0,4523.61
2020/7/16 14:54,4436.0,4460.8,-24.8,4521.22
2020/7/16 14:55,4432.4,4459.6,-27.2,4519.47
2020/7/16 14:56,4422.0,4450.0,-28.0,4518.86
2020/7/16 14:57,4426.6,4449.6,-23.0,4517.67
2020/7/16 14:58,4435.0,4455.0,-20.0,4516.93
2020/7/16 14:59,4435.8,4461.0,-25.2,4516.93
2020/7/17 9:30,4472.8,4494.6,-21.8,4524.77
2020/7/17 9:31,4455.8,4478.6,-22.8,4550.54
2020/7/17 9:32,4470.0,4497.2,-27.2,4535.41
2020/7/17 9:33,4452.0,4480.0,-28.0,4542.22
2020/7/17 9:34,4445.8,4471.0,-25.2,4533.36
2020/7/17 9:35,4445.6,4475.2,-29.6,4507.24
2020/7/17 9:36,4458.8,4485.6,-26.8,4501.11
2020/7/17 9:37,4482.0,4506.4,-24.4,4520.61
2020/7/17 9:38,4484.8,4506.2,-21.4,4532.79
2020/7/17 9:39,4487.8,4510.8,-23.0,4545.57
2020/7/17 9:40,4493.6,4519.0,-25.4,4544.14
2020/7/17 9:41,4499.0,4522.8,-23.8,4558.83
2020/7/17 9:42,4488.8,4513.4,-24.6,4566.56
2020/7/17 9:43,4497.2,4522.6,-25.4,4556.82
2020/7/17 9:44,4496.8,4522.0,-25.2,4560.07
2020/7/17 9:45,4502.2,4526.4,-24.2,4557.87
2020/7/17 9:46,4492.8,4520.0,-27.2,4570.0
2020/7/17 9:47,4489.6,4517.0,-27.4,4564.49
2020/7/17 9:48,4478.0,4504.6,-26.6,4563.03
2020/7/17 9:49,4487.6,4513.0,-25.4,4549.35
2020/7/17 9:50,4487.0,4511.8,-24.8,4554.99
2020/7/17 9:51,4487.8,4515.6,-27.8,4549.68
2020/7/17 9:52,4476.4,4505.6,-29.2,4551.5
2020/7/17 9:53,4480.2,4508.0,-27.8,4544.62
2020/7/17 9:54,4471.0,4496.6,-25.6,4539.08
2020/7/17 9:55,4480.6,4507.2,-26.6,4532.07
2020/7/17 9:56,4483.2,4508.0,-24.8,4533.88
2020/7/17 9:57,4477.0,4503.2,-26.2,4544.99
2020/7/17 9:58,4492.8,4516.6,-23.8,4540.53
2020/7/17 9:59,4484.6,4516.4,-31.8,4549.31
2020/7/17 10:00,4495.0,4517.8,-22.8,4552.58
2020/7/17 10:01,4488.4,4512.2,-23.8,4555.91
2020/7/17 10:02,4486.8,4510.4,-23.6,4555.62
2020/7/17 10:03,4490.0,4516.2,-26.2,4548.58
2020/7/17 10:04,4489.6,4517.6,-28.0,4555.51
2020/7/17 10:05,4490.0,4514.6,-24.6,4556.06
2020/7/17 10:06,4497.8,4521.0,-23.2,4556.4
2020/7/17 10:07,4496.0,4520.0,-24.0,4562.72
2020/7/17 10:08,4493.2,4516.0,-22.8,4561.36
2020/7/17 10:09,4488.4,4512.8,-24.4,4560.39
2020/7/17 10:10,4491.8,4516.6,-24.8,4556.56
2020/7/17 10:11,4496.6,4520.0,-23.4,4559.51
2020/7/17 10:12,4497.4,4520.0,-22.6,4564.04
2020/7/17 10:13,4492.6,4520.0,-27.4,4567.67
2020/7/17 10:14,4500.0,4524.8,-24.8,4566.11
2020/7/17 10:15,4499.6,4524.6,-25.0,4568.04
2020/7/17 10:16,4494.2,4519.2,-25.0,4568.56
2020/7/17 10:17,4494.2,4520.2,-26.0,4565.27
2020/7/17 10:18,4504.0,4526.6,-22.6,4562.68
2020/7/17 10:19,4501.2,4523.6,-22.4,4568.44
2020/7/17 10:20,4508.8,4531.8,-23.0,4570.13
2020/7/17 10:21,4512.6,4535.0,-22.4,4576.96
2020/7/17 10:22,4508.6,4533.0,-24.4,4580.61
2020/7/17 10:23,4507.2,4531.0,-23.8,4581.23
2020/7/17 10:24,4515.0,4537.4,-22.4,4578.54
2020/7/17 10:25,4518.2,4542.0,-23.8,4583.34
2020/7/17 10:26,4521.2,4542.8,-21.6,4589.77
2020/7/17 10:27,4514.6,4536.8,-22.2,4593.29
2020/7/17 10:28,4515.4,4540.0,-24.6,4589.36
2020/7/17 10:29,4520.0,4543.6,-23.6,4586.11
2020/7/17 10:30,4514.6,4540.8,-26.2,4587.74
2020/7/17 10:31,4525.0,4546.8,-21.8,4588.27
2020/7/17 10:32,4532.0,4555.2,-23.2,4592.81
2020/7/17 10:33,4531.6,4553.6,-22.0,4598.4
2020/7/17 10:34,4528.4,4550.6,-22.2,4599.29
2020/7/17 10:35,4526.2,4548.6,-22.4,4598.83
2020/7/17 10:36,4524.2,4546.4,-22.2,4596.61
2020/7/17 10:37,4514.8,4538.2,-23.4,4593.33
2020/7/17 10:38,4518.8,4542.8,-24.0,4585.01
2020/7/17 10:39,4512.0,4535.6,-23.6,4587.24
2020/7/17 10:40,4519.0,4542.2,-23.2,4584.25
2020/7/17 10:41,4519.0,4542.0,-23.0,4586.82
2020/7/17 10:42,4511.0,4536.0,-25.0,4588.48
2020/7/17 10:43,4511.4,4534.6,-23.2,4584.41
2020/7/17 10:44,4510.0,4536.2,-26.2,4579.09
2020/7/17 10:45,4502.2,4529.4,-27.2,4576.7
2020/7/17 10:46,4506.0,4531.8,-25.8,4572.47
2020/7/17 10:47,4512.0,4537.6,-25.6,4572.47
2020/7/17 10:48,4513.8,4540.4,-26.6,4575.39
2020/7/17 10:49,4510.4,4538.2,-27.8,4577.11
2020/7/17 10:50,4510.2,4535.2,-25.0,4577.24
2020/7/17 10:51,4507.0,4530.0,-23.0,4575.8
2020/7/17 10:52,4501.2,4527.4,-26.2,4573.54
2020/7/17 10:53,4504.0,4528.2,-24.2,4567.94
2020/7/17 10:54,4495.4,4521.2,-25.8,4564.39
2020/7/17 10:55,4498.2,4521.8,-23.6,4560.94
2020/7/17 10:56,4500.6,4527.0,-26.4,4561.49
2020/7/17 10:57,4508.0,4533.0,-25.0,4562.84
2020/7/17 10:58,4511.2,4535.0,-23.8,4567.09
2020/7/17 10:59,4504.0,4528.2,-24.2,4571.26
2020/7/17 11:00,4502.4,4525.8,-23.4,4570.51
2020/7/17 11:01,4490.8,4516.4,-25.6,4570.51
2020/7/17 11:02,4490.8,4518.6,-27.8,4559.39
2020/7/17 11:03,4485.4,4511.0,-25.6,4556.11
2020/7/17 11:04,4480.0,4502.4,-22.4,4551.61
2020/7/17 11:05,4478.4,4501.4,-23.0,4546.73
2020/7/17 11:06,4473.6,4500.8,-27.2,4546.0
2020/7/17 11:07,4483.4,4510.0,-26.6,4543.4
2020/7/17 11:08,4475.6,4498.8,-23.2,4547.74
2020/7/17 11:09,4470.4,4494.4,-24.0,4545.27
2020/7/17 11:10,4460.2,4486.0,-25.8,4540.73
2020/7/17 11:11,4458.0,4482.8,-24.8,4532.76
2020/7/17 11:12,4454.8,4484.2,-29.4,4530.6
2020/7/17 11:13,4464.6,4494.6,-30.0,4526.4
2020/7/17 11:14,4464.2,4490.0,-25.8,4530.57
2020/7/17 11:15,4472.8,4496.6,-23.8,4533.55
2020/7/17 11:16,4479.4,4504.8,-25.4,4534.58
2020/7/17 11:17,4478.6,4501.2,-22.6,4538.69
2020/7/17 11:18,4471.4,4498.6,-27.2,4542.56
2020/7/17 11:19,4474.8,4498.8,-24.0,4541.51
2020/7/17 11:20,4461.8,4485.2,-23.4,4540.19
2020/7/17 11:21,4463.0,4488.4,-25.4,4530.65
2020/7/17 11:22,4456.4,4480.4,-24.0,4527.81
2020/7/17 11:23,4455.0,4480.4,-25.4,4524.36
2020/7/17 11:24,4457.0,4484.0,-27.0,4522.08
2020/7/17 11:25,4451.2,4481.2,-30.0,4520.74
2020/7/17 11:26,4451.0,4477.0,-26.0,4518.4
2020/7/17 11:27,4443.2,4471.6,-28.4,4515.99
2020/7/17 11:28,4440.0,4465.2,-25.2,4511.85
2020/7/17 11:29,4433.8,4464.0,-30.2,4505.65
2020/7/17 13:00,4441.2,4469.8,-28.6,4502.13
2020/7/17 13:01,4430.0,4458.8,-28.8,4493.45
2020/7/17 13:02,4453.6,4478.0,-24.4,4499.23
2020/7/17 13:03,4444.0,4472.4,-28.4,4505.53
2020/7/17 13:04,4458.6,4486.8,-28.2,4507.88
2020/7/17 13:05,4473.2,4496.8,-23.6,4513.95
2020/7/17 13:06,4467.6,4496.2,-28.6,4525.8
2020/7/17 13:07,4478.4,4507.2,-28.8,4531.7
2020/7/17 13:08,4476.2,4504.8,-28.6,4533.81
2020/7/17 13:09,4485.0,4514.0,-29.0,4535.56
2020/7/17 13:10,4475.2,4502.2,-27.0,4538.83
2020/7/17 13:11,4470.4,4498.2,-27.8,4538.05
2020/7/17 13:12,4471.6,4497.0,-25.4,4528.18
2020/7/17 13:13,4470.2,4495.4,-25.2,4521.82
2020/7/17 13:14,4461.0,4485.0,-24.0,4522.07
2020/7/17 13:15,4446.4,4476.2,-29.8,4518.54
2020/7/17 13:16,4446.4,4475.8,-29.4,4511.01
2020/7/17 13:17,4462.4,4489.0,-26.6,4504.98
2020/7/17 13:18,4449.0,4474.2,-25.2,4513.91
2020/7/17 13:19,4450.0,4477.6,-27.6,4512.27
2020/7/17 13:20,4442.0,4469.0,-27.0,4511.19
2020/7/17 13:21,4445.8,4472.6,-26.8,4505.07
2020/7/17 13:22,4449.4,4473.4,-24.0,4503.87
2020/7/17 13:23,4461.4,4490.6,-29.2,4501.14
2020/7/17 13:24,4455.2,4482.2,-27.0,4500.01
2020/7/17 13:25,4440.4,4468.0,-27.6,4513.24
2020/7/17 13:26,4444.6,4473.6,-29.0,4503.03
2020/7/17 13:27,4447.8,4477.0,-29.2,4499.66
2020/7/17 13:28,4451.2,4474.8,-23.6,4502.72
2020/7/17 13:29,4443.8,4470.2,-26.4,4505.36
2020/7/17 13:30,4442.6,4470.0,-27.4,4502.0
2020/7/17 13:31,4438.0,4465.4,-27.4,4498.72
2020/7/17 13:32,4434.6,4463.4,-28.8,4493.91
2020/7/17 13:33,4447.6,4475.0,-27.4,4487.59
2020/7/17 13:34,4441.0,4465.6,-24.6,4492.56
2020/7/17 13:35,4441.0,4469.4,-28.4,4492.49
2020/7/17 13:36,4444.2,4469.2,-25.0,4490.38
2020/7/17 13:37,4454.2,4482.6,-28.4,4489.93
2020/7/17 13:38,4454.6,4477.0,-22.4,4497.36
2020/7/17 13:39,4457.2,4479.2,-22.0,4503.78
2020/7/17 13:40,4450.8,4476.0,-25.2,4505.97
2020/7/17 13:41,4448.0,4475.0,-27.0,4502.61
2020/7/17 13:42,4459.8,4489.0,-29.2,4500.71
2020/7/17 13:43,4463.2,4491.6,-28.4,4504.79
2020/7/17 13:44,4469.4,4498.8,-29.4,4513.05
2020/7/17 13:45,4465.6,4493.2,-27.6,4519.65
2020/7/17 13:46,4456.8,4485.6,-28.8,4521.27
2020/7/17 13:47,4457.6,4489.0,-31.4,4517.37
2020/7/17 13:48,4454.2,4480.0,-25.8,4515.26
2020/7/17 13:49,4454.2,4477.6,-23.4,4513.73
2020/7/17 13:50,4445.0,4472.8,-27.8,4509.48
2020/7/17 13:51,4449.2,4478.4,-29.2,4505.16
2020/7/17 13:52,4455.0,4481.4,-26.4,4503.82
2020/7/17 13:53,4444.0,4472.0,-28.0,4505.86
2020/7/17 13:54,4444.2,4470.8,-26.6,4507.39
2020/7/17 13:55,4449.0,4475.0,-26.0,4505.25
2020/7/17 13:56,4450.0,4478.0,-28.0,4504.57
2020/7/17 13:57,4450.6,4478.8,-28.2,4505.03
2020/7/17 13:58,4463.0,4488.4,-25.4,4505.16
2020/7/17 13:59,4469.6,4498.8,-29.2,4505.81
2020/7/17 14:00,4470.8,4500.4,-29.6,4519.64
2020/7/17 14:01,4471.8,4500.0,-28.2,4526.38
2020/7/17 14:02,4468.0,4495.4,-27.4,4527.28
2020/7/17 14:03,4457.4,4490.0,-32.6,4526.75
2020/7/17 14:04,4461.0,4488.6,-27.6,4524.7
2020/7/17 14:05,4451.4,4480.0,-28.6,4523.7
2020/7/17 14:06,4455.8,4486.6,-30.8,4515.86
2020/7/17 14:07,4461.2,4491.0,-29.8,4516.43
2020/7/17 14:08,4459.8,4488.2,-28.4,4521.03
2020/7/17 14:09,4466.2,4496.0,-29.8,4522.68
