,account
992,13568.623919999989
993,13568.623919999989
994,13568.623919999989
995,13568.623919999989
996,13568.623919999989
997,13568.623919999989
998,13568.623919999989
999,13568.623919999989
1000,13568.623919999989
1001,13568.623919999989
1002,13568.623919999989
1003,13568.623919999989
1004,13568.623919999989
1005,13568.623919999989
1006,13568.623919999989
1007,13568.623919999989
1008,13568.623919999989
1009,13568.623919999989
1010,13568.623919999989
1011,13568.623919999989
1012,13568.623919999989
1013,13568.623919999989
1014,13568.623919999989
1015,13568.623919999989
1016,13568.623919999989
1017,13568.623919999989
1018,13568.623919999989
1019,13568.623919999989
1020,13568.623919999989
1021,13568.623919999989
1022,13568.623919999989
1023,13568.623919999989
1024,13568.623919999989
1025,13568.623919999989
1026,13568.623919999989
1027,13568.623919999989
1028,13568.623919999989
1029,13568.623919999989
1030,13568.623919999989
1031,13568.623919999989
1032,13568.623919999989
1033,13568.623919999989
1034,13568.623919999989
1035,13568.623919999989
1036,13568.623919999989
1037,13568.623919999989
1038,13568.623919999989
1039,13568.623919999989
1040,13568.623919999989
1041,13568.623919999989
1042,13568.623919999989
1043,13568.623919999989
1044,13568.623919999989
1045,13568.623919999989
1046,13568.623919999989
1047,13568.623919999989
1048,13568.623919999989
1049,13568.623919999989
1050,13568.623919999989
1051,13568.623919999989
1052,13568.623919999989
1053,13568.623919999989
1054,13568.623919999989
1055,13568.623919999989
1056,13568.623919999989
1057,13568.623919999989
1058,13568.623919999989
1059,13568.623919999989
1060,13384.738799999988
1061,13144.738799999988
1062,12964.738799999988
1063,12360.84431999999
1064,12960.84431999999
1065,13680.844319999991
1066,13800.84431999999
1067,13560.84431999999
1068,14040.844319999993
1069,14160.84431999999
1070,13080.844319999991
1071,12960.84431999999
1072,12120.84431999999
1073,13560.84431999999
1074,12720.84431999999
1075,13080.844319999991
1076,12600.84431999999
1077,13320.84431999999
1078,12240.844319999991
1079,14160.84431999999
1080,12480.844319999991
1081,14040.844319999993
1082,13920.84431999999
1083,13440.844319999991
1084,15536.581679999988
1085,14636.581679999988
1086,14276.581679999988
1087,14876.581679999988
1088,14216.581679999988
1089,14816.581679999988
1090,14516.581679999988
1091,14276.581679999988
1092,14216.581679999988
1093,14456.581679999988
1094,14216.581679999988
1095,14276.581679999988
1096,14036.581679999988
1097,14636.581679999988
1098,14696.581679999988
1099,14636.581679999988
1100,14096.581679999988
1101,14336.581679999988
1102,14576.581679999988
1103,14576.581679999988
1104,14276.581679999988
1105,14696.581679999988
1106,14996.581679999988
1107,15176.581679999988
1108,15176.581679999988
1109,14636.581679999988
1110,14576.581679999988
1111,14276.581679999988
1112,14096.581679999988
1113,14276.581679999988
1114,14456.581679999988
1115,14756.581679999988
1116,13552.652879999987
1117,13672.652879999985
1118,13192.652879999985
1119,12952.652879999989
1120,13192.652879999989
1121,13192.652879999987
1122,14272.652879999989
1123,12952.652879999987
1124,14032.652879999985
1125,13312.652879999989
1126,13432.652879999985
1127,13192.652879999987
1128,14632.652879999985
1129,14632.652879999985
1130,14928.811439999989
1131,14628.811439999989
1132,14868.811439999989
1133,14388.811439999989
1134,14688.811439999989
1135,14508.811439999989
1136,14148.811439999989
1137,14448.811439999989
1138,14508.811439999989
1139,13724.828039999993
1140,13484.82803999999
1141,14684.82803999999
1142,14324.82803999999
1143,14564.82803999999
1144,15044.828039999993
1145,12764.82803999999
1146,14924.82803999999
1147,14564.82803999999
1148,14204.828039999993
1149,15404.828039999993
1150,15460.839959999988
1151,15160.839959999988
1152,13956.861239999991
1153,15876.861239999987
1154,15156.861239999991
1155,15996.861239999991
1156,16116.861239999987
1157,17252.759279999987
1158,16112.759279999987
1159,17012.759279999987
1160,15932.759279999987
1161,15932.759279999987
1162,16232.759279999987
1163,16112.759279999987
1164,15328.546559999992
1165,16888.546559999988
1166,16408.546559999988
1167,17128.54655999999
1168,17664.36347999999
1169,17544.36347999999
1170,16280.142959999988
1171,17720.142959999994
1172,17600.142959999994
1173,16880.14295999999
1174,16520.142959999994
1175,16760.142959999994
1176,16880.14295999999
1177,19455.79763999999
1178,17955.79763999999
1179,17591.393039999988
1180,16991.39303999999
1181,19151.39303999999
1182,18671.393039999988
1183,19151.39303999999
1184,17951.39303999999
1185,17711.39303999999
1186,19151.39303999999
1187,19271.393039999988
1188,19511.39303999999
1189,19151.39303999999
1190,19446.91355999999
1191,19086.91355999999
1192,19806.91355999999
1193,19086.91355999999
1194,18846.91355999999
1195,18182.331119999988
1196,19982.331119999988
1197,19142.33111999999
1198,19382.331119999988
1199,20277.762719999988
1200,20697.762719999988
1201,19917.762719999988
1202,19377.762719999988
1203,20637.762719999988
1204,20277.762719999988
1205,20217.762719999988
1206,20337.762719999988
1207,19917.762719999988
1208,20157.762719999988
1209,20217.762719999988
1210,20157.762719999988
1211,20217.762719999988
1212,20217.762719999988
1213,20397.762719999988
1214,20157.762719999988
1215,20457.762719999988
1216,20577.762719999988
1217,20157.762719999988
1218,20157.762719999988
1219,20277.762719999988
1220,20457.762719999988
1221,20397.762719999988
1222,19497.762719999988
1223,18892.60151999999
1224,19612.60151999999
1225,18412.60151999999
1226,18292.601519999986
1227,19252.60151999999
1228,18412.60151999999
1229,18292.601519999986
1230,18772.601519999986
1231,17572.60151999999
1232,17812.60151999999
1233,18412.60151999999
1234,18652.60151999999
1235,19012.60151999999
1236,18532.601519999986
1237,17812.60151999999
1238,17932.601519999986
1239,17692.601519999986
1240,17027.156399999985
1241,16367.156399999989
1242,14627.156399999989
1243,15047.156399999982
1244,17567.15639999999
1245,16487.156399999985
1246,16847.15639999998
1247,19721.536559999986
1248,17801.53655999999
1249,17681.536559999986
1250,18881.536559999986
1251,17256.096119999987
1252,16956.096119999987
1253,17496.096119999987
1254,17316.096119999987
1255,16236.096119999986
1256,14250.470039999986
1257,16890.470039999986
1258,17130.470039999986
1259,16650.470039999986
1260,18384.91883999999
1261,16224.918839999986
1262,17664.91883999999
1263,16944.918839999984
1264,16044.918839999986
1265,18564.91883999999
1266,18564.91883999999
1267,16404.918839999984
1268,14239.327079999988
1269,17359.327079999992
1270,16399.327079999992
1271,17839.32707999999
1272,18319.327079999992
1273,18319.327079999992
1274,16879.32707999999
1275,17359.327079999992
1276,15679.327079999988
1277,16159.327079999992
1278,14479.327079999988
1279,17119.327079999992
1280,17119.327079999992
1281,16879.32707999999
1282,17359.327079999992
1283,12799.327079999992
1284,15679.327079999988
1285,17599.327079999992
1286,17839.32707999999
1287,20293.872599999984
1288,20173.872599999984
1289,18193.872599999984
1290,16933.872599999988
1291,16393.872599999984
1292,17113.872599999984
1293,18553.87259999999
1294,20353.87259999999
1295,18553.87259999999
1296,17113.872599999984
1297,18193.872599999984
1298,15488.254319999985
1299,17648.254319999985
1300,18128.254319999985
1301,17888.254319999985
1302,16208.254319999985
1303,16448.254319999985
1304,16208.254319999985
1305,16448.254319999985
1306,16448.254319999985
1307,16928.254319999985
1308,16928.254319999985
1309,17408.254319999985
1310,16928.254319999985
1311,17888.254319999985
1312,17888.254319999985
1313,15248.254319999985
1314,17408.254319999985
1315,17168.254319999985
1316,15488.254319999985
1317,14528.254319999985
1318,14528.254319999985
1319,18848.254319999985
1320,18368.254319999985
1321,17168.254319999985
1322,16928.254319999985
1323,19088.254319999985
1324,18128.254319999985
1325,17168.254319999985
1326,16928.254319999985
1327,16448.254319999985
1328,16928.254319999985
1329,17888.254319999985
1330,16208.254319999985
1331,15248.254319999985
1332,11168.254319999987
1333,8768.254319999987
1334,8288.254319999984
1335,5888.254319999984
1336,5408.2543199999855
1337,8528.254319999987
1338,9008.254319999985
1339,7808.2543199999855
1340,6608.2543199999855
1341,6128.254319999987
