,account
2604,41314.219079999995
2605,42499.71347999999
2606,42379.71347999999
2607,42259.71347999999
2608,42259.71347999999
2609,42259.71347999999
2610,42259.71347999999
2611,42259.71347999999
2612,42065.53547999999
2613,42845.53547999999
2614,42245.53547999999
2615,41945.53547999999
2616,41825.53547999999
2617,42365.53547999999
2618,42245.53547999999
2619,42125.53547999999
2620,43250.962799999994
2621,43130.962799999994
2622,43010.962799999994
2623,42890.962799999994
2624,42696.319919999994
2625,43896.319919999994
2626,42996.319919999994
2627,43881.62243999999
2628,43881.62243999999
2629,43881.62243999999
2630,43881.62243999999
2631,43881.62243999999
2632,43881.62243999999
2633,43881.62243999999
2634,43881.62243999999
2635,43881.62243999999
2636,43881.62243999999
2637,43881.62243999999
2638,43881.62243999999
2639,43686.69875999999
2640,42966.69875999999
2641,44106.69875999999
2642,44466.69875999999
2643,42172.171319999994
2644,42772.171319999994
2645,43852.171319999994
2646,43612.171319999994
2647,42892.171319999994
2648,41572.171319999994
2649,44572.171319999994
2650,41932.171319999994
2651,42412.171319999994
2652,44572.171319999994
2653,42892.171319999994
2654,43612.171319999994
2655,43612.171319999994
2656,43252.171319999994
2657,43972.171319999994
2658,44092.171319999994
2659,45217.50035999999
2660,44617.50035999999
2661,43642.86839999999
2662,44242.86839999999
2663,44242.86839999999
2664,44122.86839999999
2665,45682.86839999999
2666,44482.86839999999
2667,44722.86839999999
2668,45322.86839999999
2669,43522.86839999999
2670,45202.86839999999
2671,45728.31288
2672,46088.31288
2673,45968.31288
2674,46028.31288
2675,45668.31288
2676,46013.73239999999
2677,46013.73239999999
2678,45819.09107999999
2679,45939.09107999999
2680,46359.09107999999
2681,46119.09107999999
2682,46299.09107999999
2683,45939.09107999999
2684,46299.09107999999
2685,46119.09107999999
2686,46584.60264
2687,46584.60264
2688,46584.60264
2689,46584.60264
2690,46584.60264
2691,46390.02683999999
2692,46210.02683999999
2693,46810.02683999999
2694,46990.02683999999
2695,46990.02683999999
2696,46870.02683999999
2697,46450.02683999999
2698,46330.02683999999
2699,45850.02683999999
2700,46570.02683999999
2701,47170.02683999999
2702,47230.02683999999
2703,46810.02683999999
2704,46270.02683999999
2705,45970.02683999999
2706,45850.02683999999
2707,46150.02683999999
2708,46030.02683999999
2709,45550.02683999999
2710,45610.02683999999
2711,45235.81607999999
2712,46555.81607999999
2713,45475.81607999999
2714,47681.90796
2715,47381.90796
2716,46961.90796
2717,47021.90796
2718,47081.90796
2719,46841.90796
2720,47861.90796
2721,46421.90796
2722,47261.90796
2723,47861.90796
2724,47381.90796
2725,47741.90796
2726,47981.90796
2727,47141.90796
2728,48101.90796
2729,47861.90796
2730,47861.90796
2731,47981.90796
2732,48507.499079999994
2733,48507.499079999994
2734,48507.499079999994
2735,48507.499079999994
2736,48313.03559999999
2737,48493.03559999999
2738,49273.03559999999
2739,49258.64543999999
2740,49258.64543999999
2741,49258.64543999999
2742,49258.64543999999
2743,49258.64543999999
2744,49258.64543999999
2745,49064.096159999994
2746,49664.096159999994
2747,50204.096159999994
2748,50129.63891999999
2749,50129.63891999999
2750,50129.63891999999
2751,49935.376679999994
2752,48781.03955999999
2753,49621.03955999999
2754,50461.03955999999
2755,52306.750799999994
2756,51526.750799999994
2757,51886.750799999994
2758,51706.750799999994
2759,51286.750799999994
2760,51646.750799999994
2761,50926.750799999994
2762,50386.750799999994
2763,50566.750799999994
2764,50926.750799999994
2765,50266.750799999994
2766,50686.750799999994
2767,50746.750799999994
2768,50626.750799999994
2769,51046.750799999994
2770,50026.750799999994
2771,50566.750799999994
2772,50506.750799999994
2773,50626.750799999994
2774,50446.750799999994
2775,50386.750799999994
2776,50566.750799999994
2777,50326.750799999994
2778,51166.750799999994
2779,50686.750799999994
2780,51106.750799999994
2781,51406.750799999994
2782,51226.750799999994
2783,50566.750799999994
2784,51166.750799999994
2785,50926.750799999994
2786,50866.750799999994
2787,51106.750799999994
2788,51226.750799999994
2789,51646.750799999994
2790,51166.750799999994
2791,51046.750799999994
2792,50386.750799999994
2793,51466.750799999994
2794,51166.750799999994
2795,51646.750799999994
2796,50926.750799999994
2797,51932.71007999999
2798,51812.71007999999
2799,51812.71007999999
2800,51812.71007999999
2801,51812.71007999999
2802,51812.71007999999
2803,51812.71007999999
2804,51618.76763999999
2805,51438.76763999999
2806,52444.61459999999
2807,52444.61459999999
2808,52444.61459999999
2809,52444.61459999999
2810,52250.586359999994
2811,52910.586359999994
2812,53256.58307999999
2813,53136.58307999999
2814,53016.58307999999
2815,53016.58307999999
2816,53016.58307999999
2817,53016.58307999999
2818,53016.58307999999
2819,53016.58307999999
2820,53016.58307999999
2821,53016.58307999999
2822,53016.58307999999
2823,53016.58307999999
2824,53016.58307999999
2825,53016.58307999999
2826,52822.40195999999
2827,53362.40195999999
2828,53648.2536
2829,53648.2536
2830,53648.2536
2831,53648.2536
2832,53454.184799999995
2833,53874.184799999995
2834,54054.184799999995
2835,54114.184799999995
2836,54594.184799999995
2837,53934.184799999995
2838,54654.184799999995
2839,54054.184799999995
2840,54414.184799999995
2841,53994.184799999995
2842,53814.184799999995
2843,53994.184799999995
2844,54520.13316
2845,54520.13316
2846,54520.13316
2847,54520.13316
2848,54520.13316
2849,54520.13316
2850,54520.13316
2851,54520.13316
2852,54520.13316
2853,54520.13316
2854,54520.13316
2855,54520.13316
2856,54326.237519999995
2857,55226.237519999995
2858,54806.237519999995
2859,55212.497879999995
2860,55212.497879999995
2861,55019.02967999999
2862,57152.542559999994
2863,57092.542559999994
2864,58279.14924
2865,58279.14924
2866,58279.14924
2867,58279.14924
2868,58279.14924
2869,58085.43144
2870,57305.43144
2871,56871.73703999999
2872,57831.73703999999
2873,57231.73703999999
2874,58191.73703999999
2875,58551.73703999999
2876,57591.73703999999
2877,57591.73703999999
2878,55191.73703999999
2879,52764.35136
2880,61735.9704
2881,61135.9704
2882,60535.9704
2883,61255.9704
2884,60655.9704
2885,62381.734679999994
2886,61841.734679999994
2887,61721.734679999994
2888,61241.734679999994
2889,61721.734679999994
2890,62381.734679999994
2891,61961.734679999994
2892,62801.734679999994
2893,61421.734679999994
2894,62021.734679999994
2895,61841.734679999994
2896,62501.734679999994
2897,62907.87648
2898,62907.87648
2899,62713.865399999995
2900,63013.865399999995
2901,61979.80908
2902,61499.80908
2903,61739.80908
2904,59145.85572
2905,65431.796279999995
2906,64951.796279999995
2907,62911.796279999995
2908,64351.796279999995
2909,62911.796279999995
2910,63391.796279999995
2911,64831.796279999995
2912,64471.796279999995
2913,64591.796279999995
2914,64231.796279999995
2915,62791.796279999995
2916,64831.796279999995
2917,63871.796279999995
2918,64831.796279999995
2919,64111.796279999995
2920,64591.796279999995
2921,64111.796279999995
2922,64831.796279999995
2923,65191.796279999995
2924,64471.796279999995
2925,63991.796279999995
2926,63751.796279999995
2927,63751.796279999995
2928,63991.796279999995
2929,63151.796279999995
2930,65191.796279999995
2931,63631.796279999995
2932,63871.796279999995
2933,63751.796279999995
2934,63631.796279999995
2935,64231.796279999995
2936,64471.796279999995
2937,65671.79628
2938,64351.796279999995
2939,65071.796279999995
2940,65191.796279999995
2941,65597.42172
2942,65297.42172
2943,64697.42172
2944,65717.42172
2945,64817.42172
2946,64877.42172
2947,65057.42172
2948,64997.42172
2949,65177.42172
2950,64023.02688
2951,65223.02688
2952,64263.02688
2953,65823.02687999999
2954,66303.02687999999
2955,66303.02687999999
2956,66543.02687999999
2957,66663.02687999999
2958,66183.02687999999
2959,65103.02688
2960,65703.02687999999
2961,65823.02687999999
2962,66663.02687999999
2963,66183.02687999999
2964,66948.68196
2965,67128.68196
2966,66528.68196
2967,66108.68196
2968,66588.68196
2969,66948.68196
2970,66828.68196
2971,67248.68196
2972,67008.68196
2973,66048.68196
2974,67188.68196
2975,67248.68196
2976,66288.68196
2977,65868.68196
2978,67248.68196
2979,67428.68196
2980,66948.68196
2981,66708.68196
2982,66228.68196
2983,66348.68196
2984,67248.68196
2985,67594.23408
2986,67594.23408
2987,67594.23408
2988,67594.23408
2989,67594.23408
2990,67594.23408
2991,67594.23408
2992,67594.23408
2993,67594.23408
2994,67594.23408
2995,67594.23408
2996,67594.23408
2997,67594.23408
2998,67594.23408
2999,67594.23408
3000,67594.23408
3001,67594.23408
3002,67594.23408
3003,67399.45704
3004,67639.45704
3005,67699.45704
3006,67759.45704
3007,68059.45704
3008,68059.45704
3009,67519.45704
3010,67399.45704
3011,67159.45704
3012,68179.45704
3013,67639.45704
3014,68359.45704
3015,68419.45704
3016,67999.45704
3017,68299.45704
3018,67759.45704
3019,68644.36176
3020,68644.36176
3021,68644.36176
3022,68644.36176
3023,68644.36176
3024,68644.36176
3025,68644.36176
3026,68644.36176
3027,68644.36176
3028,68644.36176
3029,68644.36176
3030,68644.36176
3031,68644.36176
3032,68644.36176
3033,68644.36176
3034,68644.36176
3035,68644.36176
3036,68644.36176
3037,68644.36176
3038,68644.36176
3039,68448.69708
3040,68148.69708
3041,67908.69708
3042,67728.69708
3043,68628.69708
3044,68328.69708
3045,68748.69708
3046,68628.69708
3047,68688.69708
3048,68028.69708
3049,68568.69708
3050,68628.69708
3051,68688.69708
3052,68568.69708
3053,68628.69708
3054,67488.69708
3055,67428.69708
3056,67788.69708
3057,67548.69708
3058,67728.69708
3059,66873.3054
3060,66873.3054
3061,67353.3054
3062,68313.3054
3063,68313.3054
3064,69197.94803999999
3065,68237.94803999999
3066,69197.94803999999
3067,67922.45027999999
3068,69722.45027999999
3069,69002.45027999999
3070,69482.45027999999
3071,68162.45027999999
3072,67562.45027999999
3073,69647.38308
3074,69587.38308
3075,69287.38308
3076,69047.38308
3077,69167.38308
3078,69407.38308
3079,69467.38308
3080,69587.38308
3081,68987.38308
3082,69107.38308
3083,69707.38308
3084,68927.38308
3085,69647.38308
3086,69287.38308
3087,70307.38308
3088,69827.38308
3089,70067.38308
3090,69887.38308
3091,69707.38308
3092,70352.59823999999
3093,70232.59823999999
3094,70037.76815999999
3095,69737.76815999999
3096,70097.76815999999
3097,71282.90375999999
3098,71282.90375999999
3099,71087.99567999999
3100,70847.99567999999
3101,71747.99567999999
3102,71387.99567999999
3103,71567.99567999999
3104,72093.08136
3105,72093.08136
3106,71898.09371999999
3107,71598.09371999999
3108,71658.09371999999
3109,72198.09371999999
3110,71058.09371999999
3111,71658.09371999999
3112,71838.09371999999
3113,71838.09371999999
3114,72318.09371999999
3115,72438.09371999999
3116,71898.09371999999
3117,72438.09371999999
3118,71238.09371999999
3119,72198.09371999999
3120,72498.09371999999
3121,72603.48203999999
3122,72603.48203999999
3123,72408.90935999999
3124,72948.90935999999
3125,73368.90935999999
3126,73834.25399999999
3127,73834.25399999999
3128,73834.25399999999
3129,73834.25399999999
3130,73834.25399999999
3131,73834.25399999999
3132,73834.25399999999
3133,73834.25399999999
3134,73834.25399999999
3135,73834.25399999999
3136,73834.25399999999
3137,73834.25399999999
3138,73834.25399999999
3139,73834.25399999999
3140,73834.25399999999
3141,73834.25399999999
3142,73834.25399999999
3143,73834.25399999999
3144,73834.25399999999
3145,73834.25399999999
3146,73639.45043999999
3147,74599.45043999999
3148,74944.59539999999
3149,74824.59539999999
3150,74824.59539999999
3151,74824.59539999999
3152,74824.59539999999
3153,74824.59539999999
3154,74824.59539999999
3155,74629.92599999999
3156,74869.92599999999
3157,74809.92599999999
3158,74869.92599999999
3159,75109.92599999999
3160,74749.92599999999
3161,75469.92599999999
3162,74629.92599999999
3163,75289.92599999999
3164,74629.92599999999
3165,74569.92599999999
3166,74149.92599999999
3167,74209.92599999999
3168,75349.92599999999
3169,75109.92599999999
3170,74389.92599999999
3171,74509.92599999999
3172,74869.92599999999
3173,73909.92599999999
3174,74929.92599999999
3175,75229.92599999999
3176,74929.92599999999
3177,75169.92599999999
3178,75529.92599999999
3179,74389.92599999999
3180,75409.92599999999
3181,74929.92599999999
3182,76116.23939999999
3183,76116.23939999999
3184,76116.23939999999
3185,75922.64484
3186,76822.64484
3187,76822.64484
3188,76702.64484
3189,76928.85371999998
3190,76928.85371999998
3191,76928.85371999998
3192,76928.85371999998
3193,76734.98147999999
3194,76554.98147999999
3195,76254.98147999999
3196,74561.1108
3197,76841.1108
3198,75761.1108
3199,77321.1108
3200,76841.1108
3201,77847.05759999999
3202,77907.05759999999
3203,77667.05759999999
3204,78027.05759999999
3205,78027.05759999999
3206,77967.05759999999
3207,77727.05759999999
3208,77667.05759999999
3209,76947.05759999999
3210,76212.91703999999
3211,78612.91703999999
3212,78132.91703999999
3213,80384.43
3214,80190.13811999999
3215,80670.13811999999
3216,81390.13811999999
3217,80430.13811999999
3218,81435.87743999998
3219,81315.87743999998
3220,81315.87743999998
3221,81315.87743999998
3222,81315.87743999998
3223,81315.87743999998
3224,81315.87743999998
3225,81315.87743999998
3226,81121.83047999999
3227,82247.73359999999
3228,82247.73359999999
3229,82247.73359999999
3230,82247.73359999999
3231,82247.73359999999
3232,82247.73359999999
3233,82247.73359999999
3234,82247.73359999999
3235,82247.73359999999
3236,82053.91127999999
3237,82893.91127999999
3238,82413.91127999999
3239,81993.91127999999
3240,83013.91127999999
3241,83060.09831999999
3242,83060.09831999999
3243,82866.17147999999
3244,83526.17147999999
3245,82986.17147999999
3246,82866.17147999999
3247,82626.17147999999
3248,83046.17147999999
3249,82866.17147999999
3250,84172.4334
3251,84172.4334
3252,84172.4334
3253,84172.4334
3254,84172.4334
3255,84172.4334
3256,84172.4334
3257,84172.4334
3258,84172.4334
3259,84172.4334
3260,84172.4334
3261,83978.93711999999
3262,83618.93711999999
3263,83738.93711999999
3264,84038.93711999999
3265,85285.42992
3266,85165.42992
3267,85165.42992
3268,85165.42992
3269,85165.42992
3270,85165.42992
3271,85165.42992
3272,85165.42992
3273,85165.42992
3274,85165.42992
3275,84971.91647999999
3276,85751.91647999999
3277,86278.44204
3278,86278.44204
3279,86278.44204
3280,86278.44204
3281,86278.44204
3282,86278.44204
3283,86278.44204
3284,86278.44204
3285,86085.4044
3286,85532.25756
3287,85052.25756
3288,85892.25756
3289,83252.25756
3290,85412.25756
3291,87092.25756
3292,86972.25756
3293,86012.25756
3294,89106.44436
3295,89106.44436
3296,89106.44436
3297,88720.34099999999
3298,88840.34099999999
3299,90760.34099999999
3300,91240.34099999999
3301,92247.34079999999
3302,91407.34079999999
3303,91707.34079999999
3304,92127.34079999999
3305,90434.03016
3306,94367.46504
3307,94367.46504
3308,94367.46504
3309,94367.46504
3310,94367.46504
3311,94367.46504
3312,94367.46504
3313,94367.46504
3314,94367.46504
3315,94367.46504
3316,94367.46504
3317,94367.46504
3318,94367.46504
3319,94173.87984
3320,95480.32115999999
3321,95480.32115999999
3322,95480.32115999999
3323,95480.32115999999
3324,95286.438
3325,96532.52364
3326,96532.52364
3327,96338.53907999999
3328,96518.53907999999
3329,97238.53907999999
3330,97584.36731999999
3331,97584.36731999999
3332,97584.36731999999
3333,97584.36731999999
3334,97584.36731999999
3335,97584.36731999999
3336,97584.36731999999
3337,97390.36091999999
3338,97390.36091999999
3339,97810.36091999999
3340,98410.36091999999
3341,97750.36091999999
3342,97690.36091999999
3343,97630.36091999999
3344,97930.36091999999
3345,97810.36091999999
3346,98290.36091999999
3347,98696.25936
3348,98576.25936
3349,98576.25936
3350,98576.25936
3351,98576.25936
3352,98576.25936
3353,98576.25936
3354,98576.25936
3355,98576.25936
3356,98576.25936
3357,98576.25936
3358,98576.25936
3359,98576.25936
3360,98186.83944
3361,100466.83944
3362,99866.83944
3363,98426.83944
3364,100826.83944
3365,98066.83944
3366,98066.83944
3367,101472.24336
3368,100392.24336
3369,100872.24336
3370,100452.24336
3371,99357.90935999999
3372,98157.90935999999
3373,100557.90935999999
3374,98997.90935999999
3375,99597.90935999999
3376,100437.90935999999
3377,99837.90935999999
3378,100437.90935999999
3379,99597.90935999999
3380,99717.90935999999
3381,96717.90935999999
3382,99597.90935999999
3383,98277.90935999999
3384,99837.90935999999
3385,101277.90935999999
3386,99357.90935999999
3387,100557.90935999999
3388,99117.90935999999
3389,100437.90935999999
3390,101037.90935999999
3391,99477.90935999999
3392,98397.90935999999
3393,99237.90935999999
3394,97677.90935999999
3395,97797.90935999999
3396,98517.90935999999
3397,99717.90935999999
3398,99237.90935999999
3399,99237.90935999999
3400,99717.90935999999
3401,99717.90935999999
3402,99117.90935999999
3403,98517.90935999999
3404,101277.90935999999
3405,99837.90935999999
3406,100557.90935999999
3407,105135.56255999999
3408,106907.66832
3409,106007.66832
3410,104913.63384
3411,106473.63384
3412,105993.63384
3413,107193.63384
3414,107433.63384
3415,104793.63384
3416,106233.63384
3417,106713.63384
3418,107193.63384
3419,107673.63384
3420,107073.63384
3421,107313.63384
3422,106953.63384
3423,107913.63384
3424,107553.63384
3425,107673.63384
3426,104073.63384
3427,106833.63384
3428,105753.63384
3429,105993.63384
3430,107193.63384
3431,105753.63384
3432,107433.63384
3433,106593.63384
3434,107553.63384
3435,107193.63384
3436,107073.63384
3437,106113.63384
3438,105513.63384
3439,105993.63384
3440,109925.87376000002
3441,109925.87376000002
3442,109925.87376000002
3443,109925.87376000002
3444,109732.07796000001
3445,109732.07796000001
3446,110152.07796000001
3447,109732.07796000001
3448,109372.07796000001
3449,110692.07796000001
3450,110512.07796000001
3451,109912.07796000001
3452,110858.68464
3453,110738.68464
3454,110738.68464
3455,110738.68464
3456,110738.68464
3457,110738.68464
3458,110738.68464
3459,110738.68464
3460,110738.68464
3461,110738.68464
3462,110738.68464
3463,110738.68464
3464,110738.68464
3465,110738.68464
3466,110738.68464
3467,110738.68464
3468,110738.68464
3469,110545.67352000001
3470,111972.38628
3471,111852.38628
3472,111658.98048000001
3473,110385.66516
3474,115518.85356
3475,115278.85356
3476,115038.85356
3477,114845.27928
3478,115325.27928
3479,115625.27928
3480,115865.27928
3481,115325.27928
3482,114845.27928
3483,116285.27928
3484,115685.27928
3485,116391.6036
3486,116197.92168
3487,116317.92168
3488,116617.92168
3489,116377.92168
3490,116857.92168
3491,116617.92168
3492,116317.92168
3493,116977.92168
3494,116917.92168
3495,116497.92168
3496,116437.92168
3497,116137.92168
3498,116857.92168
3499,116197.92168
3500,116737.92168
3501,116377.92168
3502,116917.92168
3503,116317.92168
3504,116377.92168
3505,116797.92168
3506,116017.92168
3507,117143.91684
3508,116949.97128
3509,117909.97128
3510,117549.97128
3511,117969.97128
3512,118269.97128
3513,118089.97128
3514,118089.97128
3515,117969.97128
3516,118089.97128
3517,118795.79172000001
3518,118795.79172000001
3519,118795.79172000001
3520,118795.79172000001
3521,118795.79172000001
3522,118795.79172000001
3523,118601.64492
3524,119321.64492
3525,119321.64492
3526,118721.64492
3527,119607.49188
3528,119607.49188
3529,119607.49188
3530,119607.49188
3531,119607.49188
3532,119607.49188
3533,119607.49188
3534,119607.49188
3535,119607.49188
3536,119413.09548
3537,119893.09548
3538,119713.09548
3539,119293.09548
3540,119533.09548
3541,119713.09548
3542,119773.09548
3543,120133.09548
3544,120253.09548
3545,120178.8426
3546,120178.8426
3547,120178.8426
3548,120178.8426
3549,120178.8426
3550,120178.8426
3551,119790.80484
3552,122476.761
3553,122476.761
3554,123182.55648
3555,123062.55648
3556,123062.55648
3557,123062.55648
3558,123062.55648
3559,123062.55648
3560,123062.55648
3561,123062.55648
3562,122868.53604
3563,124248.53604
3564,123708.53604
3565,124474.6404
3566,124354.6404
3567,124234.6404
3568,124234.6404
3569,124234.6404
3570,124234.6404
3571,124234.6404
3572,124234.6404
3573,124234.6404
3574,124234.6404
3575,124234.6404
3576,124234.6404
3577,124234.6404
3578,124234.6404
3579,124234.6404
3580,124234.6404
3581,124234.6404
3582,124234.6404
3583,124234.6404
3584,124234.6404
3585,124234.6404
3586,124234.6404
3587,124234.6404
3588,124234.6404
3589,124234.6404
3590,124234.6404
3591,124234.6404
3592,124234.6404
3593,124234.6404
3594,124234.6404
3595,124041.34848000002
3596,125601.34848000002
3597,124581.34848000002
3598,124941.34848000002
3599,124581.34848000002
3600,125601.34848000002
3601,125001.34848000002
3602,124041.34848000002
3603,125061.34848000002
3604,123607.97232
3605,124687.97232
3606,122767.97232
3607,126414.61956
3608,125394.61956
3609,127361.17788
3610,127167.56928000001
3611,127347.56928000001
3612,128187.56928000001
3613,127647.56928000001
3614,128127.56928000001
3615,127527.56928000001
3616,128473.70640000001
3617,128353.70640000001
3618,128353.70640000001
3619,128159.895
3620,129419.895
3621,129359.895
3622,129659.895
3623,129419.895
3624,129179.895
3625,128459.895
3626,128939.895
3627,128759.895
3628,128999.895
3629,128999.895
3630,129299.895
3631,128339.895
3632,129059.895
3633,129299.895
3634,128159.895
3635,128159.895
3636,127906.50324
3637,128026.50324
3638,128386.50324
3639,128866.50324
3640,128626.50324
3641,128746.50324
3642,129106.50324
3643,128386.50324
3644,128146.50324
3645,129106.50324
3646,128746.50324
3647,125673.29400000001
3648,126393.29400000001
3649,130520.2158
3650,128480.2158
3651,128840.2158
3652,128480.2158
3653,127327.14540000001
3654,125407.14540000001
3655,125827.14540000001
3656,125707.14540000001
3657,125227.14540000001
3658,125467.14540000001
3659,128707.14540000001
3660,126907.14540000001
3661,125287.14540000001
3662,128707.14540000001
3663,127087.14540000001
3664,127267.14540000001
3665,127627.14540000001
3666,127627.14540000001
3667,126907.14540000001
3668,125827.14540000001
3669,127267.14540000001
3670,124927.14540000001
3671,125287.14540000001
3672,123654.76764
3673,130662.17148
3674,127242.17148
3675,127602.17148
3676,127962.17148
3677,127602.17148
3678,127422.17148
3679,130122.17148
3680,128682.17148
3681,127242.17148
3682,127602.17148
3683,134056.79508
3684,133096.79508
3685,132183.89784000002
3686,132543.89784000002
3687,133263.89784000002
3688,129471.09732
3689,131331.09732
3690,130851.09732
3691,131091.09732
3692,132891.09732
3693,132531.09732
3694,130731.09732
3695,132711.09732
3696,134498.59164
3697,132818.59164
3698,129673.47108000002
3699,133513.47108000002
3700,132313.47108000002
3701,133513.47108000002
3702,132073.47108000002
3703,137641.0044
3704,134401.0044
3705,136741.0044
3706,133321.0044
3707,132421.0044
3708,134221.0044
3709,135661.0044
3710,134401.0044
3711,134941.0044
3712,134941.0044
3713,133861.0044
3714,134041.0044
3715,133321.0044
3716,133501.0044
3717,137101.0044
3718,136561.0044
3719,134401.0044
3720,136381.0044
3721,136021.0044
3722,135841.0044
3723,134041.0044
3724,135841.0044
3725,135121.0044
3726,136021.0044
3727,136921.0044
3728,134941.0044
3729,134041.0044
3730,136021.0044
3731,136021.0044
3732,133321.0044
3733,134401.0044
3734,136741.0044
3735,137101.0044
3736,136561.0044
3737,136021.0044
3738,136021.0044
3739,137809.37388
3740,139129.37388
3741,135097.7496
3742,135337.7496
3743,140006.26728
3744,140775.00336
3745,140715.00336
3746,140355.00336
3747,140235.00336
3748,141484.08108
3749,141102.98844000002
3750,137382.98844000002
3751,138102.98844000002
3752,141582.98844000002
3753,138942.98844000002
3754,137982.98844000002
3755,134742.98844000002
3756,135342.98844000002
3757,138942.98844000002
3758,141462.98844000002
3759,137502.98844000002
3760,139662.98844000002
3761,140022.98844000002
3762,140502.98844000002
3763,142542.98844000002
3764,141942.98844000002
3765,142422.98844000002
3766,142662.98844000002
3767,143191.81656
3768,142831.81656
3769,142231.81656
3770,142651.81656
3771,143011.81656
3772,143011.81656
3773,141440.7102
3774,144849.89712
3775,144489.89712
3776,144069.89712
3777,144429.89712
3778,143109.89712
3779,143769.89712
3780,144369.89712
3781,144658.55052000002
3782,144467.16804000002
3783,144167.16804000002
3784,143987.16804000002
3785,145247.16804000002
3786,144887.16804000002
3787,145356.39708
3788,145356.39708
3789,145356.39708
3790,145165.73688
3791,144805.73688
3792,145165.73688
3793,146764.0452
3794,147004.0452
3795,147604.0452
3796,147844.0452
3797,147544.0452
3798,147833.60964
3799,147643.47516
3800,148543.47516
3801,147523.47516
3802,147343.47516
3803,149192.96472000002
3804,149002.49484
3805,149952.17004
3806,149832.17004
3807,149832.17004
3808,149832.17004
3809,149641.63152
3810,150301.63152
3811,150481.63152
3812,150711.81840000002
3813,150711.81840000002
3814,150522.09732
3815,151002.09732
3816,152543.42268000002
3817,151943.42268000002
3818,152423.42268000002
3819,151703.42268000002
3820,152363.42268000002
3821,152843.42268000002
3822,152123.42268000002
3823,151403.42268000002
3824,151823.42268000002
3825,150253.52844000002
3826,154143.87132
3827,153363.87132
3828,151974.44352
3829,152454.44352
3830,154014.44352
3831,152934.44352
3832,157955.36328000002
3833,157765.91988
3834,158425.91988
3835,157705.91988
3836,157465.91988
3837,158965.91988
3838,159676.57788
3839,159676.57788
3840,159676.57788
3841,159676.57788
3842,159486.63372
3843,159126.63372
3844,159966.63372
3845,158457.05148000002
3846,160137.05148000002
3847,161386.94196
3848,162096.81216
3849,162096.81216
3850,162096.81216
3851,162096.81216
3852,162096.81216
3853,162096.81216
3854,162096.81216
3855,162096.81216
3856,161906.51232
3857,161726.51232
3858,161846.51232
3859,162206.51232
3860,162386.51232
3861,161486.51232
3862,160876.45272
3863,161716.45272
3864,162846.50544
3865,162546.50544
3866,163086.50544
3867,162666.50544
3868,163386.50544
3869,160796.29764
3870,166005.9978
3871,165585.9978
3872,165525.9978
3873,164745.9978
3874,164205.9978
3875,165225.9978
3876,165645.9978
3877,165405.9978
3878,165575.72604
3879,165575.72604
3880,165575.72604
3881,165575.72604
3882,165575.72604
3883,165385.42776000002
3884,166165.42776000002
3885,166105.42776000002
3886,166105.42776000002
3887,165805.42776000002
3888,166634.98908
3889,166514.98908
3890,166394.98908
3891,166274.98908
3892,166274.98908
3893,166274.98908
3894,166274.98908
3895,166274.98908
3896,166274.98908
3897,166274.98908
3898,166274.98908
3899,166274.98908
3900,166084.35696
3901,167213.59692
3902,167213.59692
3903,167213.59692
3904,167213.59692
3905,167213.59692
3906,167213.59692
3907,167213.59692
3908,167213.59692
3909,167213.59692
3910,167213.59692
3911,167213.59692
3912,167213.59692
3913,167213.59692
3914,167213.59692
3915,167023.15044
3916,167443.15044
3917,167503.15044
3918,167203.15044
3919,166843.15044
3920,167683.15044
3921,168092.66184000002
3922,168092.66184000002
3923,168092.66184000002
3924,168092.66184000002
3925,168092.66184000002
3926,167902.24656
3927,168322.24656
3928,168682.24656
3929,168562.24656
3930,168802.24656
3931,168142.24656
3932,167482.24656
3933,168142.24656
3934,168912.18384
3935,168792.18384
3936,168602.18352000002
3937,168662.18352000002
3938,169492.1832
3939,169492.1832
3940,169492.1832
3941,169492.1832
3942,169302.459
3943,168932.57724
3944,171262.73448
3945,171742.73448
3946,171142.73448
3947,171792.69204
3948,171602.72604
3949,172562.72604
3950,172552.93944000002
3951,172552.93944000002
3952,172552.93944000002
3953,172552.93944000002
3954,172363.19964
3955,171273.52692
3956,173483.88852
3957,172763.88852
3958,173723.88852
3959,172034.48568
3960,172994.48568
3961,172874.48568
3962,175324.81920000003
3963,174124.81920000003
3964,174184.81920000003
3965,175374.8532
3966,175184.93556
3967,175004.93556
3968,174944.93556
3969,174704.93556
3970,175184.93556
3971,174824.93556
3972,175544.93556
3973,175604.93556
3974,175964.93556
3975,174224.93556
3976,174344.93556
3977,175184.93556
3978,175604.93556
3979,174884.93556
3980,175064.93556
3981,175124.93556
3982,175964.93556
3983,174404.93556
3984,175064.93556
3985,174884.93556
3986,174464.93556
3987,174404.93556
3988,175895.31276
3989,175895.31276
3990,175705.79448
3991,175585.79448
3992,175045.79448
3993,175345.79448
3994,176185.79448
3995,175045.79448
3996,176065.79448
3997,175045.79448
3998,176656.12800000003
3999,176536.12800000003
4000,176536.12800000003
4001,176536.12800000003
4002,176346.32736
4003,176466.32736
4004,176046.32736
4005,176466.32736
4006,175986.32736
4007,175016.54388
4008,178186.85712
4009,178717.18908
4010,178527.63024
4011,177987.63024
4012,178827.63024
4013,178347.63024
4014,178767.63024
4015,178947.63024
4016,178347.63024
4017,178287.63024
