,datetime,IF1012,IF1009,spread,avg3,avg5,gap,grid,hold,service,bag,revenue,account
0,2010-06-24 09:31:00,2860.0,2807.6,52.4,50.75395284327323,46.74338051623647,1.646047156726766,4,0,0,0,0.0,0.0
1,2010-06-24 09:32:00,2860.0,2810.0,50.0,50.75672676837726,46.751040799333886,-0.7567267683772627,4,0,0,0,0.0,0.0
2,2010-06-24 09:33:00,2861.6,2810.0,51.6,50.75922330097087,46.76019983347211,0.8407766990291279,4,0,0,0,0.0,0.0
3,2010-06-24 09:34:00,2867.8,2816.0,51.8,50.76088765603328,46.76885928393006,1.039112343966714,4,0,0,0,0.0,0.0
4,2010-06-24 09:35:00,2867.0,2816.4,50.6,50.76144244105409,46.77751873438801,-0.161442441054092,4,0,0,0,0.0,0.0
5,2010-06-24 09:36:00,2866.4,2816.8,49.6,50.76005547850208,46.784845961698586,-1.1600554785020805,4,0,0,0,0.0,0.0
6,2010-06-24 09:37:00,2866.0,2816.8,49.2,50.75561719833565,46.79300582847627,-1.5556171983356464,4,0,0,0,0.0,0.0
7,2010-06-24 09:38:00,2864.8,2812.0,52.8,50.75839112343967,46.8029975020816,2.041608876560325,5,0,0,0,0.0,0.0
8,2010-06-24 09:39:00,2864.0,2811.4,52.6,50.76782246879334,46.81315570358036,1.8321775312066606,5,0,0,0,0.0,0.0
9,2010-06-24 09:40:00,2864.0,2811.4,52.6,50.76948682385576,46.82298084929226,1.830513176144244,5,0,0,0,0.0,0.0
10,2010-06-24 09:41:00,2862.6,2813.4,49.2,50.7617198335645,46.831473771856786,-1.5617198335644957,4,0,0,0,0.0,0.0
11,2010-06-24 09:42:00,2861.0,2809.0,52.0,50.764493758668515,46.84079933388843,1.2355062413314855,4,0,0,0,0.0,0.0
12,2010-06-24 09:43:00,2860.8,2808.8,52.0,50.76893203883494,46.849292256452955,1.23106796116506,4,0,0,0,0.0,0.0
13,2010-06-24 09:44:00,2855.4,2805.2,50.2,50.768932038834954,46.856286427976684,-0.5689320388349515,4,0,0,0,0.0,0.0
14,2010-06-24 09:45:00,2855.6,2804.2,51.4,50.771428571428565,46.86511240632806,0.6285714285714334,4,0,0,0,0.0,0.0
15,2010-06-24 09:46:00,2856.8,2806.6,50.2,50.769764216366156,46.873938384679434,-0.5697642163661527,4,0,0,0,0.0,0.0
16,2010-06-24 09:47:00,2854.2,2806.0,48.2,50.76504854368932,46.880599500416324,-2.565048543689315,3,1,44.149559999999994,0,0.0,-44.149559999999994
17,2010-06-24 09:48:00,2858.4,2809.2,49.2,50.759223300970866,46.88576186511241,-1.5592233009708636,4,1,0,0,300.0,255.85044
18,2010-06-24 09:49:00,2861.6,2808.0,53.6,50.76421636615812,46.89691923397169,2.835783633841885,5,0,44.222879999999996,1619.9999999999995,0.0,1531.6275599999994
19,2010-06-24 09:50:00,2861.6,2811.0,50.6,50.76338418862691,46.90457951706911,-0.16338418862690673,4,0,0,1619.9999999999995,0.0,1531.6275599999994
20,2010-06-24 09:51:00,2859.0,2809.6,49.4,50.76061026352288,46.91190674437968,-1.3606102635228794,4,0,0,1619.9999999999995,0.0,1531.6275599999994
21,2010-06-24 09:52:00,2858.8,2809.2,49.6,50.76033287101248,46.918900915903414,-1.1603328710124785,4,0,0,1619.9999999999995,0.0,1531.6275599999994
22,2010-06-24 09:53:00,2857.0,2807.0,50.0,50.76033287101249,46.9270607826811,-0.760332871012487,4,0,0,1619.9999999999995,0.0,1531.6275599999994
23,2010-06-24 09:54:00,2857.0,2806.4,50.6,50.761165048543695,46.93621981681932,-0.16116504854369396,4,0,0,1619.9999999999995,0.0,1531.6275599999994
24,2010-06-24 09:55:00,2857.0,2808.0,49.0,50.761165048543695,46.94304746044963,-1.7611650485436954,3,1,44.187,1619.9999999999995,0.0,1487.4405599999996
25,2010-06-24 09:56:00,2852.2,2801.2,51.0,50.762829403606105,46.95320566194838,0.23717059639389504,4,1,0,1619.9999999999995,600.0,2087.4405599999996
26,2010-06-24 09:57:00,2845.2,2793.0,52.2,50.763661581137306,46.962697751873435,1.4363384188626966,4,1,0,1619.9999999999995,960.0000000000009,2447.4405600000005
27,2010-06-24 09:58:00,2843.2,2793.8,49.4,50.75866851595007,46.96985845129059,-1.3586685159500718,4,1,0,1619.9999999999995,119.99999999999957,1607.440559999999
28,2010-06-24 09:59:00,2843.0,2792.2,50.8,50.75922330097087,46.97801831806828,0.04077669902912362,4,1,0,1619.9999999999995,539.9999999999991,2027.4405599999986
29,2010-06-24 10:00:00,2843.8,2797.2,46.6,50.75423023578364,46.9826810990841,-4.154230235783636,3,1,0,1619.9999999999995,-719.9999999999995,767.44056
30,2010-06-24 10:01:00,2845.0,2794.2,50.8,50.75533980582525,46.99084096586178,0.04466019417474598,4,1,0,1619.9999999999995,539.9999999999991,2027.4405599999986
31,2010-06-24 10:02:00,2846.6,2798.4,48.2,50.75339805825242,46.99716902581183,-2.5533980582524194,3,1,0,1619.9999999999995,-239.99999999999915,1247.4405600000005
32,2010-06-24 10:03:00,2847.0,2795.2,51.8,50.755062413314846,47.0068276436303,1.0449375866851511,4,1,0,1619.9999999999995,839.9999999999991,2327.4405599999986
33,2010-06-24 10:04:00,2845.6,2795.2,50.4,50.75256588072123,47.014154870940885,-0.3525658807212295,4,1,0,1619.9999999999995,419.99999999999955,1907.440559999999
34,2010-06-24 10:05:00,2847.0,2795.2,51.8,50.75090152565882,47.02364696086595,1.0490984743411786,4,1,0,1619.9999999999995,839.9999999999991,2327.4405599999986
