datetime,IF2103,IF2101,spread
2020-12-10 09:30:00,4938.4,4941.4,-3.0
2020-12-10 09:31:00,4935.6,4941.6,-6.0
2020-12-10 09:32:00,4940.8,4944.8,-4.0
2020-12-10 09:33:00,4933.4,4940.4,-7.0
2020-12-10 09:34:00,4932.2,4941.6,-9.400000000000547
2020-12-10 09:35:00,4937.8,4941.2,-3.399999999999636
2020-12-10 09:36:00,4935.6,4943.0,-7.399999999999636
2020-12-10 09:37:00,4931.4,4940.6,-9.200000000000726
2020-12-10 09:38:00,4930.4,4939.4,-9.0
2020-12-10 09:39:00,4928.0,4936.4,-8.399999999999636
2020-12-10 09:40:00,4931.2,4940.6,-9.400000000000547
2020-12-10 09:41:00,4929.8,4936.8,-7.0
2020-12-10 09:42:00,4929.0,4936.2,-7.199999999999817
2020-12-10 09:43:00,4926.0,4933.0,-7.0
2020-12-10 09:44:00,4925.6,4933.4,-7.799999999999272
2020-12-10 09:45:00,4925.0,4931.2,-6.199999999999817
2020-12-10 09:46:00,4927.4,4935.0,-7.600000000000364
2020-12-10 09:47:00,4928.4,4935.8,-7.400000000000546
2020-12-10 09:48:00,4928.0,4937.2,-9.199999999999818
2020-12-10 09:49:00,4925.8,4934.2,-8.399999999999636
2020-12-10 09:50:00,4930.0,4938.0,-8.0
2020-12-10 09:51:00,4927.8,4935.6,-7.800000000000183
2020-12-10 09:52:00,4926.0,4932.8,-6.800000000000183
2020-12-10 09:53:00,4925.0,4931.6,-6.600000000000364
2020-12-10 09:54:00,4924.4,4930.0,-5.600000000000364
2020-12-10 09:55:00,4922.0,4929.4,-7.399999999999636
2020-12-10 09:56:00,4924.6,4933.0,-8.399999999999636
2020-12-10 09:57:00,4921.2,4928.2,-7.0
2020-12-10 09:58:00,4919.4,4928.2,-8.800000000000182
2020-12-10 09:59:00,4921.6,4929.0,-7.399999999999636
2020-12-10 10:00:00,4922.4,4929.8,-7.400000000000546
2020-12-10 10:01:00,4925.2,4932.8,-7.600000000000364
2020-12-10 10:02:00,4926.2,4933.8,-7.600000000000364
2020-12-10 10:03:00,4930.0,4937.6,-7.600000000000364
2020-12-10 10:04:00,4929.8,4939.6,-9.800000000000182
2020-12-10 10:05:00,4928.2,4936.8,-8.600000000000364
2020-12-10 10:06:00,4931.8,4940.8,-9.0
2020-12-10 10:07:00,4933.8,4942.0,-8.199999999999818
2020-12-10 10:08:00,4934.2,4942.8,-8.600000000000364
2020-12-10 10:09:00,4932.2,4941.0,-8.800000000000182
2020-12-10 10:10:00,4935.6,4943.8,-8.199999999999818
2020-12-10 10:11:00,4935.0,4944.4,-9.399999999999636
2020-12-10 10:12:00,4932.2,4941.8,-9.600000000000364
2020-12-10 10:13:00,4936.2,4944.0,-7.800000000000183
2020-12-10 10:14:00,4936.8,4945.0,-8.199999999999818
2020-12-10 10:15:00,4937.6,4947.0,-9.399999999999636
2020-12-10 10:16:00,4933.4,4943.4,-10.0
2020-12-10 10:17:00,4935.0,4943.0,-8.0
2020-12-10 10:18:00,4936.4,4944.4,-8.0
2020-12-10 10:19:00,4934.0,4945.4,-11.399999999999634
2020-12-10 10:20:00,4936.8,4945.0,-8.199999999999818
2020-12-10 10:21:00,4935.0,4945.2,-10.199999999999818
2020-12-10 10:22:00,4940.0,4948.6,-8.600000000000364
2020-12-10 10:23:00,4943.0,4950.2,-7.199999999999817
2020-12-10 10:24:00,4940.0,4948.2,-8.199999999999818
2020-12-10 10:25:00,4938.8,4947.0,-8.199999999999818
2020-12-10 10:26:00,4936.6,4946.0,-9.399999999999636
2020-12-10 10:27:00,4938.0,4947.0,-9.0
2020-12-10 10:28:00,4938.0,4946.6,-8.600000000000364
2020-12-10 10:29:00,4938.6,4946.6,-8.0
2020-12-10 10:30:00,4944.6,4954.4,-9.799999999999274
2020-12-10 10:31:00,4941.4,4949.6,-8.200000000000728
2020-12-10 10:32:00,4941.0,4949.4,-8.399999999999636
2020-12-10 10:33:00,4938.0,4947.0,-9.0
2020-12-10 10:34:00,4940.0,4949.8,-9.800000000000182
2020-12-10 10:35:00,4939.0,4949.0,-10.0
2020-12-10 10:36:00,4940.0,4949.4,-9.399999999999636
2020-12-10 10:37:00,4939.8,4949.4,-9.599999999999453
2020-12-10 10:38:00,4941.2,4952.4,-11.199999999999818
2020-12-10 10:39:00,4942.2,4952.8,-10.600000000000364
2020-12-10 10:40:00,4946.4,4955.0,-8.600000000000364
2020-12-10 10:41:00,4944.0,4953.0,-9.0
2020-12-10 10:42:00,4944.2,4953.2,-9.0
2020-12-10 10:43:00,4944.4,4952.0,-7.600000000000364
2020-12-10 10:44:00,4940.8,4950.4,-9.599999999999453
2020-12-10 10:45:00,4937.4,4947.8,-10.400000000000547
2020-12-10 10:46:00,4938.0,4948.2,-10.199999999999818
2020-12-10 10:47:00,4937.8,4946.6,-8.800000000000182
2020-12-10 10:48:00,4939.6,4947.6,-8.0
2020-12-10 10:49:00,4942.4,4950.2,-7.800000000000183
2020-12-10 10:50:00,4942.8,4952.8,-10.0
2020-12-10 10:51:00,4949.0,4958.0,-9.0
2020-12-10 10:52:00,4946.6,4956.2,-9.599999999999453
2020-12-10 10:53:00,4946.2,4956.0,-9.800000000000182
2020-12-10 10:54:00,4948.0,4957.0,-9.0
2020-12-10 10:55:00,4946.4,4956.0,-9.600000000000364
2020-12-10 10:56:00,4947.4,4956.4,-9.0
2020-12-10 10:57:00,4949.0,4958.6,-9.600000000000364
2020-12-10 10:58:00,4949.0,4959.6,-10.600000000000364
2020-12-10 10:59:00,4952.2,4961.4,-9.199999999999818
2020-12-10 11:00:00,4951.4,4960.0,-8.600000000000364
2020-12-10 11:01:00,4947.8,4956.6,-8.800000000000182
2020-12-10 11:02:00,4948.8,4959.4,-10.599999999999453
2020-12-10 11:03:00,4947.4,4956.8,-9.400000000000547
2020-12-10 11:04:00,4941.6,4954.2,-12.599999999999454
