,index,datetime,IF2103,IF2012,spread,avg3,avg5,gap,grid,hold,service,bag,revenue,account,,,,,,,
4137,5337,27:00.0,4620,4683,-63,-59.71789182,-59.24929226,-3.282108183,1,-3,0,132480,20.6,99421.56752,,,,,,,
4138,5338,28:00.0,4621.6,4683.4,-61.8,-59.72732316,-59.25145712,-2.072676838,1,-3,0,132480,17,99417.96752,,,,,,,
4139,5339,29:00.0,4623,4683,-60,-59.73453537,-59.25445462,-0.265464632,2,-2,72.5868,132720,10.8,99579.18072,,,,,,,
4140,5340,30:00.0,4619.2,4683,-63.8,-59.74785021,-59.2591174,-4.052149792,1,-3,72.55716,132720,18.4,99514.22356,,,,,,,
4141,5341,31:00.0,4622,4683.8,-61.8,-59.75811373,-59.26178185,-2.041886269,1,-3,0,132720,12.4,99508.22356,,,,,,,
4142,5342,32:00.0,4618.8,4681.4,-62.6,-59.76976422,-59.2632806,-2.830235784,1,-3,0,132720,14.8,99510.62356,,,,,,,
4143,5343,33:00.0,4622.6,4683.8,-61.2,-59.77864078,-59.26511241,-1.421359223,1,-3,0,132720,10.6,99506.42356,,,,,,,
4144,5344,34:00.0,4624.4,4687,-62.6,-59.79029126,-59.26860949,-2.809708738,1,-3,0,132720,14.8,99510.62356,,,,,,,
4145,5345,35:00.0,4625,4687,-62,-59.8,-59.27177352,-2.2,1,-3,0,132720,13,99508.82356,,,,,,,
4146,5346,36:00.0,4627.2,4688.4,-61.2,-59.81414702,-59.27360533,-1.385852982,1,-3,0,132720,10.6,99506.42356,,,,,,,
4147,5347,37:00.0,4629,4692,-63,-59.8257975,-59.27693589,-3.174202497,1,-3,0,132720,16,99511.82356,,,,,,,
4148,5348,38:00.0,4629.2,4691.6,-62.4,-59.83606103,-59.27960033,-2.563938974,1,-3,0,132720,14.2,99510.02356,,,,,,,
4149,5349,39:00.0,4630.8,4693.4,-62.6,-59.84882108,-59.28409659,-2.751178918,1,-3,0,132720,14.8,99510.62356,,,,,,,
4150,5350,40:00.0,4628.2,4689,-60.8,-59.85825243,-59.28576187,-0.941747573,1,-3,0,132720,9.4,99505.22356,,,,,,,
4151,5351,41:00.0,4627.6,4689,-61.4,-59.86740638,-59.2889259,-1.53259362,1,-3,0,132720,11.2,99507.02356,,,,,,,
4152,5352,42:00.0,4624,4685.6,-61.6,-59.87850208,-59.29175687,-1.72149792,1,-3,0,132720,11.8,99507.62356,,,,,,,
4153,5353,43:00.0,4626.4,4689.2,-62.8,-59.89375867,-59.29458784,-2.906241331,1,-3,0,132720,15.4,99511.22356,,,,,,,
4154,5354,44:00.0,4637,4700,-63,-59.90485437,-59.29708576,-3.095145631,1,-3,0,132720,16,99511.82356,,,,,,,
4155,5355,45:00.0,4634.6,4696.4,-61.8,-59.9184466,-59.30074938,-1.881553398,1,-3,0,132720,12.4,99508.22356,,,,,,,
4156,5356,46:00.0,4636.2,4698,-61.8,-59.9331484,-59.30441299,-1.866851595,1,-3,0,132720,12.4,99508.22356,,,,,,,
4157,5357,47:00.0,4633.4,4695.6,-62.2,-59.94701803,-59.3080766,-2.252981969,1,-3,0,132720,13.6,99509.42356,,,,,,,
4158,5358,48:00.0,4632.6,4697,-64.4,-59.96421637,-59.31357202,-4.435783634,1,-3,0,132720,20.2,99516.02356,,,,,,,
4159,5359,49:00.0,4633.6,4695.8,-62.2,-59.97669903,-59.31740216,-2.223300971,1,-3,0,132720,13.6,99509.42356,,,,,,,
4160,5360,50:00.0,4634.6,4696.8,-62.2,-59.99084605,-59.32123231,-2.209153953,1,-3,0,132720,13.6,99509.42356,,,,,,,
4161,5361,51:00.0,4635.6,4698.8,-63.2,-60.00554785,-59.32556203,-3.19445215,1,-3,0,132720,16.6,99512.42356,,,,,,,
4162,5362,52:00.0,4638.4,4699.4,-61,-60.01581137,-59.32772689,-0.984188627,1,-3,0,132720,10,99505.82356,,,,,,,
4163,5363,53:00.0,4638.2,4699.8,-61.6,-60.02635229,-59.33022481,-1.573647712,1,-3,0,132720,11.8,99507.62356,,,,,,,
4164,5364,54:00.0,4639.6,4702,-62.4,-60.03994452,-59.33405495,-2.360055479,1,-3,0,132720,14.2,99510.02356,,,,,,,
4165,5365,55:00.0,4640.6,4702,-61.4,-60.0479889,-59.33738551,-1.352011096,1,-3,0,132720,11.2,99507.02356,,,,,,,
4166,5366,56:00.0,4643.8,4706,-62.2,-60.05797503,-59.33988343,-2.142024965,1,-3,0,132720,13.6,99509.42356,,,,,,,
4167,5367,57:00.0,4646.4,4708,-61.6,-60.06879334,-59.34288093,-1.531206657,1,-3,0,132720,11.8,99507.62356,,,,,,,
4168,5368,58:00.0,4642,4706.2,-64.2,-60.08460472,-59.34771024,-4.115395284,1,-3,0,132720,19.6,99515.42356,,,,,,,
4169,5369,59:00.0,4648,4710,-62,-60.09542302,-59.35004163,-1.904576976,1,-3,0,132720,13,99508.82356,,,,,,,
4170,5370,00:00.0,4643.4,4705.6,-62.2,-60.10707351,-59.35187344,-2.092926491,1,-3,0,132720,13.6,99509.42356,,,,,,,
4171,5371,01:00.0,4649.2,4709.4,-60.2,-60.1184466,-59.35287261,-0.081553398,2,-2,72.99708,133800,11.2,100514.0265,,,,,,,
4172,5372,02:00.0,4647.4,4709.2,-61.8,-60.12732316,-59.35453789,-1.672676838,1,-3,72.98148,133800,14.4,100444.245,,,,,,,
4173,5373,03:00.0,4649.2,4710.6,-61.4,-60.13619972,-59.35570358,-1.263800277,1,-3,0,133800,13.2,100443.045,,,,,,,
4174,5374,04:00.0,4645.8,4708,-62.2,-60.14757282,-59.35620316,-2.052427184,1,-3,0,133800,15.6,100445.445,,,,,,,
4175,5375,05:00.0,4644.2,4706.2,-62,-60.15839112,-59.35753539,-1.841608877,1,-3,0,133800,15,100444.845,,,,,,,
4176,5376,06:00.0,4643.4,4704.6,-61.2,-60.16754508,-59.35903414,-1.032454924,1,-3,0,133800,12.6,100442.445,,,,,,,
4177,5377,07:00.0,4643,4705,-62,-60.17725381,-59.36253122,-1.822746186,1,-3,0,133800,15,100444.845,,,,,,,
4178,5378,08:00.0,4642.8,4704,-61.2,-60.18613037,-59.36469609,-1.013869626,1,-3,0,133800,12.6,100442.445,,,,,,,
4179,5379,09:00.0,4639.8,4701.2,-61.4,-60.19528433,-59.36586178,-1.204715673,1,-3,0,133800,13.2,100443.045,,,,,,,
4180,5380,10:00.0,4639.2,4701.4,-62.2,-60.20499307,-59.36786012,-1.995006935,1,-3,0,133800,15.6,100445.445,,,,,,,
4181,5381,11:00.0,4638.2,4700.6,-62.4,-60.21525659,-59.37102415,-2.184743412,1,-3,0,133800,16.2,100446.045,,,,,,,
4182,5382,12:00.0,4641,4703.6,-62.6,-60.22690707,-59.37385512,-2.373092926,1,-3,0,133800,16.8,100446.645,,,,,,,
4183,5383,13:00.0,4638.2,4700.4,-62.2,-60.2368932,-59.37568693,-1.963106796,1,-3,0,133800,15.6,100445.445,,,,,,,
4184,5384,14:00.0,4641.4,4703.8,-62.4,-60.2482663,-59.37785179,-2.151733703,1,-3,0,133800,16.2,100446.045,,,,,,,
4185,5385,15:00.0,4645,4707.4,-62.4,-60.25658807,-59.38018318,-2.143411928,1,-3,0,133800,16.2,100446.045,,,,,,,
4186,5386,16:00.0,4643.4,4705.4,-62,-60.26823856,-59.38284763,-1.731761442,1,-3,0,133800,15,100444.845,,,,,,,
4187,5387,17:00.0,4641.6,4703.2,-61.6,-60.27933426,-59.38451291,-1.320665742,1,-3,0,133800,13.8,100443.645,,,,,,,
4188,5388,18:00.0,4640.6,4703.6,-63,-60.2926491,-59.3868443,-2.707350902,1,-3,0,133800,18,100447.845,,,,,,,
4189,5389,19:00.0,4638.8,4700.8,-62,-60.30346741,-59.38784346,-1.696532594,1,-3,0,133800,15,100444.845,,,,,,,
4190,5390,20:00.0,4634.8,4698.2,-63.4,-60.31761442,-59.39017485,-3.082385576,1,-3,0,133800,19.2,100449.045,,,,,,,
4191,5391,21:00.0,4636,4698.6,-62.6,-60.33120666,-59.3928393,-2.268793343,1,-3,0,133800,16.8,100446.645,,,,,,,
4192,5392,22:00.0,4638.6,4701,-62.4,-60.34174757,-59.39500416,-2.058252427,1,-3,0,133800,16.2,100446.045,,,,,,,
4193,5393,23:00.0,4637,4699.4,-62.4,-60.35062413,-59.39716903,-2.049375867,1,-3,0,133800,16.2,100446.045,,,,,,,
4194,5394,24:00.0,4638.4,4700.2,-61.8,-60.36144244,-59.39783514,-1.438557559,1,-3,0,133800,14.4,100444.245,,,,,,,
4195,5395,25:00.0,4635,4696,-61,-60.37115118,-59.39833472,-0.628848821,1,-3,0,133800,12,100441.845,,,,,,,
4196,5396,26:00.0,4633.8,4695.2,-61.4,-60.38058252,-59.40083264,-1.019417476,1,-3,0,133800,13.2,100443.045,,,,,,,
4197,5397,27:00.0,4632.6,4693.8,-61.2,-60.38945908,-59.40233139,-0.810540915,1,-3,0,133800,12.6,100442.445,,,,,,,
4198,5398,28:00.0,4634,4694.6,-60.6,-60.39778086,-59.40432973,-0.20221914,2,-2,72.76308,134160,12,100729.0819,,,,,,,
4199,5399,29:00.0,4632.6,4696.4,-63.8,-60.40998613,-59.40999167,-3.39001387,1,-3,72.7662,134160,18.4,100662.7157,,,,,,,
4200,5400,00:00.0,4630.6,4694.4,-63.8,-60.44133148,-59.41248959,-3.358668516,1,-3,0,134160,18.4,100662.7157,,,,,,,
4201,5401,01:00.0,4631.6,4694,-62.4,-60.45464632,-59.41482098,-1.945353675,1,-3,0,134160,14.2,100658.5157,,,,,,,
4202,5402,02:00.0,4633.6,4695.2,-61.6,-60.46352288,-59.41648626,-1.136477115,1,-3,0,134160,11.8,100656.1157,,,,,,,
4203,5403,03:00.0,4634.8,4697,-62.2,-60.4704577,-59.41748543,-1.729542302,1,-3,0,134160,13.6,100657.9157,,,,,,,
4204,5404,04:00.0,4637.6,4700,-62.4,-60.47822469,-59.41998335,-1.921775312,1,-3,0,134160,14.2,100658.5157,,,,,,,
4205,5405,05:00.0,4642.4,4703.2,-60.8,-60.48349515,-59.42064946,-0.316504854,2,-2,72.89568,135060,12.4,101483.82,,,,,,,
4206,5406,06:00.0,4640.6,4702.4,-61.8,-60.49070735,-59.42381349,-1.309292649,1,-3,72.8754,135060,14.4,101412.9446,,,,,,,
4207,5407,07:00.0,4641.8,4703.4,-61.6,-60.49875173,-59.42647794,-1.101248266,1,-3,0,135060,13.8,101412.3446,,,,,,,
4208,5408,08:00.0,4638,4700.8,-62.8,-60.50929265,-59.43064113,-2.290707351,1,-3,0,135060,17.4,101415.9446,,,,,,,
4209,5409,09:00.0,4642,4704.2,-62.2,-60.51789182,-59.43247294,-1.682108183,1,-3,0,135060,15.6,101414.1446,,,,,,,
4210,5410,10:00.0,4641.6,4704,-62.4,-60.52621359,-59.43597002,-1.873786408,1,-3,0,135060,16.2,101414.7446,,,,,,,
4211,5411,11:00.0,4643.6,4706.6,-63,-60.53647712,-59.43830142,-2.463522885,1,-3,0,135060,18,101416.5446,,,,,,,
4212,5412,12:00.0,4645.2,4706.6,-61.4,-60.5445215,-59.43963364,-0.855478502,1,-3,0,135060,13.2,101411.7446,,,,,,,
4213,5413,13:00.0,4647.4,4709.2,-61.8,-60.55090153,-59.44146545,-1.249098474,1,-3,0,135060,14.4,101412.9446,,,,,,,
4214,5414,14:00.0,4646.2,4709,-62.8,-60.56088766,-59.44396336,-2.239112344,1,-3,0,135060,17.4,101415.9446,,,,,,,
4215,5415,15:00.0,4645.6,4708,-62.4,-60.56865465,-59.444796,-1.831345354,1,-3,0,135060,16.2,101414.7446,,,,,,,
4216,5416,16:00.0,4645.4,4708.4,-63,-60.57919556,-59.44629475,-2.420804438,1,-3,0,135060,18,101416.5446,,,,,,,
4217,5417,17:00.0,4644.4,4706.6,-62.2,-60.58751734,-59.44829309,-1.612482663,1,-3,0,135060,15.6,101414.1446,,,,,,,
4218,5418,18:00.0,4641.6,4704.6,-63,-60.59778086,-59.45112406,-2.40221914,1,-3,0,135060,18,101416.5446,,,,,,,
4219,5419,19:00.0,4641.8,4703.6,-61.8,-60.60471567,-59.45328893,-1.195284327,1,-3,0,135060,14.4,101412.9446,,,,,,,
4220,5420,20:00.0,4641.4,4703.6,-62.2,-60.61220527,-59.4561199,-1.58779473,1,-3,0,135060,15.6,101414.1446,,,,,,,
4221,5421,21:00.0,4641.8,4702.6,-60.8,-60.61830791,-59.45661948,-0.181692094,2,-2,72.88632,135360,12.4,101638.0583,,,,,,,
4222,5422,22:00.0,4643.4,4704.6,-61.2,-60.62662968,-59.45645296,-0.573370319,1,-3,72.9144,135360,13.2,101565.9439,,,,,,,
4223,5423,23:00.0,4647.8,4709,-61.2,-60.63384189,-59.45761865,-0.566158114,1,-3,0,135360,13.2,101565.9439,,,,,,,
4224,5424,24:00.0,4647.4,4709.2,-61.8,-60.64355062,-59.45928393,-1.156449376,1,-3,0,135360,15,101567.7439,,,,,,,
4225,5425,25:00.0,4646.6,4708.4,-61.8,-60.65159501,-59.46011657,-1.148404993,1,-3,0,135360,15,101567.7439,,,,,,,
4226,5426,26:00.0,4646.6,4709.6,-63,-60.66074896,-59.46378018,-2.33925104,1,-3,0,135360,18.6,101571.3439,,,,,,,
4227,5427,27:00.0,4652.6,4715,-62.4,-60.66740638,-59.46661116,-1.73259362,1,-3,0,135360,16.8,101569.5439,,,,,,,
4228,5428,28:00.0,4655.2,4718,-62.8,-60.67545076,-59.47010824,-2.124549237,1,-3,0,135360,18,101570.7439,,,,,,,
4229,5429,29:00.0,4657.4,4719.6,-62.2,-60.68099861,-59.47310575,-1.519001387,1,-3,0,135360,16.2,101568.9439,,,,,,,
4230,5430,30:00.0,4657.8,4719.6,-61.8,-60.69070735,-59.47527061,-1.109292649,1,-3,0,135360,15,101567.7439,,,,,,,
4231,5431,31:00.0,4657.8,4719.6,-61.8,-60.69708738,-59.47693589,-1.102912621,1,-3,0,135360,15,101567.7439,,,,,,,
4232,5432,32:00.0,4655.4,4717.8,-62.4,-60.70679612,-59.47976686,-1.693203883,1,-3,0,135360,16.8,101569.5439,,,,,,,
4233,5433,33:00.0,4653.6,4716.2,-62.6,-60.71595007,-59.48076603,-1.884049931,1,-3,0,135360,17.4,101570.1439,,,,,,,
4234,5434,34:00.0,4653.6,4716.2,-62.6,-60.72371706,-59.48376353,-1.87628294,1,-3,0,135360,17.4,101570.1439,,,,,,,
4235,5435,35:00.0,4654.4,4717.4,-63,-60.7334258,-59.48509575,-2.266574202,1,-3,0,135360,18.6,101571.3439,,,,,,,
4236,5436,36:00.0,4652.8,4715.4,-62.6,-60.74036061,-59.48676103,-1.85963939,1,-3,0,135360,17.4,101570.1439,,,,,,,
4237,5437,37:00.0,4654.2,4716.6,-62.4,-60.74868239,-59.48942548,-1.651317614,1,-3,0,135360,16.8,101569.5439,,,,,,,
4238,5438,38:00.0,4659,4719.8,-60.8,-60.75450763,-59.49042465,-0.045492372,2,-2,73.15464,135480,12.4,101611.9893,,,,,,,
4239,5439,39:00.0,4656.6,4719.2,-62.6,-60.76615811,-59.49142381,-1.833841886,1,-3,73.13124,135480,16,101542.458,,,,,,,
4240,5440,40:00.0,4657.4,4719.4,-62,-60.77142857,-59.49225645,-1.228571429,1,-3,0,135480,14.2,101540.658,,,,,,,
4241,5441,41:00.0,4661.2,4722.2,-61,-60.77614424,-59.49225645,-0.223855756,2,-2,73.19052,135960,12.8,101946.0675,,,,,,,
4242,5442,42:00.0,4660.4,4722.6,-62.2,-60.78418863,-59.49242298,-1.415811373,1,-3,73.1874,135960,15.2,101875.2801,,,,,,,
4243,5443,43:00.0,4658.2,4719.8,-61.6,-60.79140083,-59.49342215,-0.808599168,1,-3,0,135960,13.4,101873.4801,,,,,,,
4244,5444,44:00.0,4659.4,4723,-63.6,-60.79972261,-59.49625312,-2.800277393,1,-3,0,135960,19.4,101879.4801,,,,,,,
4245,5445,45:00.0,4653.8,4717.2,-63.4,-60.81137309,-59.49841799,-2.588626907,1,-3,0,135960,18.8,101878.8801,,,,,,,
4246,5446,46:00.0,4652.6,4716.2,-63.6,-60.82163662,-59.50224813,-2.778363384,1,-3,0,135960,19.4,101879.4801,,,,,,,
4247,5447,47:00.0,4650.6,4714,-63.4,-60.8332871,-59.50524563,-2.566712899,1,-3,0,135960,18.8,101878.8801,,,,,,,
4248,5448,48:00.0,4648.8,4712.6,-63.8,-60.84271845,-59.50840966,-2.957281553,1,-3,0,135960,20,101880.0801,,,,,,,
4249,5449,49:00.0,4650.4,4713.8,-63.4,-60.85686546,-59.51124063,-2.543134535,1,-3,0,135960,18.8,101878.8801,,,,,,,
4250,5450,50:00.0,4650,4713,-63,-60.86574202,-59.51290591,-2.134257975,1,-3,0,135960,17.6,101877.6801,,,,,,,
4251,5451,51:00.0,4649.6,4712.2,-62.6,-60.87184466,-59.51557036,-1.72815534,1,-3,0,135960,16.4,101876.4801,,,,,,,
4252,5452,52:00.0,4651.6,4714.6,-63,-60.8776699,-59.51773522,-2.122330097,1,-3,0,135960,17.6,101877.6801,,,,,,,
4253,5453,53:00.0,4652.4,4714.8,-62.4,-60.88183079,-59.51990008,-1.518169209,1,-3,0,135960,15.8,101875.8801,,,,,,,
4254,5454,54:00.0,4651.6,4713,-61.4,-60.88710125,-59.52056619,-0.512898752,1,-3,0,135960,12.8,101872.8801,,,,,,,
4255,5455,55:00.0,4649.2,4711.6,-62.4,-60.89542302,-59.52056619,-1.504576976,1,-3,0,135960,15.8,101875.8801,,,,,,,
4256,5456,56:00.0,4650.4,4712.4,-62,-60.90235784,-59.52123231,-1.097642164,1,-3,0,135960,14.6,101874.6801,,,,,,,
4257,5457,57:00.0,4652,4714,-62,-60.90901526,-59.522398,-1.090984743,1,-3,0,135960,14.6,101874.6801,,,,,,,
4258,5458,58:00.0,4653,4715.6,-62.6,-60.91345354,-59.52406328,-1.686546463,1,-3,0,135960,16.4,101876.4801,,,,,,,
4259,5459,59:00.0,4656.4,4718,-61.6,-60.91373093,-59.52406328,-0.686269071,1,-3,0,135960,13.4,101873.4801,,,,,,,
4260,5460,00:00.0,4655,4716.4,-61.4,-60.92094313,-59.52389675,-0.479056865,1,-3,0,135960,12.8,101872.8801,,,,,,,
4261,5461,01:00.0,4651.4,4714,-62.6,-60.93009709,-59.52556203,-1.669902913,1,-3,0,135960,16.4,101876.4801,,,,,,,
4262,5462,02:00.0,4648.8,4710,-61.2,-60.93509015,-59.52689425,-0.264909847,2,-2,72.99864,136260,13.2,102100.2815,,,,,,,
4263,5463,03:00.0,4649,4711.2,-62.2,-60.93952843,-59.53005828,-1.260471567,1,-3,73.00956,136260,15.2,102029.2719,,,,,,,
4264,5464,04:00.0,4649.8,4711.6,-61.8,-60.94507628,-59.53155704,-0.854923717,1,-3,0,136260,14,102028.0719,,,,,,,
4265,5465,05:00.0,4651.6,4712.8,-61.2,-60.94785021,-59.53388843,-0.252149792,2,-2,73.04232,136560,13.2,102254.2296,,,,,,,
4266,5466,06:00.0,4656.4,4720.2,-63.8,-60.95533981,-59.53755204,-2.844660194,1,-3,73.13748,136560,18.4,102186.2921,,,,,,,
4267,5467,07:00.0,4657.8,4719.4,-61.6,-60.95700416,-59.53871774,-0.642995839,1,-3,0,136560,11.8,102179.6921,,,,,,,
4268,5468,08:00.0,4662,4724.2,-62.2,-60.96033287,-59.5408826,-1.239667129,1,-3,0,136560,13.6,102181.4921,,,,,,,
4269,5469,09:00.0,4663,4724.2,-61.2,-60.9628294,-59.54338052,-0.237170596,2,-2,73.22016,137340,13.2,102887.872,,,,,,,
4270,5470,10:00.0,4660.6,4724.4,-63.8,-60.96976422,-59.54737719,-2.830235784,1,-3,73.203,137340,18.4,102819.869,,,,,,,
4271,5471,11:00.0,4661.6,4722.2,-60.6,-60.9742025,-59.54771024,0.374202497,2,-2,73.19364,138300,12,103700.2753,,,,,,,
4272,5472,12:00.0,4664,4725.6,-61.6,-60.97725381,-59.54870941,-0.622746186,1,-3,73.23888,138300,14,103629.0364,,,,,,,
4273,5473,13:00.0,4664.2,4723.8,-59.6,-60.97864078,-59.54870941,1.378640777,2,-2,73.2264,138900,10,104151.81,,,,,,,
4274,5474,14:00.0,4665.4,4726.6,-61.2,-60.98418863,-59.55070774,-0.215811373,2,-2,0,138900,13.2,104155.01,,,,,,,
4275,5475,15:00.0,4665.4,4726.6,-61.2,-60.98751734,-59.55170691,-0.212482663,2,-2,0,138900,13.2,104155.01,,,,,,,
4276,5476,16:00.0,4662.2,4723.6,-61.4,-60.99112344,-59.55287261,-0.40887656,1,-3,73.20924,138900,13.6,104082.2008,,,,,,,
4277,5477,17:00.0,4662,4725.8,-63.8,-60.99889043,-59.55803497,-2.80110957,1,-3,0,138900,20.8,104089.4008,,,,,,,
4278,5478,18:00.0,4665,4724.8,-59.8,-60.99972261,-59.55886761,1.199722607,2,-2,73.24044,139380,10.4,104485.7604,,,,,,,
4279,5479,19:00.0,4669.6,4731.4,-61.8,-61.0036061,-59.56153206,-0.796393897,1,-3,73.3278,139380,14.4,104416.4326,,,,,,,
4280,5480,20:00.0,4671.6,4732.8,-61.2,-61.0074896,-59.56386345,-0.192510402,2,-2,73.35432,139560,13.2,104521.8782,,,,,,,
4281,5481,21:00.0,4671.6,4732.8,-61.2,-61.01220527,-59.56552873,-0.18779473,2,-2,0,139560,13.2,104521.8782,,,,,,,
4282,5482,22:00.0,4668.2,4731,-62.8,-61.01830791,-59.56819317,-1.781692094,1,-3,73.31376,139560,16.4,104451.7645,,,,,,,
4283,5483,23:00.0,4670.2,4732.4,-62.2,-61.02524272,-59.56969192,-1.174757282,1,-3,0,139560,14.6,104449.9645,,,,,,,
4284,5484,24:00.0,4673.8,4735.2,-61.4,-61.03079057,-59.57052456,-0.369209431,2,-2,73.3902,139980,13.6,104795.5743,,,,,,,
4285,5485,25:00.0,4675,4736.4,-61.4,-61.03411928,-59.57152373,-0.365880721,2,-2,0,139980,13.6,104795.5743,,,,,,,
4286,5486,26:00.0,4677.4,4738.8,-61.4,-61.03994452,-59.57285595,-0.360055479,2,-2,0,139980,13.6,104795.5743,,,,,,,
4287,5487,27:00.0,4669,4730.8,-61.8,-61.04521498,-59.57452123,-0.754785021,1,-3,73.31844,139980,14.4,104723.0558,,,,,,,
4288,5488,28:00.0,4667.6,4730,-62.4,-61.04993065,-59.57601998,-1.350069348,1,-3,0,139980,16.2,104724.8558,,,,,,,
4289,5489,29:00.0,4669.8,4732,-62.2,-61.05520111,-59.57701915,-1.14479889,1,-3,0,139980,15.6,104724.2558,,,,,,,
4290,5490,30:00.0,4672.8,4733.2,-60.4,-61.059362,-59.57718568,0.659361997,2,-2,73.3668,140400,11.6,105066.889,,,,,,,
4291,5491,31:00.0,4673,4733.2,-60.2,-61.06324549,-59.57651957,0.863245492,2,-2,0,140400,11.2,105066.489,,,,,,,
4292,5492,32:00.0,4671.6,4732,-60.4,-61.06796117,-59.57585346,0.667961165,2,-2,0,140400,11.6,105066.889,,,,,,,
4293,5493,33:00.0,4672.4,4731.2,-58.8,-61.06907074,-59.57485429,2.269070735,3,-1,73.34808,140880,6.8,105468.741,,,,,,,
4294,5494,34:00.0,4669.6,4731,-61.4,-61.0776699,-59.57452123,-0.322330097,2,-2,73.32468,140880,9.4,105398.0163,,,,,,,
4295,5495,35:00.0,4665.4,4728.4,-63,-61.08626907,-59.57635304,-1.913730929,1,-3,73.27164,140880,12.6,105327.9446,,,,,,,
4296,5496,36:00.0,4667.6,4729.6,-62,-61.09070735,-59.57768526,-0.909292649,1,-3,0,140880,9.6,105324.9446,,,,,,,
4297,5497,37:00.0,4665.4,4727.8,-62.4,-61.09764216,-59.58001665,-1.302357836,1,-3,0,140880,10.8,105326.1446,,,,,,,
4298,5498,38:00.0,4664.2,4726,-61.8,-61.10818308,-59.58184846,-0.691816921,1,-3,0,140880,9,105324.3446,,,,,,,
4299,5499,39:00.0,4665.4,4727.8,-62.4,-61.11539528,-59.5856786,-1.284604716,1,-3,0,140880,10.8,105326.1446,,,,,,,
4300,5500,40:00.0,4669.6,4731,-61.4,-61.1220527,-59.58601166,-0.277947295,2,-2,73.32468,141360,9.4,105731.42,,,,,,,
4301,5501,41:00.0,4670,4731.6,-61.6,-61.12843273,-59.58617818,-0.471567268,1,-3,73.33248,141360,9.8,105658.4875,,,,,,,
4302,5502,42:00.0,4668.8,4731.6,-62.8,-61.13398058,-59.58800999,-1.666019417,1,-3,0,141360,13.4,105662.0875,,,,,,,
4303,5503,43:00.0,4674.4,4735.2,-60.8,-61.1370319,-59.58884263,0.3370319,2,-2,73.39488,141600,8.2,105823.4926,,,,,,,
4304,5504,44:00.0,4672,4734,-62,-61.14368932,-59.59150708,-0.85631068,1,-3,73.3668,141600,10.6,105752.5258,,,,,,,
4305,5505,45:00.0,4669,4732,-63,-61.1517337,-59.59333888,-1.848266297,1,-3,0,141600,13.6,105755.5258,,,,,,,
4306,5506,46:00.0,4668,4729.8,-61.8,-61.15700416,-59.59517069,-0.642995839,1,-3,0,141600,10,105751.9258,,,,,,,
4307,5507,47:00.0,4667.6,4729.2,-61.6,-61.16144244,-59.59683597,-0.438557559,1,-3,0,141600,9.4,105751.3258,,,,,,,
4308,5508,48:00.0,4669,4731.4,-62.4,-61.16754508,-59.59850125,-1.232454924,1,-3,0,141600,11.8,105753.7258,,,,,,,
4309,5509,49:00.0,4669.2,4730.2,-61,-61.17115118,-59.59833472,0.171151179,2,-2,73.31532,141900,8.6,105977.2105,,,,,,,
4310,5510,50:00.0,4666.6,4728,-61.4,-61.17226075,-59.60049958,-0.227739251,2,-2,0,141900,9.4,105978.0105,,,,,,,
4311,5511,51:00.0,4664.8,4726.8,-62,-61.17642164,-59.60149875,-0.823578363,1,-3,73.25448,141900,10.6,105905.956,,,,,,,
4312,5512,52:00.0,4662.8,4725.8,-63,-61.18169209,-59.60383014,-1.818307906,1,-3,0,141900,13.6,105908.956,,,,,,,
4313,5513,53:00.0,4664,4726.6,-62.6,-61.18779473,-59.60582848,-1.41220527,1,-3,0,141900,12.4,105907.756,,,,,,,
4314,5514,54:00.0,4661.6,4722.8,-61.2,-61.19140083,-59.60649459,-0.008599168,2,-2,73.19832,142140,9,106071.1577,,,,,,,
4315,5515,55:00.0,4664.4,4724.4,-60,-61.19223301,-59.60649459,1.19223301,2,-2,0,142140,6.6,106068.7577,,,,,,,
4316,5516,56:00.0,4664.2,4725.8,-61.6,-61.19556172,-59.60732723,-0.40443828,1,-3,73.242,142140,9.8,105998.7157,,,,,,,
4317,5517,57:00.0,4663.2,4724.2,-61,-61.19778086,-59.60766028,0.19778086,2,-2,73.22172,142320,8.6,106104.294,,,,,,,
4318,5518,58:00.0,4663,4724,-61,-61.20110957,-59.60699417,0.20110957,2,-2,0,142320,8.6,106104.294,,,,,,,
4319,5519,59:00.0,4661,4724,-63,-61.20665742,-59.60932556,-1.79334258,1,-3,73.203,142320,12.6,106035.091,,,,,,,
4320,5520,30:00.0,4665.6,4728.2,-62.6,-61.21303745,-59.61115737,-1.386962552,1,-3,0,142320,11.4,106033.891,,,,,,,
4321,5521,31:00.0,4664.6,4726.6,-62,-61.21636616,-59.60932556,-0.783633842,1,-3,0,142320,9.6,106032.091,,,,,,,
4322,5522,32:00.0,4666,4728.2,-62.2,-61.2221914,-59.60782681,-0.977808599,1,-3,0,142320,10.2,106032.691,,,,,,,
4323,5523,33:00.0,4664.2,4724.6,-60.4,-61.22413315,-59.60666112,0.824133148,2,-2,73.23264,143100,7.4,106736.6583,,,,,,,
4324,5524,34:00.0,4660.8,4722.2,-61.4,-61.22829404,-59.60649459,-0.171705964,2,-2,0,143100,9.4,106738.6583,,,,,,,
4325,5525,35:00.0,4660,4722.2,-62.2,-61.23079057,-59.60732723,-0.969209431,1,-3,73.18116,143100,11,106667.0772,,,,,,,
